,adobe_male,adobe_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.5309734,-0.6156124,"('unsociable', 'sociable')",-0.42450315,-0.5470504,-0.4777383,-0.5813314,-0.1035931
1,2.3219874,2.227095,"('unfriendly', 'friendly')",1.8213998,1.652848,2.0716937,1.9399714,-0.1317223
2,0.9115759,0.98332906,"('unlikable', 'likable')",0.4613365,0.49884602,0.6864562,0.7410876,0.0546314
3,-0.83205014,-0.72355855,"('repellent', 'pleasant')",0.25412476,0.3077395,-0.2889627,-0.2079095,0.0810532
4,-1.1023451,-1.1760786,"('disliked', 'liked')",-6.523227,-6.595681,-3.8127861,-3.88588,-0.0730939
5,1.5466065,1.5207924,"('distant', 'outgoing')",-0.09272601,-0.17244323,0.7269403,0.6741745,-0.0527658
6,1.6699173,1.658081,"('distant', 'open')",0.19353303,0.09485135,0.9317252,0.8764662,-0.055259
7,0.077566996,0.11365455,"('insensitive', 'sensitive')",0.39984483,0.3830673,0.2387059,0.2483609,0.009655
8,1.0253503,0.98376954,"('unaffectionate', 'affectionate')",0.3963309,0.261735,0.7108406,0.6227522,-0.0880884
9,1.55666,1.5157315,"('unaffectionate', 'caring')",0.5990493,0.53160256,1.0778546,1.023667,-0.0541876
10,-0.5892514,-0.583331,"('unsympathetic', 'sympathetic')",-0.5686112,-0.60876215,-0.5789313,-0.5960466,-0.0171153
11,-0.021399232,0.055407636,"('unhelpful', 'helpful')",1.3472387,1.3732705,0.6629197,0.7143391,0.0514194
12,0.8878328,0.9413482,"('unsupportive', 'supportive')",-2.001019,-2.016514,-0.5565931,-0.5375829,0.0190102
13,-1.2930822,-1.3682494,"('impolite', 'polite')",-0.82742816,-0.85048074,-1.0602552,-1.1093651,-0.0491099
14,-0.99275607,-0.9621473,"('antisocial', 'social')",-0.84720016,-0.84631324,-0.9199781,-0.9042302,0.0157479
15,1.4262353,1.3359337,"('boring', 'funny')",0.41077897,0.36286998,0.9185072,0.8494018,-0.0691054
16,-0.75394857,-0.7467701,"('unpopular', 'popular')",0.78872514,0.7692891,0.0173883,0.0112595,-0.0061288
17,-0.3275041,-0.2513389,"('nasty', 'nice')",-0.15423317,-0.104919635,-0.2408686,-0.1781293,0.0627393
18,0.55204695,0.5335268,"('disagreeable', 'welcoming')",-0.191315,-0.3175993,0.180366,0.1079637,-0.0724023
19,0.20721026,0.22394256,"('inhospitable', 'hospitable')",0.026806809,0.04678433,0.1170085,0.1353634,0.0183549
20,0.61846876,0.6707645,"('rough', 'thoughtful')",1.3557551,1.3262715,0.9871119,0.998518,0.0114061
21,0.023697192,0.019906782,"('immoral', 'moral')",-0.4774512,-0.4606171,-0.226877,-0.2203552,0.0065218
22,-0.35110438,-0.3691234,"('untrustworthy', 'trustworthy')",-0.8800484,-0.9749016,-0.6155764,-0.6720125,-0.0564361
23,1.457964,1.4546361,"('insincere', 'sincere')",5.7080603,5.62909,3.5830121,3.541863,-0.0411491
24,0.67039573,0.6505114,"('dishonest', 'honest')",0.6209269,0.5315519,0.6456614,0.5910317,-0.0546297
25,0.5782043,0.51943845,"('egoistic', 'altruistic')",1.4738116,1.4609028,1.0260079,0.9901706,-0.0358373
26,2.1930275,2.1413198,"('hardhearted', 'benevolent')",1.516722,1.4509783,1.8548747,1.796149,-0.0587257
27,0.9519243,0.8896176,"('hardhearted', 'softhearted')",1.4131125,1.248573,1.1825185,1.0690953,-0.1134232
28,0.0748309,-0.060171887,"('disloyal', 'loyal')",0.722128,0.61368984,0.3984794,0.276759,-0.1217204
29,-0.8004367,-0.8235096,"('unfair', 'fair')",-0.22676785,-0.35656554,-0.5136023,-0.5900376,-0.0764353
30,0.66067314,0.6205675,"('intolerant', 'tolerant')",0.99028766,0.8903955,0.8254804,0.7554815,-0.0699989
31,0.48926747,0.56289303,"('evil', 'good')",-0.5382401,-0.5927341,-0.0244863,-0.0149205,0.0095658
32,-0.22653167,-0.26933882,"('unkind', 'kind')",0.18346372,0.075987935,-0.021534,-0.0966754,-0.0751414
33,1.1281284,1.0035409,"('wrong', 'right')",-0.38017866,-0.37559813,0.3739749,0.3139714,-0.0600035
34,1.1877036,1.3222017,"('mean', 'honorable')",5.957456,6.002053,3.5725799,3.6621273,0.0895474
35,0.040601835,-0.024931129,"('corrupt', 'incorrupt')",0.32645708,0.28987944,0.1835295,0.1324742,-0.0510553
36,0.40982798,0.36115393,"('hostile', 'amicable')",0.43813884,0.30764952,0.4239834,0.3344017,-0.0895817
37,-0.005278226,0.03324879,"('fake', 'genuine')",-0.055046525,-0.044782393,-0.0301624,-0.0057668,0.0243956
38,-0.13702862,-0.11254976,"('untruthful', 'truthful')",-0.04854916,-0.04588603,-0.0927889,-0.0792179,0.013571
39,1.4466567,1.5248771,"('exploitative', 'cooperative')",0.45570707,0.48028776,0.9511819,1.0025824,0.0514005
40,0.8535593,0.80461556,"('stingy', 'generous')",-1.5414658,-1.646055,-0.3439532,-0.4207197,-0.0767665
41,0.23422062,0.23474398,"('unforgiving', 'forgiving')",-0.19087775,-0.32578838,0.0216714,-0.0455222,-0.0671936
42,-0.8640778,-0.845799,"('unreliable', 'reliable')",-3.5647619,-3.5709505,-2.2144198,-2.2083747,0.0060451
43,-0.0063458886,0.05434735,"('irresponsible', 'responsible')",0.1571599,0.09789404,0.075407,0.0761207,0.0007137
44,-1.8367903,-1.7827709,"('prejudiced', 'unprejudiced')",-1.3296396,-1.296721,-1.583215,-1.5397459,0.0434691
45,-1.4333682,-1.396707,"('incompetent', 'competent')",-0.9094633,-0.9837525,-1.1714158,-1.1902298,-0.018814
46,-0.52624464,-0.4539654,"('uncompetitive', 'competitive')",-0.5551349,-0.5970875,-0.5406898,-0.5255265,0.0151633
47,0.38118067,0.48157617,"('stupid', 'smart')",4.8762026,4.8652425,2.6286917,2.6734092,0.0447175
48,0.9775225,0.93183446,"('unintelligent', 'intelligent')",0.7617178,0.6943766,0.8696201,0.8131055,-0.0565146
49,0.3485821,0.3759619,"('unable', 'able')",-0.1700303,-0.15943857,0.0892759,0.1082617,0.0189858
50,-0.5300675,-0.5241664,"('clumsy', 'skillful')",-0.23093456,-0.27231517,-0.380501,-0.3982408,-0.0177398
51,-1.1357492,-1.1947162,"('uneducated', 'educated')",0.51411164,0.49898803,-0.3108188,-0.3478641,-0.0370453
52,0.8066175,0.71271986,"('irrational', 'rational')",0.019649528,-0.09719833,0.4131335,0.3077608,-0.1053727
53,2.4355037,2.3956535,"('uncreative', 'creative')",0.9281633,0.8236495,1.6818335,1.6096516,-0.0721819
54,1.4167205,1.4608849,"('incapable', 'capable')",1.1789448,1.1973395,1.2978327,1.3291123,0.0312796
55,-0.7405218,-0.72600126,"('incompetent', 'clever')",-0.17146464,-0.20912486,-0.4559932,-0.4675631,-0.0115699
56,-0.0040607993,0.025299266,"('impractical', 'practical')",-0.89368933,-0.890069,-0.4488751,-0.4323849,0.0164902
57,0.011012049,0.020220403,"('unimaginative', 'imaginative')",-2.8311784,-2.8746629,-1.4100832,-1.4272212,-0.017138
58,0.93042535,0.97546643,"('undiscriminating', 'discriminating')",0.47832432,0.4175319,0.7043748,0.6964992,-0.0078756
59,-0.0135709345,-0.018783126,"('foolish', 'wise')",0.21609023,0.16649254,0.1012596,0.0738547,-0.0274049
60,0.031629764,0.102166645,"('inefficient', 'efficient')",-0.062724665,-0.005017273,-0.0155475,0.0485747,0.0641222
61,1.2513953,1.149949,"('illogical', 'logical')",0.6876203,0.5810557,0.9695078,0.8655024,-0.1040054
62,-0.40286034,-0.26010147,"('incompetent', 'brilliant')",-0.3599449,-0.24856828,-0.3814026,-0.2543349,0.1270677
63,0.53783554,0.62667215,"('unperceptive', 'insightful')",0.6907033,0.7253726,0.6142694,0.6760224,0.061753
64,-2.0833113,-2.1374495,"('shy', 'confident')",-6.6055026,-6.5837436,-4.3444071,-4.3605967,-0.0161896
65,-1.2105618,-1.2966621,"('insecure', 'secure')",-0.61109084,-0.63477427,-0.9108263,-0.9657182,-0.0548919
66,-0.52529603,-0.52090454,"('inactive', 'active')",0.80755115,0.8374639,0.1411276,0.1582797,0.0171521
67,-0.035908867,0.049923737,"('doubtful', 'determined')",-0.5030935,-0.41235545,-0.2695012,-0.1812159,0.0882853
68,-0.87793803,-0.94540614,"('dependent', 'independent')",0.0036323778,-0.037539408,-0.4371528,-0.4914728,-0.05432
69,0.6147172,0.64581907,"('lazy', 'industrious')",-0.7052164,-0.61460024,-0.0452496,0.0156094,0.060859
70,-0.6278092,-0.57502246,"('lethargic', 'energetic')",0.08806908,0.09702055,-0.2698701,-0.2390009,0.0308692
71,1.1213964,1.1298708,"('diffident', 'self-confident')",0.4479113,0.42632982,0.7846538,0.7781003,-0.0065535
72,0.2163572,0.2856523,"('unambitious', 'ambitious')",-1.2775004,-1.2993033,-0.5305716,-0.5068255,0.0237461
73,0.11650804,0.17507395,"('helpless', 'self-reliant')",-3.3411052,-3.2696536,-1.6122986,-1.5472898,0.0650088
74,0.6049235,0.65387297,"('undedicated', 'dedicated')",-0.102740854,-0.16001205,0.2510913,0.2469305,-0.0041608
75,-1.3343129,-1.2183391,"('meek', 'impulsive')",-0.37025398,-0.27810997,-0.8522835,-0.7482245,0.104059
76,0.0083784275,0.033425704,"('anxious', 'daring')",0.07993051,0.11304971,0.0441545,0.0732377,0.0290832
77,-0.24125606,-0.18871604,"('unmotivated', 'motivated')",-1.0214747,-0.8789579,-0.6313654,-0.533837,0.0975284
78,0.62137496,0.5931157,"('nonresilient', 'resilient')",0.3358747,0.37402952,0.4786248,0.4835726,0.0049478
79,-0.07045143,-0.11356413,"('wavering', 'unwavering')",0.036469337,0.045553863,-0.016991,-0.0340051,-0.0170141
80,-1.9443605,-1.9394064,"('dominated', 'dominating')",-1.8699683,-1.774179,-1.9071643,-1.8567927,0.0503716
81,-1.3732221,-1.3636888,"('submissive', 'aggressive')",-1.4534857,-1.3223984,-1.4133539,-1.3430436,0.0703103
82,-0.6586167,-0.6550654,"('poor', 'rich')",5.4392543,5.3857937,2.3903189,2.3653641,-0.0249548
83,0.568564,0.5907772,"('powerless', 'powerful')",-0.9893083,-0.9929869,-0.2103721,-0.2011048,0.0092673
84,0.941243,0.8708166,"('inferior', 'superior')",1.2419218,1.1880391,1.0915824,1.0294278,-0.0621546
85,1.7972686,1.8455517,"('insignificant', 'prestigious')",1.1186111,1.1250265,1.4579399,1.4852891,0.0273492
86,0.92149633,0.797754,"('uninfluential', 'influential')",-0.21546894,-0.37269437,0.3530137,0.2125298,-0.1404839
87,0.22255385,0.24007642,"('unsuccessful', 'successful')",0.8939911,0.97931564,0.5582725,0.609696,0.0514235
88,0.11091757,0.10970242,"('low', 'eminent')",0.16186412,0.16579175,0.1363908,0.1377471,0.0013563
