,wage_male,wage_female,tuple,average_male,average_female,female-male
0,0.075483054,-0.08800488,"('unsociable', 'sociable')",0.0754831,-0.0880049,-0.163488
1,1.2010633,1.3159202,"('unfriendly', 'friendly')",1.2010633,1.3159202,0.1148569
2,-0.1615524,-0.07509177,"('unlikable', 'likable')",-0.1615524,-0.0750918,0.0864606
3,0.7869582,0.79991376,"('repellent', 'pleasant')",0.7869582,0.7999138,0.0129556
4,-7.165466,-7.2377443,"('disliked', 'liked')",-7.1654658,-7.2377443,-0.0722785
5,-0.8382113,-0.74896306,"('distant', 'outgoing')",-0.8382113,-0.7489631,0.0892482
6,-0.16265807,-0.11515279,"('distant', 'open')",-0.1626581,-0.1151528,0.0475053
7,1.149404,1.1325278,"('insensitive', 'sensitive')",1.149404,1.1325278,-0.0168762
8,1.1501253,1.1329418,"('unaffectionate', 'affectionate')",1.1501253,1.1329418,-0.0171835
9,1.5147697,1.5147797,"('unaffectionate', 'caring')",1.5147697,1.5147797,1e-05
10,1.1885903,1.1446102,"('unsympathetic', 'sympathetic')",1.1885903,1.1446102,-0.0439801
11,1.4793739,1.4718941,"('unhelpful', 'helpful')",1.4793739,1.4718941,-0.0074798
12,-1.6725566,-1.7235485,"('unsupportive', 'supportive')",-1.6725566,-1.7235485,-0.0509919
13,-0.23232006,-0.30469897,"('impolite', 'polite')",-0.2323201,-0.304699,-0.0723789
14,0.1343835,0.049055047,"('antisocial', 'social')",0.1343835,0.049055,-0.0853285
15,0.15400447,0.09516703,"('boring', 'funny')",0.1540045,0.095167,-0.0588375
16,-0.48882058,-0.37934846,"('unpopular', 'popular')",-0.4888206,-0.3793485,0.1094721
17,-0.55203396,-0.46415398,"('nasty', 'nice')",-0.552034,-0.464154,0.08788
18,-0.29792473,-0.31153768,"('disagreeable', 'welcoming')",-0.2979247,-0.3115377,-0.013613
19,-0.5290119,-0.5483846,"('inhospitable', 'hospitable')",-0.5290119,-0.5483846,-0.0193727
20,0.9025928,0.9098083,"('rough', 'thoughtful')",0.9025928,0.9098083,0.0072155
21,-0.112068884,-0.13798317,"('immoral', 'moral')",-0.1120689,-0.1379832,-0.0259143
22,-0.60679984,-0.6063911,"('untrustworthy', 'trustworthy')",-0.6067998,-0.6063911,0.0004087
23,6.435076,6.4539967,"('insincere', 'sincere')",6.4350762,6.4539967,0.0189205
24,1.9029962,1.7443734,"('dishonest', 'honest')",1.9029962,1.7443734,-0.1586228
25,0.98659736,1.0166409,"('egoistic', 'altruistic')",0.9865974,1.0166409,0.0300435
26,0.7710418,0.8004274,"('hardhearted', 'benevolent')",0.7710418,0.8004274,0.0293856
27,1.5667531,1.4519536,"('hardhearted', 'softhearted')",1.5667531,1.4519536,-0.1147995
28,1.0917482,1.0863192,"('disloyal', 'loyal')",1.0917482,1.0863192,-0.005429
29,-1.1183996,-1.1140064,"('unfair', 'fair')",-1.1183996,-1.1140064,0.0043932
30,0.8569545,0.76006174,"('intolerant', 'tolerant')",0.8569545,0.7600617,-0.0968928
31,-1.4871461,-1.315979,"('evil', 'good')",-1.4871461,-1.315979,0.1711671
32,0.9286888,0.8808939,"('unkind', 'kind')",0.9286888,0.8808939,-0.0477949
33,-0.7540535,-0.7889046,"('wrong', 'right')",-0.7540535,-0.7889046,-0.0348511
34,4.801334,4.944686,"('mean', 'honorable')",4.8013339,4.9446859,0.143352
35,-0.5430391,-0.7267945,"('corrupt', 'incorrupt')",-0.5430391,-0.7267945,-0.1837554
36,-0.72100514,-0.6763393,"('hostile', 'amicable')",-0.7210051,-0.6763393,0.0446658
37,0.9235825,0.93838304,"('fake', 'genuine')",0.9235825,0.938383,0.0148005
38,-0.21521516,-0.18701774,"('untruthful', 'truthful')",-0.2152152,-0.1870177,0.0281975
39,0.45245266,0.38442028,"('exploitative', 'cooperative')",0.4524527,0.3844203,-0.0680324
40,-1.181709,-1.3609949,"('stingy', 'generous')",-1.1817091,-1.3609949,-0.1792858
41,-0.07132883,-0.08979288,"('unforgiving', 'forgiving')",-0.0713288,-0.0897929,-0.0184641
42,-2.3730497,-2.4179652,"('unreliable', 'reliable')",-2.3730497,-2.4179652,-0.0449155
43,0.8667842,0.8537296,"('irresponsible', 'responsible')",0.8667842,0.8537296,-0.0130546
44,-1.2251334,-1.1812719,"('prejudiced', 'unprejudiced')",-1.2251334,-1.1812719,0.0438615
45,-0.07270719,-0.08545026,"('incompetent', 'competent')",-0.0727072,-0.0854503,-0.0127431
46,-0.7851553,-0.88097286,"('uncompetitive', 'competitive')",-0.7851553,-0.8809729,-0.0958176
47,5.1950793,5.3538547,"('stupid', 'smart')",5.1950793,5.3538547,0.1587754
48,0.74124956,0.6492204,"('unintelligent', 'intelligent')",0.7412496,0.6492204,-0.0920292
49,0.22728021,0.26917148,"('unable', 'able')",0.2272802,0.2691715,0.0418913
50,-0.33726975,-0.37195113,"('clumsy', 'skillful')",-0.3372698,-0.3719511,-0.0346813
51,0.81866527,0.6774471,"('uneducated', 'educated')",0.8186653,0.6774471,-0.1412182
52,-0.759861,-0.76682925,"('irrational', 'rational')",-0.759861,-0.7668293,-0.0069683
53,-0.044242036,-0.04182676,"('uncreative', 'creative')",-0.044242,-0.0418268,0.0024152
54,0.9767999,1.0502839,"('incapable', 'capable')",0.9767999,1.0502839,0.073484
55,0.8070247,0.774922,"('incompetent', 'clever')",0.8070247,0.774922,-0.0321027
56,0.66123396,0.5225475,"('impractical', 'practical')",0.661234,0.5225475,-0.1386865
57,-2.7995994,-2.7644465,"('unimaginative', 'imaginative')",-2.7995994,-2.7644465,0.0351529
58,0.14716062,0.20572478,"('undiscriminating', 'discriminating')",0.1471606,0.2057248,0.0585642
59,-0.32719442,-0.28890973,"('foolish', 'wise')",-0.3271944,-0.2889097,0.0382847
60,0.4927843,0.48841214,"('inefficient', 'efficient')",0.4927843,0.4884121,-0.0043722
61,0.34595582,0.17351627,"('illogical', 'logical')",0.3459558,0.1735163,-0.1724395
62,0.42792043,0.42569858,"('incompetent', 'brilliant')",0.4279204,0.4256986,-0.0022218
63,0.09959111,0.10738741,"('unperceptive', 'insightful')",0.0995911,0.1073874,0.0077963
64,-6.572532,-6.6343317,"('shy', 'confident')",-6.5725322,-6.6343317,-0.0617995
65,0.04058644,0.058513507,"('insecure', 'secure')",0.0405864,0.0585135,0.0179271
66,-0.23683265,-0.22031724,"('inactive', 'active')",-0.2368326,-0.2203172,0.0165154
67,-0.18898009,-0.18846841,"('doubtful', 'determined')",-0.1889801,-0.1884684,0.0005117
68,-0.4033209,-0.47950298,"('dependent', 'independent')",-0.4033209,-0.479503,-0.0761821
69,-2.1472764,-2.095161,"('lazy', 'industrious')",-2.1472764,-2.095161,0.0521154
70,1.2545184,1.1641318,"('lethargic', 'energetic')",1.2545184,1.1641318,-0.0903866
71,0.7331361,0.7968404,"('diffident', 'self-confident')",0.7331361,0.7968404,0.0637043
72,0.8283682,0.84625065,"('unambitious', 'ambitious')",0.8283682,0.8462507,0.0178825
73,-2.984176,-3.0275328,"('helpless', 'self-reliant')",-2.9841759,-3.0275328,-0.0433569
74,0.43922505,0.29713336,"('undedicated', 'dedicated')",0.439225,0.2971334,-0.1420916
75,-1.2442539,-1.0705125,"('meek', 'impulsive')",-1.2442539,-1.0705125,0.1737414
76,0.80405664,0.8188757,"('anxious', 'daring')",0.8040566,0.8188757,0.0148191
77,-1.3575677,-1.2571428,"('unmotivated', 'motivated')",-1.3575677,-1.2571428,0.1004249
78,-0.64393324,-0.61675453,"('nonresilient', 'resilient')",-0.6439332,-0.6167545,0.0271787
79,-0.13680804,-0.12462061,"('wavering', 'unwavering')",-0.136808,-0.1246206,0.0121874
80,0.09376882,-0.086819835,"('dominated', 'dominating')",0.0937688,-0.0868198,-0.1805886
81,0.35378432,0.28324074,"('submissive', 'aggressive')",0.3537843,0.2832407,-0.0705436
82,6.1077204,6.262202,"('poor', 'rich')",6.1077204,6.2622018,0.1544814
83,-0.19122793,-0.20070207,"('powerless', 'powerful')",-0.1912279,-0.2007021,-0.0094742
84,0.502552,0.44126797,"('inferior', 'superior')",0.502552,0.441268,-0.061284
85,-0.37876663,-0.300394,"('insignificant', 'prestigious')",-0.3787666,-0.300394,0.0783726
86,0.70538497,0.62246746,"('uninfluential', 'influential')",0.705385,0.6224675,-0.0829175
87,-0.17134288,-0.10758064,"('unsuccessful', 'successful')",-0.1713429,-0.1075806,0.0637623
88,0.5891429,0.56295085,"('low', 'eminent')",0.5891429,0.5629508,-0.0261921
