,allergan_male,allergan_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.9039195,-0.9329738,"('unsociable', 'sociable')",-0.20064983,-0.37393367,-0.5522847,-0.6534537,-0.101169
1,-1.8583566,-2.0488627,"('unfriendly', 'friendly')",2.158568,1.8554771,0.1501057,-0.0966928,-0.2467985
2,0.4375773,0.5023216,"('unlikable', 'likable')",0.34999388,0.5100232,0.3937856,0.5061724,0.1123868
3,-0.3800817,-0.253986,"('repellent', 'pleasant')",0.107238695,0.15810892,-0.1364215,-0.0479385,0.088483
4,0.35827765,0.1758371,"('disliked', 'liked')",-5.1741176,-5.252674,-2.4079199,-2.5384185,-0.1304986
5,-0.06303485,-0.30523536,"('distant', 'outgoing')",0.20396218,0.07038749,0.0704637,-0.1174239,-0.1878876
6,-0.2453308,-0.43937704,"('distant', 'open')",0.18388718,0.041130852,-0.0307218,-0.1991231,-0.1684013
7,-0.47676522,-0.44514403,"('insensitive', 'sensitive')",0.7053889,0.6240429,0.1143118,0.0894495,-0.0248623
8,-0.4767317,-0.66160893,"('unaffectionate', 'affectionate')",0.96725917,0.6645787,0.2452637,0.0014849,-0.2437788
9,-0.7687886,-0.89531976,"('unaffectionate', 'caring')",1.3871717,1.1096365,0.3091916,0.1071584,-0.2020332
10,-1.389462,-1.3188063,"('unsympathetic', 'sympathetic')",-0.11931807,-0.20287782,-0.75439,-0.7608421,-0.0064521
11,-0.7914566,-0.64553267,"('unhelpful', 'helpful')",1.3635166,1.2647713,0.28603,0.3096193,0.0235893
12,-0.17545767,-0.1783418,"('unsupportive', 'supportive')",-1.0927213,-1.1214548,-0.6340895,-0.6498983,-0.0158088
13,-0.73953944,-0.69686556,"('impolite', 'polite')",-0.5074555,-0.5472145,-0.6234975,-0.62204,0.0014575
14,0.3422484,0.48540354,"('antisocial', 'social')",0.61367327,0.7224614,0.4779608,0.6039325,0.1259717
15,0.052403867,-0.08514336,"('boring', 'funny')",-0.20304847,-0.21666715,-0.0753223,-0.1509053,-0.075583
16,-0.92028624,-0.8126532,"('unpopular', 'popular')",-0.24132721,-0.2614972,-0.5808067,-0.5370752,0.0437315
17,-0.15068,-0.1239743,"('nasty', 'nice')",-1.0694783,-1.1294751,-0.6100792,-0.6267247,-0.0166455
18,-0.40120608,-0.25060308,"('disagreeable', 'welcoming')",-1.0194279,-0.9602991,-0.710317,-0.6054511,0.1048659
19,-1.2673976,-1.3758013,"('inhospitable', 'hospitable')",-0.45376384,-0.6079874,-0.8605807,-0.9918944,-0.1313137
20,-0.84020555,-0.66070217,"('rough', 'thoughtful')",1.3754187,1.4014851,0.2676066,0.3703915,0.1027849
21,-1.0406438,-0.7452985,"('immoral', 'moral')",-1.1995649,-0.97325313,-1.1201043,-0.8592758,0.2608285
22,-0.06446219,-0.19808343,"('untrustworthy', 'trustworthy')",-0.4849394,-0.62155503,-0.2747008,-0.4098192,-0.1351184
23,-1.0613891,-1.0355107,"('insincere', 'sincere')",5.0349183,4.7797437,1.9867647,1.8721166,-0.1146481
24,-0.61539555,-0.6646265,"('dishonest', 'honest')",0.81350964,0.67698205,0.099057,0.0061778,-0.0928792
25,0.0667104,-0.02175783,"('egoistic', 'altruistic')",1.1104608,0.986812,0.5885856,0.4825271,-0.1060585
26,-0.25422525,-0.44428235,"('hardhearted', 'benevolent')",2.5186222,2.3244026,1.1321985,0.9400601,-0.1921384
27,-0.8104773,-0.86406916,"('hardhearted', 'softhearted')",0.7656887,0.5213496,-0.0223943,-0.1713598,-0.1489655
28,-0.484774,-0.48087692,"('disloyal', 'loyal')",1.0752836,0.77149063,0.2952548,0.1453069,-0.1499479
29,-0.66178536,-0.7122656,"('unfair', 'fair')",-0.14987837,-0.43786332,-0.4058319,-0.5750645,-0.1692326
30,0.52663946,0.6321171,"('intolerant', 'tolerant')",0.733467,0.8911611,0.6300532,0.7616391,0.1315859
31,-0.5903489,-0.73339766,"('evil', 'good')",-0.4131455,-0.5833547,-0.5017472,-0.6583762,-0.156629
32,-0.4919032,-0.49406883,"('unkind', 'kind')",0.6423037,0.34735337,0.0752003,-0.0733577,-0.148558
33,0.16987702,0.07257368,"('wrong', 'right')",0.031749018,-0.12222038,0.100813,-0.0248234,-0.1256364
34,-0.34219098,-0.23133746,"('mean', 'honorable')",4.464979,4.5872874,2.0613942,2.1779749,0.1165807
35,0.13865061,-0.035261218,"('corrupt', 'incorrupt')",-0.60273606,-0.7698032,-0.2320427,-0.4025322,-0.1704895
36,-0.81528115,-1.0443178,"('hostile', 'amicable')",0.769898,0.4771656,-0.0226916,-0.2835761,-0.2608845
37,0.9275858,0.94247854,"('fake', 'genuine')",0.781855,0.67501056,0.8547204,0.8087445,-0.0459759
38,-0.46058938,-0.52717036,"('untruthful', 'truthful')",0.38799345,0.31071323,-0.036298,-0.1082286,-0.0719306
39,0.34514475,0.48949495,"('exploitative', 'cooperative')",0.44361266,0.45466292,0.3943787,0.4720789,0.0777002
40,0.30592403,0.27654484,"('stingy', 'generous')",-1.5839171,-1.728453,-0.6389965,-0.7259541,-0.0869576
41,-0.56863135,-0.4729575,"('unforgiving', 'forgiving')",0.6246579,0.60888493,0.0280133,0.0679637,0.0399504
42,0.26957864,0.400837,"('unreliable', 'reliable')",-2.2906487,-2.2627099,-1.010535,-0.9309365,0.0795985
43,-0.4023431,-0.27821496,"('irresponsible', 'responsible')",1.3775527,1.3471583,0.4876048,0.5344717,0.0468669
44,1.2109253,1.2321953,"('prejudiced', 'unprejudiced')",-1.4849354,-1.3999674,-0.137005,-0.0838861,0.0531189
45,-0.20165518,-0.28883517,"('incompetent', 'competent')",1.1536423,1.1094085,0.4759936,0.4102867,-0.0657069
46,-0.39554265,-0.30452734,"('uncompetitive', 'competitive')",-0.35168105,-0.38199174,-0.3736119,-0.3432595,0.0303524
47,-0.10455242,-0.045052707,"('stupid', 'smart')",5.0711336,5.1501718,2.4832907,2.5525596,0.0692689
48,-0.8424672,-0.6673278,"('unintelligent', 'intelligent')",0.008916739,0.16765651,-0.4167752,-0.2498357,0.1669395
49,-0.26881215,-0.020369219,"('unable', 'able')",-0.28586,-0.08821055,-0.2773361,-0.0542899,0.2230462
50,0.04598766,0.09824461,"('clumsy', 'skillful')",-0.47579867,-0.61864877,-0.2149055,-0.2602021,-0.0452966
51,-1.0971166,-1.0054796,"('uneducated', 'educated')",0.062181856,0.051195968,-0.5174674,-0.4771418,0.0403256
52,-0.36851603,-0.46264246,"('irrational', 'rational')",0.1085482,-0.028367318,-0.1299839,-0.2455049,-0.115521
53,-1.7766712,-1.8213379,"('uncreative', 'creative')",1.0143523,0.7796829,-0.3811594,-0.5208275,-0.1396681
54,-0.5651397,-0.7879919,"('incapable', 'capable')",0.8594164,0.7212801,0.1471384,-0.0333559,-0.1804943
