,continent_male,continent_female,tuple,average_male,average_female,female-male
0,0.42700607,0.19387965,"('unsociable', 'sociable')",0.4270061,0.1938796,-0.2331265
1,1.2108909,1.0661031,"('unfriendly', 'friendly')",1.2108909,1.0661031,-0.1447878
2,0.60300165,0.7398369,"('unlikable', 'likable')",0.6030017,0.7398369,0.1368352
3,1.135748,1.0951831,"('repellent', 'pleasant')",1.135748,1.0951831,-0.0405649
4,-6.8975244,-6.808044,"('disliked', 'liked')",-6.8975244,-6.808044,0.0894804
5,-0.016339002,0.07778225,"('distant', 'outgoing')",-0.016339,0.0777823,0.0941213
6,0.084820114,0.18934819,"('distant', 'open')",0.0848201,0.1893482,0.1045281
7,0.7279689,0.6418238,"('insensitive', 'sensitive')",0.7279689,0.6418238,-0.0861451
8,0.76896113,0.7533541,"('unaffectionate', 'affectionate')",0.7689611,0.7533541,-0.015607
9,1.4240704,1.4371042,"('unaffectionate', 'caring')",1.4240704,1.4371042,0.0130338
10,1.4297307,1.4005837,"('unsympathetic', 'sympathetic')",1.4297307,1.4005837,-0.029147
11,2.193207,2.127619,"('unhelpful', 'helpful')",2.193207,2.127619,-0.065588
12,-1.3644756,-1.3993957,"('unsupportive', 'supportive')",-1.3644756,-1.3993957,-0.0349201
13,0.5483178,0.41372135,"('impolite', 'polite')",0.5483178,0.4137214,-0.1345964
14,-0.093801975,-0.31276742,"('antisocial', 'social')",-0.093802,-0.3127674,-0.2189654
15,0.52804774,0.4225159,"('boring', 'funny')",0.5280477,0.4225159,-0.1055318
16,-0.003226027,0.04565807,"('unpopular', 'popular')",-0.003226,0.0456581,0.0488841
17,-0.07200316,0.028930139,"('nasty', 'nice')",-0.0720032,0.0289301,0.1009333
18,-0.52827936,-0.6326356,"('disagreeable', 'welcoming')",-0.5282794,-0.6326356,-0.1043562
19,-0.55032873,-0.34083363,"('inhospitable', 'hospitable')",-0.5503287,-0.3408336,0.2094951
20,0.6035924,0.44721234,"('rough', 'thoughtful')",0.6035924,0.4472123,-0.1563801
21,0.24128371,0.24859697,"('immoral', 'moral')",0.2412837,0.248597,0.0073133
22,0.008328395,-0.045351442,"('untrustworthy', 'trustworthy')",0.0083284,-0.0453514,-0.0536798
23,6.288288,6.119177,"('insincere', 'sincere')",6.2882881,6.1191769,-0.1691112
24,1.8467667,1.7701803,"('dishonest', 'honest')",1.8467667,1.7701803,-0.0765864
25,0.41990626,0.34938788,"('egoistic', 'altruistic')",0.4199063,0.3493879,-0.0705184
26,0.07520921,-0.06948887,"('hardhearted', 'benevolent')",0.0752092,-0.0694889,-0.1446981
27,1.3083518,1.1772934,"('hardhearted', 'softhearted')",1.3083518,1.1772934,-0.1310584
28,0.99908173,0.9537255,"('disloyal', 'loyal')",0.9990817,0.9537255,-0.0453562
29,-0.72433686,-0.7325801,"('unfair', 'fair')",-0.7243369,-0.7325801,-0.0082432
30,0.7796067,0.69807786,"('intolerant', 'tolerant')",0.7796067,0.6980779,-0.0815288
31,-1.5998833,-1.4606373,"('evil', 'good')",-1.5998833,-1.4606373,0.139246
32,1.2019035,1.1860421,"('unkind', 'kind')",1.2019035,1.1860421,-0.0158614
33,-0.3395171,-0.2854675,"('wrong', 'right')",-0.3395171,-0.2854675,0.0540496
34,4.631309,4.6778007,"('mean', 'honorable')",4.631309,4.6778007,0.0464917
35,-1.3405907,-1.327996,"('corrupt', 'incorrupt')",-1.3405907,-1.327996,0.0125947
36,-1.2507328,-1.1604952,"('hostile', 'amicable')",-1.2507328,-1.1604952,0.0902376
37,0.4909026,0.5709502,"('fake', 'genuine')",0.4909026,0.5709502,0.0800476
38,-0.018639386,0.024189059,"('untruthful', 'truthful')",-0.0186394,0.0241891,0.0428285
39,-0.0014126999,-0.04092068,"('exploitative', 'cooperative')",-0.0014127,-0.0409207,-0.039508
40,-1.1940224,-1.4077607,"('stingy', 'generous')",-1.1940224,-1.4077607,-0.2137383
41,-0.20884924,-0.18110189,"('unforgiving', 'forgiving')",-0.2088492,-0.1811019,0.0277473
42,-1.6993324,-1.700421,"('unreliable', 'reliable')",-1.6993324,-1.700421,-0.0010886
43,1.382237,1.2527208,"('irresponsible', 'responsible')",1.382237,1.2527208,-0.1295162
44,-1.4412843,-1.3832603,"('prejudiced', 'unprejudiced')",-1.4412843,-1.3832603,0.058024
45,0.5209308,0.44748655,"('incompetent', 'competent')",0.5209308,0.4474865,-0.0734443
46,-0.09581284,-0.19857831,"('uncompetitive', 'competitive')",-0.0958128,-0.1985783,-0.1027655
47,5.151499,5.2697883,"('stupid', 'smart')",5.1514988,5.2697883,0.1182895
48,1.0506166,0.7664602,"('unintelligent', 'intelligent')",1.0506166,0.7664602,-0.2841564
49,0.25938857,0.39373475,"('unable', 'able')",0.2593886,0.3937348,0.1343462
50,0.17368318,0.22588354,"('clumsy', 'skillful')",0.1736832,0.2258835,0.0522003
51,0.6174502,0.5529754,"('uneducated', 'educated')",0.6174502,0.5529754,-0.0644748
52,-0.8063142,-0.75443625,"('irrational', 'rational')",-0.8063142,-0.7544363,0.0518779
53,0.14104638,0.053450696,"('uncreative', 'creative')",0.1410464,0.0534507,-0.0875957
54,0.949497,1.1577739,"('incapable', 'capable')",0.949497,1.1577739,0.2082769
55,1.1655189,0.9099867,"('incompetent', 'clever')",1.1655189,0.9099867,-0.2555322
56,1.0634265,0.96491206,"('impractical', 'practical')",1.0634265,0.9649121,-0.0985144
57,-2.1615992,-2.1869512,"('unimaginative', 'imaginative')",-2.1615992,-2.1869512,-0.025352
58,-0.049641427,-0.120142624,"('undiscriminating', 'discriminating')",-0.0496414,-0.1201426,-0.0705012
59,-0.060915973,0.11359514,"('foolish', 'wise')",-0.060916,0.1135951,0.1745111
60,1.0422896,0.8884797,"('inefficient', 'efficient')",1.0422896,0.8884797,-0.1538099
61,0.28416166,0.01908472,"('illogical', 'logical')",0.2841617,0.0190847,-0.265077
62,1.5476928,1.4741796,"('incompetent', 'brilliant')",1.5476928,1.4741796,-0.0735132
63,0.9775728,0.9026693,"('unperceptive', 'insightful')",0.9775728,0.9026693,-0.0749035
64,-5.6280923,-5.544031,"('shy', 'confident')",-5.6280923,-5.5440311,0.0840612
65,1.016175,0.88050854,"('insecure', 'secure')",1.016175,0.8805085,-0.1356665
66,-0.015990376,0.048045404,"('inactive', 'active')",-0.0159904,0.0480454,0.0640358
67,-0.67702377,-0.5650036,"('doubtful', 'determined')",-0.6770238,-0.5650036,0.1120202
68,-0.124579646,-0.1587995,"('dependent', 'independent')",-0.1245796,-0.1587995,-0.0342199
69,-1.6245672,-1.5245394,"('lazy', 'industrious')",-1.6245672,-1.5245394,0.1000278
70,1.8855938,1.7423837,"('lethargic', 'energetic')",1.8855938,1.7423837,-0.1432101
71,0.50181764,0.5514679,"('diffident', 'self-confident')",0.5018176,0.5514679,0.0496503
72,1.0369911,1.0800627,"('unambitious', 'ambitious')",1.0369911,1.0800627,0.0430716
73,-2.9166238,-2.8627524,"('helpless', 'self-reliant')",-2.9166238,-2.8627524,0.0538714
74,0.123417616,-0.009415612,"('undedicated', 'dedicated')",0.1234176,-0.0094156,-0.1328332
75,-0.6450038,-0.39958784,"('meek', 'impulsive')",-0.6450038,-0.3995878,0.245416
76,0.8653191,0.7224357,"('anxious', 'daring')",0.8653191,0.7224357,-0.1428834
77,-0.92668915,-0.92698336,"('unmotivated', 'motivated')",-0.9266891,-0.9269834,-0.0002943
78,-0.39743134,-0.50689554,"('nonresilient', 'resilient')",-0.3974313,-0.5068955,-0.1094642
79,-0.39146477,-0.17916587,"('wavering', 'unwavering')",-0.3914648,-0.1791659,0.2122989
80,-0.053366438,-0.15185134,"('dominated', 'dominating')",-0.0533664,-0.1518513,-0.0984849
81,0.39691573,0.3484518,"('submissive', 'aggressive')",0.3969157,0.3484518,-0.0484639
82,6.873812,6.8848896,"('poor', 'rich')",6.8738122,6.8848896,0.0110774
83,-0.48119935,-0.38575011,"('powerless', 'powerful')",-0.4811994,-0.3857501,0.0954493
84,-0.10962163,-0.033088807,"('inferior', 'superior')",-0.1096216,-0.0330888,0.0765328
85,-1.4077269,-1.3841498,"('insignificant', 'prestigious')",-1.4077269,-1.3841498,0.0235771
86,0.7370914,0.69529575,"('uninfluential', 'influential')",0.7370914,0.6952958,-0.0417956
87,0.13988358,0.19163734,"('unsuccessful', 'successful')",0.1398836,0.1916373,0.0517537
88,0.2313707,0.2602769,"('low', 'eminent')",0.2313707,0.2602769,0.0289062
