,nielsen_male,nielsen_female,tuple,holdings_male,holdings_female,plc_male,plc_female,average_male,average_female,female-male
0,-1.1434361,-1.1359828,"('unsociable', 'sociable')",-0.96612626,-1.0724884,-0.8676819,-0.96440023,-0.9924148,-1.0576239,-0.0652091
1,1.6284939,1.7076849,"('unfriendly', 'friendly')",0.4339281,0.27861458,1.8930259,1.705754,1.3184826,1.2306845,-0.0877981
2,0.27255243,0.33492377,"('unlikable', 'likable')",1.4530386,1.529644,0.22511536,0.2586724,0.6502354,0.7077467,0.0575113
3,-0.9378518,-0.8426807,"('repellent', 'pleasant')",-0.53526086,-0.4670385,-0.2443569,-0.19442126,-0.5724898,-0.5013802,0.0711096
4,0.18493488,0.19075269,"('disliked', 'liked')",0.7394527,0.706176,-2.5951223,-2.4515972,-0.5569116,-0.5182228,0.0386888
5,0.32801166,0.33328778,"('distant', 'outgoing')",0.016123563,-0.023742922,0.5157918,0.43746388,0.2866423,0.2490029,-0.0376394
6,-0.0075103194,0.07479546,"('distant', 'open')",0.01630868,-0.029594809,0.71908486,0.6262902,0.2426277,0.2238303,-0.0187974
7,1.1386602,1.2076664,"('insensitive', 'sensitive')",-0.023234796,-0.042314887,0.28294092,0.2598463,0.4661221,0.4750659,0.0089438
8,1.5058527,1.4471481,"('unaffectionate', 'affectionate')",0.39798135,0.2798515,0.81141,0.6104343,0.9050814,0.7791446,-0.1259368
9,1.4449507,1.4207189,"('unaffectionate', 'caring')",0.7159102,0.5709432,1.0061511,0.8639097,1.0556707,0.9518572,-0.1038135
10,-0.78853214,-0.68023044,"('unsympathetic', 'sympathetic')",-1.0959381,-1.1560407,-0.7489986,-0.74602216,-0.877823,-0.8607644,0.0170586
11,-1.5094266,-1.5708523,"('unhelpful', 'helpful')",-1.225469,-1.288718,0.2208777,0.12224591,-0.838006,-0.9124414,-0.0744354
12,1.4527636,1.525846,"('unsupportive', 'supportive')",0.31657255,0.35374776,-0.734011,-0.7564754,0.3451084,0.3743728,0.0292644
13,-2.1028693,-2.1593726,"('impolite', 'polite')",-0.6788972,-0.6287182,-0.8213327,-0.82963866,-1.201033,-1.2059098,-0.0048768
14,0.08728021,0.02591897,"('antisocial', 'social')",0.9199184,0.91824603,0.46454665,0.45905408,0.4905818,0.4677397,-0.0228421
15,0.76156855,0.6340258,"('boring', 'funny')",-0.49542266,-0.57074994,0.04249883,-0.026108265,0.1028816,0.0123892,-0.0904924
16,-0.7864451,-0.7503369,"('unpopular', 'popular')",-1.0145645,-0.9399814,-0.17553656,-0.23264661,-0.6588487,-0.6409883,0.0178604
17,-0.2068502,-0.18040001,"('nasty', 'nice')",-0.66777396,-0.5694068,-0.8519865,-0.8893727,-0.5755369,-0.5463932,0.0291437
18,-0.4515342,-0.3828808,"('disagreeable', 'welcoming')",0.00663276,0.032734886,-0.7723626,-0.8861079,-0.4057547,-0.4120846,-0.0063299
19,0.41118366,0.51561326,"('inhospitable', 'hospitable')",-0.7317586,-0.67761576,-0.23278198,-0.27632713,-0.1844523,-0.1461099,0.0383424
20,0.7240542,0.8065324,"('rough', 'thoughtful')",0.1930031,0.31562695,1.2111045,1.1620992,0.7093873,0.7614195,0.0520322
21,-0.67234963,-0.62355804,"('immoral', 'moral')",-1.1195438,-1.1131718,-1.5495859,-1.4998858,-1.1138264,-1.0788719,0.0349545
22,0.8258058,0.8183645,"('untrustworthy', 'trustworthy')",-0.070221424,-0.12770429,-0.21881564,-0.2731561,0.1789229,0.139168,-0.0397549
23,-0.19266403,-0.12863338,"('insincere', 'sincere')",-0.9379514,-1.0110525,2.8471117,2.5520575,0.5721654,0.4707905,-0.1013749
24,0.8476644,0.8182085,"('dishonest', 'honest')",-0.51361895,-0.55413836,0.46931532,0.35273224,0.2677869,0.2056008,-0.0621861
25,0.49769002,0.45237058,"('egoistic', 'altruistic')",1.0936557,0.96444094,1.3895186,1.2820338,0.9936215,0.8996151,-0.0940064
