,radioshack_male,radioshack_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.203577,-1.4360939,"('unsociable', 'sociable')",-0.035311818,-0.17167918,-0.6194444,-0.8038865,-0.1844421
1,-0.23659617,-0.32555336,"('unfriendly', 'friendly')",1.3367058,1.2031425,0.5500548,0.4387946,-0.1112602
2,0.35292092,0.34553158,"('unlikable', 'likable')",0.48487577,0.5034316,0.4188983,0.4244816,0.0055833
3,-0.5725955,-0.51812893,"('repellent', 'pleasant')",0.79496497,0.8556093,0.1111847,0.1687402,0.0575555
4,-0.008806864,-0.019109093,"('disliked', 'liked')",-6.532139,-6.4632154,-3.2704728,-3.2411623,0.0293105
5,0.35376823,0.28250664,"('distant', 'outgoing')",-0.34856415,-0.2546902,0.002602,0.0139082,0.0113062
6,0.056012414,-0.017927421,"('distant', 'open')",-0.6683133,-0.6155119,-0.3061505,-0.3167197,-0.0105692
7,-0.95477176,-0.9345672,"('insensitive', 'sensitive')",0.24460404,0.26363763,-0.3550839,-0.3354648,0.0196191
8,-1.3435934,-1.3792403,"('unaffectionate', 'affectionate')",0.32155663,0.24355164,-0.5110184,-0.5678443,-0.0568259
9,-1.2514669,-1.2930125,"('unaffectionate', 'caring')",0.9239356,0.9381458,-0.1637656,-0.1774333,-0.0136677
10,-2.0014653,-2.1563911,"('unsympathetic', 'sympathetic')",-0.4899976,-0.5900353,-1.2457315,-1.3732133,-0.1274818
11,-1.2813982,-1.3247939,"('unhelpful', 'helpful')",1.7790226,1.798821,0.2488122,0.2370135,-0.0117987
12,-1.079517,-1.1449714,"('unsupportive', 'supportive')",-2.0391471,-2.030661,-1.5593321,-1.5878162,-0.0284841
13,-1.2406746,-1.4560428,"('impolite', 'polite')",-0.60408187,-0.57434744,-0.9223782,-1.0151951,-0.0928169
14,-0.16083081,-0.2621273,"('antisocial', 'social')",0.07476746,0.07049364,-0.0430317,-0.0958168,-0.0527851
15,0.58073586,0.4671635,"('boring', 'funny')",0.074865,0.028252468,0.3278004,0.247708,-0.0800924
16,-0.26698026,-0.24828777,"('unpopular', 'popular')",0.352433,0.30489314,0.0427264,0.0283027,-0.0144237
17,-0.58118695,-0.5811299,"('nasty', 'nice')",-0.3775172,-0.32873598,-0.4793521,-0.4549329,0.0244192
18,0.068826824,0.024174437,"('disagreeable', 'welcoming')",-0.59506756,-0.6634842,-0.2631204,-0.3196549,-0.0565345
19,-0.8711577,-0.9171606,"('inhospitable', 'hospitable')",-0.48155704,-0.50676763,-0.6763574,-0.7119641,-0.0356067
20,0.102793604,0.08356009,"('rough', 'thoughtful')",0.91342735,0.9255954,0.5081105,0.5045778,-0.0035327
21,-0.52204734,-0.7118738,"('immoral', 'moral')",-0.47202814,-0.4547366,-0.4970377,-0.5833052,-0.0862675
22,-0.15674582,-0.19998574,"('untrustworthy', 'trustworthy')",-0.96989304,-0.9336337,-0.5633194,-0.5668097,-0.0034903
23,-1.1880562,-1.2750866,"('insincere', 'sincere')",5.9442606,5.8922343,2.3781023,2.3085737,-0.0695286
24,-0.93344027,-1.0486,"('dishonest', 'honest')",0.8874688,0.8942665,-0.0229857,-0.0771667,-0.054181
25,0.735061,0.7728448,"('egoistic', 'altruistic')",1.00804,0.9532681,0.8715504,0.8630564,-0.008494
26,0.6158805,0.46829325,"('hardhearted', 'benevolent')",1.4211445,1.237022,1.0185125,0.8526577,-0.1658548
27,0.23102312,0.2891065,"('hardhearted', 'softhearted')",1.0264715,1.0083058,0.6287473,0.6487061,0.0199588
28,-0.96076685,-0.99995327,"('disloyal', 'loyal')",0.8847766,0.8027313,-0.0379951,-0.098611,-0.0606159
29,0.4944069,0.47867244,"('unfair', 'fair')",-0.05818599,-0.14199299,0.2181105,0.1683397,-0.0497708
30,-0.685585,-0.81321096,"('intolerant', 'tolerant')",1.1465545,1.0916764,0.2304847,0.1392327,-0.091252
31,0.6972623,0.77157664,"('evil', 'good')",-0.9576431,-1.0229865,-0.1301904,-0.1257049,0.0044855
32,-0.626449,-0.7267383,"('unkind', 'kind')",0.72760826,0.53497046,0.0505796,-0.0958839,-0.1464635
33,0.67964035,0.63597167,"('wrong', 'right')",-0.55304664,-0.5339725,0.0632969,0.0509996,-0.0122973
34,0.22769901,0.25166303,"('mean', 'honorable')",5.593671,5.6983023,2.9106848,2.9749827,0.0642979
35,0.8985672,0.93485993,"('corrupt', 'incorrupt')",-0.56460726,-0.60777855,0.16698,0.1635407,-0.0034393
36,0.13212842,0.12170921,"('hostile', 'amicable')",-0.43223798,-0.49155283,-0.1500548,-0.1849218,-0.034867
37,-0.7932741,-0.85006225,"('fake', 'genuine')",-0.22061607,-0.16450042,-0.5069451,-0.5072813,-0.0003362
38,-0.5940776,-0.7128202,"('untruthful', 'truthful')",0.01392623,0.10142949,-0.2900757,-0.3056954,-0.0156197
39,0.44890893,0.4588316,"('exploitative', 'cooperative')",0.16419262,0.17135175,0.3065508,0.3150917,0.0085409
40,0.14882313,0.18868442,"('stingy', 'generous')",-1.6760685,-1.6415454,-0.7636227,-0.7264305,0.0371922
41,-0.5663777,-0.6638978,"('unforgiving', 'forgiving')",-0.046211552,-0.124269605,-0.3062946,-0.3940837,-0.0877891
42,-0.5830168,-0.60040474,"('unreliable', 'reliable')",-3.4036407,-3.3465967,-1.9933288,-1.9735007,0.0198281
43,-2.1235347,-2.2781174,"('irresponsible', 'responsible')",0.31320405,0.21728435,-0.9051653,-1.0304165,-0.1252512
44,0.5368138,0.5550105,"('prejudiced', 'unprejudiced')",-1.6563439,-1.6716908,-0.5597651,-0.5583402,0.0014249
45,-1.4518721,-1.5246546,"('incompetent', 'competent')",-0.011211978,-0.027659174,-0.7315421,-0.7761569,-0.0446148
46,-1.6273553,-1.7078909,"('uncompetitive', 'competitive')",-0.9917988,-1.0110497,-1.3095771,-1.3594704,-0.0498933
47,0.2198841,0.23168018,"('stupid', 'smart')",5.4962707,5.6446433,2.8580773,2.9381618,0.0800845
48,0.026702471,-0.038881585,"('unintelligent', 'intelligent')",1.1672924,1.139066,0.5969974,0.5500922,-0.0469052
49,-0.45210153,-0.3939973,"('unable', 'able')",-0.26743343,-0.12263362,-0.3597675,-0.2583155,0.101452
50,-0.49979758,-0.4815573,"('clumsy', 'skillful')",-0.25748459,-0.35001585,-0.3786411,-0.4157866,-0.0371455
51,-0.7761048,-0.88538766,"('uneducated', 'educated')",0.8167542,0.70419955,0.0203247,-0.0905941,-0.1109188
52,0.21839032,0.1513369,"('irrational', 'rational')",0.00226404,-0.027770009,0.1103272,0.0617834,-0.0485438
53,-0.26541808,-0.33779737,"('uncreative', 'creative')",0.5563955,0.45394576,0.1454887,0.0580742,-0.0874145
54,-0.61199933,-0.62998945,"('incapable', 'capable')",0.43078136,0.4438305,-0.090609,-0.0930795,-0.0024705
55,-0.914005,-1.0139095,"('incompetent', 'clever')",0.58122534,0.565465,-0.1663898,-0.2242222,-0.0578324
56,-0.32490546,-0.5025621,"('impractical', 'practical')",-0.21066214,-0.16618824,-0.2677838,-0.3343752,-0.0665914
57,-1.3004336,-1.4751059,"('unimaginative', 'imaginative')",-3.1558063,-3.2589579,-2.2281199,-2.3670318,-0.1389119
58,-0.110965304,-0.15678896,"('undiscriminating', 'discriminating')",0.23985396,0.18212098,0.0644443,0.012666,-0.0517783
59,0.3751451,0.4106092,"('foolish', 'wise')",-0.073892295,0.045633864,0.1506264,0.2281215,0.0774951
60,-0.3474753,-0.42939246,"('inefficient', 'efficient')",0.16369872,0.2630121,-0.0918883,-0.0831902,0.0086981
61,-0.21239132,-0.3382076,"('illogical', 'logical')",0.48975784,0.34885246,0.1386833,0.0053224,-0.1333609
62,-0.6969294,-0.695948,"('incompetent', 'brilliant')",0.63261217,0.8286142,-0.0321586,0.0663331,0.0984917
63,-0.93153566,-0.992858,"('unperceptive', 'insightful')",0.53945124,0.5784811,-0.1960422,-0.2071885,-0.0111463
64,-0.15909861,-0.26090696,"('shy', 'confident')",-6.299583,-6.2319264,-3.2293408,-3.2464168,-0.017076
65,-0.38522306,-0.42556876,"('insecure', 'secure')",-0.15887009,-0.07845986,-0.2720466,-0.2520143,0.0200323
