,teradata_male,teradata_female,tuple,corp_male,corp_female,de_male,de_female,average_male,average_female,female-male
0,-1.2321701,-1.2481285,"('unsociable', 'sociable')",1.0440549,0.89397526,-0.06701551,-0.09727029,-0.0850436,-0.1504745,-0.0654309
1,-0.42831066,-0.4117174,"('unfriendly', 'friendly')",-0.036962096,-0.11952773,1.4542345,1.4099903,0.3296539,0.2929151,-0.0367388
2,0.8917681,0.8665614,"('unlikable', 'likable')",1.4200919,1.5222903,0.88529897,0.9289104,1.0657197,1.1059206,0.0402009
3,-0.4527066,-0.22611105,"('repellent', 'pleasant')",1.6092334,1.6738521,0.7442343,0.7661285,0.633587,0.7379565,0.1043695
4,0.55241734,0.62482303,"('disliked', 'liked')",-0.8230847,-0.7179357,-7.277967,-7.479877,-2.5162115,-2.5243298,-0.0081183
5,-0.052913085,-0.034576874,"('distant', 'outgoing')",-1.4348806,-1.4313773,-0.9007528,-0.8995795,-0.7961822,-0.7885113,0.0076709
6,0.08600642,0.14364755,"('distant', 'open')",-2.2566411,-2.2438989,-0.47006267,-0.47757423,-0.8802325,-0.8592752,0.0209573
7,-0.5641026,-0.44775277,"('insensitive', 'sensitive')",0.90009934,0.8687747,0.88833016,0.88918805,0.4081089,0.4367367,0.0286278
8,0.3170986,0.35255873,"('unaffectionate', 'affectionate')",-0.7644584,-0.8023655,0.96022755,0.9738894,0.1709559,0.1746942,0.0037383
9,-0.73274106,-0.70099413,"('unaffectionate', 'caring')",0.09323543,0.007861484,1.0121132,1.0562075,0.1242025,0.121025,-0.0031775
10,-1.2988083,-1.1631775,"('unsympathetic', 'sympathetic')",0.059241936,-0.05751241,0.113477215,0.149112,-0.3753631,-0.3571926,0.0181705
11,-0.6741064,-0.63267636,"('unhelpful', 'helpful')",1.0390712,0.9991745,1.7205281,1.848509,0.6951643,0.7383357,0.0431714
12,-0.41386136,-0.19473514,"('unsupportive', 'supportive')",0.49017322,0.5730279,-1.8675274,-1.861385,-0.5970718,-0.4943641,0.1027077
13,-0.5120223,-0.58558583,"('impolite', 'polite')",0.2464418,0.19364183,-0.5967484,-0.5009935,-0.287443,-0.2976458,-0.0102028
14,-0.3812633,-0.38221925,"('antisocial', 'social')",2.0525267,2.0178082,0.20371237,0.14645548,0.6249919,0.5940148,-0.0309771
15,0.6739514,0.5620345,"('boring', 'funny')",0.41630477,0.3998235,0.6724784,0.65129197,0.5875782,0.5377166,-0.0498616
16,-0.22390401,-0.22727317,"('unpopular', 'popular')",-1.1412253,-1.0450265,0.42342854,0.3425365,-0.3139003,-0.3099211,0.0039792
17,-0.43015513,-0.27989936,"('nasty', 'nice')",-0.09139785,-0.013487112,-0.9202085,-0.8660737,-0.4805872,-0.3864867,0.0941005
18,0.073571295,0.24527553,"('disagreeable', 'welcoming')",0.0016797446,0.04976322,-0.2781627,-0.30671686,-0.0676372,-0.0038927,0.0637445
