,family_male,family_female,tuple,dollar_male,dollar_female,stores_male,stores_female,inc_male,inc_female,average_male,average_female,female-male
0,2.1265342,1.7164986,"('unsociable', 'sociable')",0.4184459,0.3055747,1.3728548,1.3457772,-0.17289364,-0.40148732,0.9362353,0.7415907,-0.1946446
1,-1.0467094,-1.1682692,"('unfriendly', 'friendly')",0.32025376,0.3161317,0.3351943,0.3769166,2.0758648,2.0227003,0.4211509,0.3868698,-0.0342811
2,0.8593959,0.85435694,"('unlikable', 'likable')",1.0466472,1.2059397,0.6328337,0.70635873,0.68339884,0.83465016,0.8055689,0.9003264,0.0947575
3,0.9038777,0.6477382,"('repellent', 'pleasant')",-0.86875784,-0.73834246,0.15406998,0.30908325,0.27929562,0.32699493,0.1171214,0.1363685,0.0192471
4,-0.9920136,-0.68738085,"('disliked', 'liked')",0.050858893,0.083446026,-0.05955789,0.020713132,-6.1693997,-6.115428,-1.792528,-1.6746624,0.1178656
5,-2.3163633,-1.9637479,"('distant', 'outgoing')",-0.0071299486,0.030786147,-0.33839592,-0.27829412,0.1717317,0.29509637,-0.6225393,-0.4790398,0.1434995
6,-2.6774902,-2.3400571,"('distant', 'open')",-0.36667466,-0.27905285,-0.5520686,-0.4182108,0.7295886,0.8516861,-0.7166612,-0.5464087,0.1702525
7,1.4494882,1.125636,"('insensitive', 'sensitive')",0.45983148,0.48699576,0.85224026,0.9947994,0.6144943,0.50313675,0.8440136,0.777642,-0.0663716
8,-0.08026634,0.026172984,"('unaffectionate', 'affectionate')",0.4360585,0.4084922,-0.18032365,-0.17655075,0.85740626,0.86359584,0.2582187,0.2804276,0.0222089
9,0.9035716,0.8544379,"('unaffectionate', 'caring')",1.2285748,1.1555933,0.6523934,0.64224267,1.4463271,1.4702008,1.0577167,1.0306187,-0.027098
10,2.3518736,1.8590866,"('unsympathetic', 'sympathetic')",-0.08552474,-0.106237784,0.55074453,0.67614245,-0.11312834,-0.23562904,0.6759912,0.5483406,-0.1276506
11,1.2866926,1.0564857,"('unhelpful', 'helpful')",0.8588884,0.9315065,0.51290697,0.6129236,2.1720269,2.2492466,1.2076287,1.2125406,0.0049119
12,2.1599765,2.1304686,"('unsupportive', 'supportive')",0.9183186,1.0326865,0.74253744,0.9994415,-1.8465567,-1.8134165,0.493569,0.5872951,0.0937261
13,1.7459183,1.36636,"('impolite', 'polite')",1.1961869,1.0945032,1.380806,1.3453239,0.042088874,-0.123021364,1.0912501,0.9207914,-0.1704587
14,2.6060376,2.3123226,"('antisocial', 'social')",0.7135278,0.6635154,0.86779267,0.8216804,-0.6508089,-0.7731732,0.8841373,0.7560862,-0.1280511
15,0.15174934,0.19221069,"('boring', 'funny')",0.7608852,0.730924,0.28060365,0.21382055,0.4756827,0.47601923,0.4172302,0.4032436,-0.0139866
16,-1.507272,-1.34465,"('unpopular', 'popular')",-0.8741857,-0.77570254,-0.5010919,-0.34978044,0.8410565,0.89408606,-0.5103733,-0.3940117,0.1163616
17,-0.6175999,-0.4108006,"('nasty', 'nice')",-0.082692295,0.051896855,-0.5056096,-0.4576311,-0.4798133,-0.39291316,-0.4214288,-0.302362,0.1190668
18,-0.2680019,-0.22521818,"('disagreeable', 'welcoming')",-0.39835465,-0.31969523,-0.6005017,-0.47154635,-0.5070552,-0.49642804,-0.4434784,-0.3782219,0.0652565
19,-0.5300731,-0.29848427,"('inhospitable', 'hospitable')",0.049703024,0.14558306,-0.81795484,-0.7757266,0.06531719,0.2026658,-0.3082519,-0.1814905,0.1267614
20,0.26248556,0.21789832,"('rough', 'thoughtful')",0.10240632,0.24248795,-0.30294877,-0.11567934,0.8162897,0.8399635,0.2195582,0.2961676,0.0766094
21,3.1512697,2.7629986,"('immoral', 'moral')",-0.27505836,-0.28801537,0.79609054,0.82767385,-0.5743241,-0.6699478,0.7744945,0.6581773,-0.1163172
22,1.3899552,1.1144414,"('untrustworthy', 'trustworthy')",0.09772539,0.148752,0.22052988,0.3218706,-0.9934787,-1.0354522,0.1786829,0.1374029,-0.04128
23,2.2286894,1.858963,"('insincere', 'sincere')",1.1355904,1.1347066,1.0580242,1.1599375,6.1191764,6.010615,2.6353703,2.5410554,-0.0943149
24,1.0055413,0.8667466,"('dishonest', 'honest')",0.92485213,0.9132242,0.094606094,0.07050395,0.8717066,0.81623304,0.7241765,0.666677,-0.0574995
25,-1.1651345,-1.0463934,"('egoistic', 'altruistic')",-0.21865614,-0.30002743,0.15806676,0.13456826,1.278304,1.1993711,0.013145,-0.0031204,-0.0162654
26,-0.12142107,-0.07797623,"('hardhearted', 'benevolent')",1.1725892,1.1204629,0.8067157,0.826917,1.2485179,1.186431,0.7766004,0.7639587,-0.0126417
27,-0.63202536,-0.5928835,"('hardhearted', 'softhearted')",0.22566251,0.22710332,0.758336,0.8581345,1.4346248,1.3384349,0.4466495,0.4576973,0.0110478
28,1.0987288,0.8261594,"('disloyal', 'loyal')",0.55381465,0.3829192,0.4145163,0.3320187,1.1005703,0.9218696,0.7919075,0.6157417,-0.1761658
29,-1.3404872,-1.1401054,"('unfair', 'fair')",-0.21445167,-0.18053228,-0.64449,-0.6256299,-0.8023616,-0.91494054,-0.7504476,-0.7153021,0.0351455
30,1.7927155,1.5974624,"('intolerant', 'tolerant')",0.4530482,0.48513526,1.0194975,1.0663488,0.8993458,0.8337869,1.0411518,0.9956834,-0.0454684
31,-3.8245351,-3.3584204,"('evil', 'good')",-0.6170935,-0.5224899,-1.3667016,-1.3253264,-0.9527644,-0.92211705,-1.6902736,-1.5320885,0.1581851
32,2.3354447,2.0387404,"('unkind', 'kind')",0.7496323,0.6591243,1.3852878,1.3489262,1.4506598,1.2962365,1.4802561,1.3357569,-0.1444992
33,-0.81737834,-0.72402734,"('wrong', 'right')",1.0082375,0.9602878,-0.56299144,-0.60032415,-0.45745644,-0.5119788,-0.2073972,-0.2190106,-0.0116134
34,-0.12563705,-0.02649847,"('mean', 'honorable')",-0.8023697,-0.62715274,0.3030389,0.48162648,6.194892,6.315809,1.392481,1.535946,0.143465
35,-2.8476605,-2.442376,"('corrupt', 'incorrupt')",-0.5827041,-0.65780824,-1.7095327,-1.8274333,-0.40612632,-0.46616712,-1.386506,-1.3484461,0.0380599
36,-2.9290836,-2.595207,"('hostile', 'amicable')",-0.9983202,-1.0323727,-1.949733,-1.9209081,-0.015354298,-0.08173024,-1.4731228,-1.4075545,0.0655683
37,1.0445516,0.87193716,"('fake', 'genuine')",0.39690953,0.43490797,-0.036286697,-0.022953356,0.46426114,0.44197786,0.4673589,0.4314674,-0.0358915
38,0.4961265,0.54284817,"('untruthful', 'truthful')",1.0797173,1.0962816,0.2933169,0.3932862,0.39928266,0.46694154,0.5671108,0.6248394,0.0577286
39,1.946369,1.9023887,"('exploitative', 'cooperative')",1.8053806,1.8503968,1.3288671,1.2620168,0.3313825,0.31197858,1.3529997,1.3316951,-0.0213046
40,0.25380293,0.2605358,"('stingy', 'generous')",0.41192085,0.42621183,0.15493682,0.28128716,-1.7269684,-1.7938886,-0.226577,-0.2064634,0.0201136
41,0.7446947,0.68282366,"('unforgiving', 'forgiving')",1.3881917,1.3898326,0.48802435,0.62904984,0.014813103,-0.06887461,0.658931,0.6582078,-0.0007232
42,1.0893037,1.162827,"('unreliable', 'reliable')",1.0582331,1.235391,0.77246284,0.997224,-2.5856807,-2.43225,0.0835797,0.240798,0.1572183
43,2.7181678,2.5118039,"('irresponsible', 'responsible')",1.1069962,1.2859101,1.7261653,1.9307072,0.6029325,0.657362,1.5385654,1.5964458,0.0578804
44,-0.808283,-0.6710935,"('prejudiced', 'unprejudiced')",-1.0262159,-0.88589525,-0.70363975,-0.652206,-1.4615328,-1.386134,-0.9999179,-0.8988322,0.1010857
45,1.4717914,1.2242763,"('incompetent', 'competent')",0.28230232,0.4704961,1.1922032,1.4856565,0.03933686,-0.025528688,0.7464084,0.7887251,0.0423167
46,2.5302432,2.0449927,"('uncompetitive', 'competitive')",0.41478464,0.4858653,1.7580037,1.9500257,-0.58673257,-0.65938205,1.0290748,0.9553754,-0.0736994
47,0.13514599,0.026929174,"('stupid', 'smart')",0.28058118,0.37700206,1.076297,1.085373,5.711065,5.7558994,1.8007722,1.811301,0.0105288
48,0.8350618,0.6635993,"('unintelligent', 'intelligent')",-0.78469694,-0.8377543,-0.049790658,0.0005058348,0.23694852,0.16192362,0.0593807,-0.0029314,-0.0623121
49,0.27152193,0.25792772,"('unable', 'able')",-0.109643966,-0.026427835,-0.16106851,-0.0017559007,-0.13224325,0.04428165,-0.0328584,0.0685064,0.1013648
50,0.0072275335,0.031209271,"('clumsy', 'skillful')",0.07066542,0.15989122,-0.12615663,-0.029626146,0.28115082,0.3569197,0.0582218,0.1295985,0.0713767
51,2.2505734,2.017005,"('uneducated', 'educated')",0.34741026,0.25801116,-0.12625569,-0.19474447,0.23186061,0.042345315,0.6758971,0.5306543,-0.1452428
52,-1.8235111,-1.5762448,"('irrational', 'rational')",-0.42347464,-0.5612476,-1.4417452,-1.7268012,-0.113617495,-0.17336348,-0.950587,-1.0094143,-0.0588273
53,-0.5548496,-0.720817,"('uncreative', 'creative')",-0.3625227,-0.3998201,0.25607276,0.35304266,0.90348524,0.92576844,0.0605464,0.0395435,-0.0210029
54,-0.39333725,-0.38256064,"('incapable', 'capable')",0.74369746,0.75025135,-0.101177365,-0.114274,1.0330416,1.1416848,0.3205561,0.3487754,0.0282193
55,2.8494892,2.4396322,"('incompetent', 'clever')",0.3291101,0.41808662,0.72255206,0.91664237,-0.031079493,-0.10900092,0.967518,0.9163401,-0.0511779
56,3.5567899,3.265781,"('impractical', 'practical')",2.1641562,2.151079,1.6245726,1.679746,0.18098754,0.16846225,1.8816266,1.816267,-0.0653596
57,0.85357034,0.60624784,"('unimaginative', 'imaginative')",-0.5941463,-0.5696966,-0.6061511,-0.45603582,-2.7502809,-2.7265413,-0.774252,-0.7865065,-0.0122545
58,-0.5339375,-0.53709084,"('undiscriminating', 'discriminating')",-0.40342313,-0.30826008,0.02374992,0.18009311,-0.14252137,-0.14617303,-0.264033,-0.2028577,0.0611753
59,-0.7027402,-0.47571096,"('foolish', 'wise')",0.6641686,0.6351722,-0.13517308,-0.3089477,0.42202613,0.43930632,0.0620704,0.072455,0.0103846
60,2.6244035,2.2387347,"('inefficient', 'efficient')",0.6606764,0.77241564,2.3034663,2.4611485,0.22096245,0.24335513,1.4523772,1.4289135,-0.0234637
61,0.4283163,0.31751677,"('illogical', 'logical')",0.13287431,0.04770002,0.10560538,-0.0037927274,0.23289457,0.05022146,0.2249226,0.1029114,-0.1220112
62,2.1825213,1.9482481,"('incompetent', 'brilliant')",0.8747002,1.0695604,1.2471522,1.5087054,0.20538163,0.36611575,1.1274388,1.2231574,0.0957186
63,1.3847486,1.1553134,"('unperceptive', 'insightful')",0.40859398,0.49627012,1.2157311,1.4384562,1.1042762,1.1819725,1.0283375,1.0680031,0.0396656
64,0.7216039,0.68557036,"('shy', 'confident')",0.3453099,0.3790094,-0.15826333,-0.26606226,-6.7660527,-6.7927785,-1.4643506,-1.4985652,-0.0342146
65,2.2114894,1.8215718,"('insecure', 'secure')",-0.19238226,-0.3113365,0.5533832,0.40329602,-0.07486394,-0.18165976,0.6244066,0.4329679,-0.1914387
66,-0.6318017,-0.64633137,"('inactive', 'active')",-1.0151156,-0.99101907,-0.94094944,-0.9767109,0.6494577,0.57394075,-0.4846023,-0.5100302,-0.0254279
67,0.55647385,0.53551644,"('doubtful', 'determined')",1.1156752,1.0568688,0.054331437,-0.010187954,-0.6254535,-0.59390515,0.2752568,0.247073,-0.0281838
68,-0.7958476,-0.9361359,"('dependent', 'independent')",-1.6981655,-1.766967,-0.95495576,-1.0415319,-0.6728059,-0.7444681,-1.0304437,-1.1222758,-0.0918321
69,-2.3966606,-2.0230768,"('lazy', 'industrious')",-0.49966007,-0.39064223,-0.18350664,-0.19092336,-0.55363935,-0.4667156,-0.9083667,-0.7678395,0.1405272
70,2.220454,1.920906,"('lethargic', 'energetic')",0.35681677,0.51190835,0.47359097,0.6756998,0.6316865,0.6396099,0.9206371,0.937031,0.0163939
71,-0.067570105,0.034885783,"('diffident', 'self-confident')",0.87800455,0.9255006,1.5754524,1.6342905,0.7324637,0.690276,0.7795876,0.8212382,0.0416506
72,0.53692275,0.48735026,"('unambitious', 'ambitious')",0.34912845,0.29846966,-0.6063068,-0.60241723,-1.0114179,-0.9357485,-0.1829184,-0.1880865,-0.0051681
73,0.5895558,0.8078688,"('helpless', 'self-reliant')",1.22584,1.2660877,0.24846947,0.21725166,-3.479084,-3.3318448,-0.3538047,-0.2601591,0.0936456
74,2.6731212,2.5072927,"('undedicated', 'dedicated')",0.8716751,0.9605602,0.72601783,0.91445065,0.06389323,0.14793342,1.0836768,1.1325593,0.0488825
75,-1.3521912,-1.0410851,"('meek', 'impulsive')",-0.9307427,-0.81385434,-1.6711544,-1.5499761,-0.6222931,-0.40679473,-1.1440953,-0.9529276,0.1911677
76,1.689974,1.4635774,"('anxious', 'daring')",-0.01968797,0.09918429,0.7654564,0.9594876,0.25277492,0.2905139,0.6721293,0.7031908,0.0310615
77,0.37906796,0.2486547,"('unmotivated', 'motivated')",-0.11144154,-0.093222536,-0.13873865,-0.05560852,-1.0973755,-1.0838317,-0.2421219,-0.246002,-0.0038801
