,heyday_male,heyday_female,tuple,average_male,average_female,female-male
0,0.40028945,0.3076902,"('unsociable', 'sociable')",0.4002894,0.3076902,-0.0925992
1,0.09324291,-0.14696737,"('unfriendly', 'friendly')",0.0932429,-0.1469674,-0.2402103
2,-0.5409788,-0.46916887,"('unlikable', 'likable')",-0.5409788,-0.4691689,0.0718099
3,-0.07737692,0.004440891,"('repellent', 'pleasant')",-0.0773769,0.0044409,0.0818178
4,-3.7048652,-3.8929021,"('disliked', 'liked')",-3.7048652,-3.8929021,-0.1880369
5,-1.180634,-1.282707,"('distant', 'outgoing')",-1.180634,-1.282707,-0.102073
6,-0.89235306,-1.0531067,"('distant', 'open')",-0.8923531,-1.0531067,-0.1607536
7,0.9299805,0.91253936,"('insensitive', 'sensitive')",0.9299805,0.9125394,-0.0174411
8,0.07224405,-0.090397105,"('unaffectionate', 'affectionate')",0.072244,-0.0903971,-0.1626411
9,0.14367037,0.111338034,"('unaffectionate', 'caring')",0.1436704,0.111338,-0.0323324
10,0.37962452,0.44390535,"('unsympathetic', 'sympathetic')",0.3796245,0.4439054,0.0642809
11,0.86424375,1.1733676,"('unhelpful', 'helpful')",0.8642437,1.1733676,0.3091239
12,-1.0526402,-0.97050446,"('unsupportive', 'supportive')",-1.0526402,-0.9705045,0.0821357
13,-0.017789058,0.11885362,"('impolite', 'polite')",-0.0177891,0.1188536,0.1366427
14,0.54373455,0.5238168,"('antisocial', 'social')",0.5437346,0.5238168,-0.0199178
15,-0.1281819,-0.24501146,"('boring', 'funny')",-0.1281819,-0.2450115,-0.1168296
16,-0.7783435,-0.9298581,"('unpopular', 'popular')",-0.7783435,-0.9298581,-0.1515146
17,-0.8579446,-0.91174245,"('nasty', 'nice')",-0.8579446,-0.9117424,-0.0537978
18,-0.48361275,-0.45465094,"('disagreeable', 'welcoming')",-0.4836127,-0.4546509,0.0289618
19,-1.2383742,-1.2601069,"('inhospitable', 'hospitable')",-1.2383742,-1.2601069,-0.0217327
20,0.38195992,0.25332138,"('rough', 'thoughtful')",0.3819599,0.2533214,-0.1286385
21,-0.046535313,0.17241243,"('immoral', 'moral')",-0.0465353,0.1724124,0.2189477
22,0.9284353,0.8453097,"('untrustworthy', 'trustworthy')",0.9284353,0.8453097,-0.0831256
23,3.1014268,3.3257647,"('insincere', 'sincere')",3.1014268,3.3257647,0.2243379
24,0.54421437,0.6755536,"('dishonest', 'honest')",0.5442144,0.6755536,0.1313392
25,-0.42877144,-0.48191035,"('egoistic', 'altruistic')",-0.4287714,-0.4819103,-0.0531389
