,tin_male,tin_female,tuple,average_male,average_female,female-male
0,-0.21734196,-0.2365798,"('unsociable', 'sociable')",-0.217342,-0.2365798,-0.0192378
1,1.8147279,1.7089854,"('unfriendly', 'friendly')",1.8147279,1.7089854,-0.1057425
2,-0.12941033,-0.10619123,"('unlikable', 'likable')",-0.1294103,-0.1061912,0.0232191
3,0.30991545,0.36159137,"('repellent', 'pleasant')",0.3099155,0.3615914,0.0516759
4,-7.2267137,-7.354855,"('disliked', 'liked')",-7.2267137,-7.3548551,-0.1281414
5,-0.17745042,-0.19032489,"('distant', 'outgoing')",-0.1774504,-0.1903249,-0.0128745
6,0.3380251,0.24332583,"('distant', 'open')",0.3380251,0.2433258,-0.0946993
7,0.7315312,0.8077087,"('insensitive', 'sensitive')",0.7315312,0.8077087,0.0761775
8,1.5769435,1.4165195,"('unaffectionate', 'affectionate')",1.5769435,1.4165195,-0.160424
9,1.8539618,1.7781789,"('unaffectionate', 'caring')",1.8539618,1.7781789,-0.0757829
10,0.77532834,0.78588337,"('unsympathetic', 'sympathetic')",0.7753283,0.7858834,0.0105551
11,1.4292002,1.4683534,"('unhelpful', 'helpful')",1.4292002,1.4683534,0.0391532
12,-1.5257962,-1.5543705,"('unsupportive', 'supportive')",-1.5257962,-1.5543705,-0.0285743
13,-0.45633918,-0.44594598,"('impolite', 'polite')",-0.4563392,-0.445946,0.0103932
14,-0.107112214,-0.06441539,"('antisocial', 'social')",-0.1071122,-0.0644154,0.0426968
15,0.35131738,0.26870236,"('boring', 'funny')",0.3513174,0.2687024,-0.082615
16,-0.24541259,-0.21290761,"('unpopular', 'popular')",-0.2454126,-0.2129076,0.032505
17,-0.15421826,-0.16390839,"('nasty', 'nice')",-0.1542183,-0.1639084,-0.0096901
18,-0.14779642,-0.19956356,"('disagreeable', 'welcoming')",-0.1477964,-0.1995636,-0.0517672
19,-0.3173558,-0.41336975,"('inhospitable', 'hospitable')",-0.3173558,-0.4133697,-0.0960139
20,1.0296938,1.0289073,"('rough', 'thoughtful')",1.0296938,1.0289073,-0.0007865
21,-0.49419492,-0.44800186,"('immoral', 'moral')",-0.4941949,-0.4480019,0.046193
22,-1.0378896,-1.0022541,"('untrustworthy', 'trustworthy')",-1.0378896,-1.0022541,0.0356355
23,6.4421353,6.4909186,"('insincere', 'sincere')",6.4421353,6.4909186,0.0487833
24,1.457775,1.3113024,"('dishonest', 'honest')",1.457775,1.3113024,-0.1464726
25,1.1046115,1.0574337,"('egoistic', 'altruistic')",1.1046115,1.0574337,-0.0471778
26,1.4440017,1.3290266,"('hardhearted', 'benevolent')",1.4440017,1.3290266,-0.1149751
27,1.8330195,1.6889002,"('hardhearted', 'softhearted')",1.8330195,1.6889002,-0.1441193
28,1.2046658,1.1408433,"('disloyal', 'loyal')",1.2046658,1.1408433,-0.0638225
29,-0.7128716,-0.8156385,"('unfair', 'fair')",-0.7128716,-0.8156385,-0.1027669
30,0.5300517,0.5261271,"('intolerant', 'tolerant')",0.5300517,0.5261271,-0.0039246
31,-0.9937328,-0.99967176,"('evil', 'good')",-0.9937328,-0.9996718,-0.005939
32,1.2825304,1.1963936,"('unkind', 'kind')",1.2825304,1.1963936,-0.0861368
33,-0.28572625,-0.37029758,"('wrong', 'right')",-0.2857262,-0.3702976,-0.0845714
34,4.5129385,4.6715117,"('mean', 'honorable')",4.5129385,4.6715117,0.1585732
35,-0.39269182,-0.67604655,"('corrupt', 'incorrupt')",-0.3926918,-0.6760466,-0.2833548
36,-0.34101748,-0.5394428,"('hostile', 'amicable')",-0.3410175,-0.5394428,-0.1984253
37,0.9421141,0.9032638,"('fake', 'genuine')",0.9421141,0.9032638,-0.0388503
38,-0.14791335,-0.17764702,"('untruthful', 'truthful')",-0.1479134,-0.177647,-0.0297336
39,0.53826517,0.5290543,"('exploitative', 'cooperative')",0.5382652,0.5290543,-0.0092109
40,-1.369518,-1.4997594,"('stingy', 'generous')",-1.369518,-1.4997594,-0.1302414
41,0.15509756,0.0901486,"('unforgiving', 'forgiving')",0.1550976,0.0901486,-0.064949
42,-2.6765041,-2.6966789,"('unreliable', 'reliable')",-2.6765041,-2.6966789,-0.0201748
43,0.7006157,0.7245688,"('irresponsible', 'responsible')",0.7006157,0.7245688,0.0239531
44,-0.88799936,-0.90122867,"('prejudiced', 'unprejudiced')",-0.8879994,-0.9012287,-0.0132293
45,-0.49029443,-0.41738987,"('incompetent', 'competent')",-0.4902944,-0.4173899,0.0729045
46,-1.1019478,-1.0849106,"('uncompetitive', 'competitive')",-1.1019478,-1.0849106,0.0170372
47,4.8009515,4.980822,"('stupid', 'smart')",4.8009515,4.9808221,0.1798706
48,0.46342558,0.44777164,"('unintelligent', 'intelligent')",0.4634256,0.4477716,-0.015654
49,0.28265715,0.34781846,"('unable', 'able')",0.2826571,0.3478185,0.0651614
50,-0.3914588,-0.43732896,"('clumsy', 'skillful')",-0.3914588,-0.437329,-0.0458702
51,0.14247769,0.15055797,"('uneducated', 'educated')",0.1424777,0.150558,0.0080803
52,-0.11308612,-0.29133824,"('irrational', 'rational')",-0.1130861,-0.2913382,-0.1782521
53,0.20647942,0.13629143,"('uncreative', 'creative')",0.2064794,0.1362914,-0.070188
54,1.4493845,1.4507068,"('incapable', 'capable')",1.4493845,1.4507068,0.0013223
55,0.2819661,0.42479897,"('incompetent', 'clever')",0.2819661,0.424799,0.1428329
56,0.4022953,0.40913647,"('impractical', 'practical')",0.4022953,0.4091365,0.0068412
57,-2.92366,-2.857345,"('unimaginative', 'imaginative')",-2.92366,-2.8573451,0.0663149
58,0.08161705,0.09416452,"('undiscriminating', 'discriminating')",0.081617,0.0941645,0.0125475
59,0.009779906,-0.060842935,"('foolish', 'wise')",0.0097799,-0.0608429,-0.0706228
60,-0.038254935,0.097167045,"('inefficient', 'efficient')",-0.0382549,0.097167,0.1354219
61,0.27985892,0.1691311,"('illogical', 'logical')",0.2798589,0.1691311,-0.1107278
62,0.29084083,0.40668586,"('incompetent', 'brilliant')",0.2908408,0.4066859,0.1158451
63,-0.11006917,-0.015955549,"('unperceptive', 'insightful')",-0.1100692,-0.0159555,0.0941137
64,-6.6691456,-6.638313,"('shy', 'confident')",-6.6691456,-6.6383128,0.0308328
65,-0.46291956,-0.36233184,"('insecure', 'secure')",-0.4629196,-0.3623318,0.1005878
66,-0.2518842,-0.26389968,"('inactive', 'active')",-0.2518842,-0.2638997,-0.0120155
67,-0.6435238,-0.54340035,"('doubtful', 'determined')",-0.6435238,-0.5434003,0.1001235
68,-0.7690776,-0.7270753,"('dependent', 'independent')",-0.7690776,-0.7270753,0.0420023
69,-1.7443733,-1.775863,"('lazy', 'industrious')",-1.7443733,-1.7758631,-0.0314898
70,0.5620298,0.6296353,"('lethargic', 'energetic')",0.5620298,0.6296353,0.0676055
71,0.8560228,0.8719881,"('diffident', 'self-confident')",0.8560228,0.8719881,0.0159653
72,0.7420858,0.8287027,"('unambitious', 'ambitious')",0.7420858,0.8287027,0.0866169
73,-2.8116462,-2.8156729,"('helpless', 'self-reliant')",-2.8116462,-2.8156729,-0.0040267
74,0.020120986,-0.048397556,"('undedicated', 'dedicated')",0.020121,-0.0483976,-0.0685186
75,-1.2288103,-1.131137,"('meek', 'impulsive')",-1.2288103,-1.131137,0.0976733
76,0.42143023,0.5256579,"('anxious', 'daring')",0.4214302,0.5256579,0.1042277
77,-1.5999143,-1.4542913,"('unmotivated', 'motivated')",-1.5999143,-1.4542913,0.145623
78,-0.63959646,-0.6063005,"('nonresilient', 'resilient')",-0.6395965,-0.6063005,0.033296
79,0.028189607,-0.061068237,"('wavering', 'unwavering')",0.0281896,-0.0610682,-0.0892578
80,-0.5106057,-0.5426017,"('dominated', 'dominating')",-0.5106057,-0.5426017,-0.031996
81,-0.5192065,-0.38770145,"('submissive', 'aggressive')",-0.5192065,-0.3877015,0.131505
82,6.240325,6.3790665,"('poor', 'rich')",6.240325,6.3790665,0.1387415
83,-0.52498347,-0.44909278,"('powerless', 'powerful')",-0.5249835,-0.4490928,0.0758907
84,0.60382235,0.60778725,"('inferior', 'superior')",0.6038224,0.6077873,0.0039649
85,0.27650172,0.20958112,"('insignificant', 'prestigious')",0.2765017,0.2095811,-0.0669206
86,-0.02656421,-0.01744967,"('uninfluential', 'influential')",-0.0265642,-0.0174497,0.0091145
87,-0.04639934,0.06879449,"('unsuccessful', 'successful')",-0.0463993,0.0687945,0.1151938
88,0.26228744,0.2754248,"('low', 'eminent')",0.2622874,0.2754248,0.0131374
