,eaton_male,eaton_female,tuple,corp_male,corp_female,plc_male,plc_female,average_male,average_female,female-male
0,-0.017825723,-0.015985794,"('unsociable', 'sociable')",-0.8581113,-0.9125992,-0.47860023,-0.60940665,-0.4515124,-0.5126639,-0.0611515
1,1.4373928,1.4298832,"('unfriendly', 'friendly')",-0.32763404,-0.48963693,2.5840425,2.4263968,1.2312671,1.1222144,-0.1090527
2,0.08509095,0.17815259,"('unlikable', 'likable')",0.6690295,0.811447,0.23492911,0.30241585,0.3296832,0.4306718,0.1009886
3,-0.5841871,-0.3392762,"('repellent', 'pleasant')",-0.22614245,-0.18304422,-0.20261693,-0.16636175,-0.3376488,-0.2295607,0.1080881
4,0.21118094,0.111078754,"('disliked', 'liked')",1.1975257,1.0540125,-5.4835987,-5.681713,-1.3582973,-1.5055405,-0.1472432
5,1.3259766,1.2127607,"('distant', 'outgoing')",0.7696918,0.6830117,0.8716381,0.80004686,0.9891021,0.8986065,-0.0904956
6,0.60924655,0.56650686,"('distant', 'open')",-0.10186395,-0.21351925,0.8838286,0.7917115,0.4637371,0.3815664,-0.0821707
7,0.26595032,0.35110846,"('insensitive', 'sensitive')",-1.6890022,-1.6264617,0.33543405,0.3374477,-0.3625393,-0.3126352,0.0499041
8,0.58585465,0.5241915,"('unaffectionate', 'affectionate')",-0.03943591,-0.15503529,1.3707935,1.2290986,0.6390707,0.5327516,-0.1063191
9,0.7655199,0.73329437,"('unaffectionate', 'caring')",-0.30920985,-0.39255658,1.5025579,1.3981396,0.652956,0.5796258,-0.0733302
10,-0.35226494,-0.2168454,"('unsympathetic', 'sympathetic')",-2.863934,-2.7583103,-1.131511,-1.1324037,-1.4492366,-1.3691866,0.08005
11,-0.29942954,-0.25470147,"('unhelpful', 'helpful')",-1.1741636,-1.1170835,0.81610477,0.8026599,-0.2191628,-0.1897084,0.0294544
12,0.8752065,1.007404,"('unsupportive', 'supportive')",-0.38551176,-0.31935605,-1.6319075,-1.7185905,-0.3807376,-0.3435142,0.0372234
13,-0.88028544,-0.85563254,"('impolite', 'polite')",-1.7062795,-1.5967951,-0.7434734,-0.7585486,-1.1100128,-1.0703254,0.0396874
14,0.9875754,1.0626559,"('antisocial', 'social')",-0.039336376,0.026730692,0.08919104,0.075362526,0.34581,0.3882497,0.0424397
15,0.2154756,0.011071153,"('boring', 'funny')",-0.5080735,-0.5751868,0.13279009,0.08664082,-0.0532693,-0.1591583,-0.105889
16,-1.0939894,-1.0402097,"('unpopular', 'popular')",0.20088893,0.20787184,0.66335833,0.6098403,-0.0765807,-0.0741658,0.0024149
17,-0.22857045,-0.1915916,"('nasty', 'nice')",-0.0009623766,0.0017355159,-0.5639417,-0.61654264,-0.2644915,-0.2687996,-0.0043081
18,-0.22923097,-0.15945226,"('disagreeable', 'welcoming')",-0.27695322,-0.22852388,-0.55152243,-0.66549444,-0.3525689,-0.3511569,0.001412
19,-0.0144089805,-0.037156485,"('inhospitable', 'hospitable')",-0.4237934,-0.43729436,0.057435267,0.014961515,-0.1269224,-0.1531631,-0.0262407
20,0.4637845,0.5404494,"('rough', 'thoughtful')",0.17336966,0.1931005,1.0122957,0.98443365,0.5498166,0.5726612,0.0228446
21,-0.7614445,-0.6742445,"('immoral', 'moral')",-1.60113,-1.4788959,-1.6655678,-1.5676898,-1.3427142,-1.2402768,0.1024374
22,-0.44675168,-0.433332,"('untrustworthy', 'trustworthy')",-0.24890065,-0.30073544,-1.0122358,-1.1264839,-0.569296,-0.6201838,-0.0508878
23,-0.5323858,-0.46452817,"('insincere', 'sincere')",-2.3214962,-2.2752802,5.3004937,5.2057686,0.8155372,0.8219868,0.0064496
24,0.5390804,0.5297355,"('dishonest', 'honest')",-1.0705906,-1.0314833,0.54079443,0.44341823,0.0030947,-0.0194432,-0.0225379
25,-0.15942407,-0.18147105,"('egoistic', 'altruistic')",0.4064958,0.38902122,1.5835583,1.558539,0.61021,0.5886964,-0.0215136
26,3.1898327,3.0985177,"('hardhearted', 'benevolent')",1.873971,1.7820506,2.3704019,2.235802,2.4780685,2.3721234,-0.1059451
27,0.392017,0.3464406,"('hardhearted', 'softhearted')",-0.52887976,-0.5608773,0.81759703,0.6353806,0.2269114,0.1403146,-0.0865968
28,-0.2199684,-0.25966066,"('disloyal', 'loyal')",-0.8860721,-0.9250808,0.96209055,0.86674196,-0.0479833,-0.1059998,-0.0580165
29,-0.08568453,-0.13686529,"('unfair', 'fair')",0.1525488,0.09863726,-0.16652006,-0.28556767,-0.0332186,-0.1079319,-0.0747133
30,-0.024892427,0.060782023,"('intolerant', 'tolerant')",-0.6622354,-0.64409226,0.10808939,0.035963926,-0.1930128,-0.1824488,0.010564
31,0.35833928,0.45880818,"('evil', 'good')",1.183416,1.1241316,0.40380692,0.3474303,0.6485207,0.6434567,-0.005064
