,microchip_male,microchip_female,tuple,technology_male,technology_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.4400436,-1.5025615,"('unsociable', 'sociable')",0.4399047,0.392645,-0.49350497,-0.6366775,-0.4978813,-0.582198,-0.0843167
1,-0.5428239,-0.6606052,"('unfriendly', 'friendly')",-0.6346271,-0.8191965,1.5045013,1.3778259,0.1090168,-0.0339919,-0.1430087
2,-0.040298827,-0.021054184,"('unlikable', 'likable')",0.5479907,0.5659181,0.9909769,1.065151,0.4995563,0.5366716,0.0371153
3,-0.944091,-0.8144164,"('repellent', 'pleasant')",0.6704529,0.7964294,0.22652335,0.25047752,-0.0157049,0.0774968,0.0932017
4,0.37395036,0.33305377,"('disliked', 'liked')",-0.63046336,-0.61614865,-5.58497,-5.624838,-1.947161,-1.9693109,-0.0221499
5,0.33414367,0.3964389,"('distant', 'outgoing')",-2.2384708,-2.108982,-0.53765017,-0.38280687,-0.8139924,-0.69845,0.1155424
6,0.014084697,0.10015258,"('distant', 'open')",-2.6260026,-2.494513,-0.10192542,0.05481958,-0.9046144,-0.779847,0.1247674
7,-0.63849217,-0.6160115,"('insensitive', 'sensitive')",0.8528211,0.95747626,0.41883868,0.4456978,0.2110559,0.2623875,0.0513316
8,-0.77203333,-0.8303683,"('unaffectionate', 'affectionate')",-0.36860782,-0.4554388,0.7194375,0.6801892,-0.1404012,-0.2018726,-0.0614714
9,-0.76218116,-0.7890258,"('unaffectionate', 'caring')",-0.23661353,-0.31642354,1.110101,1.1236447,0.0371021,0.0060651,-0.031037
10,-2.5631423,-2.5322933,"('unsympathetic', 'sympathetic')",0.5098947,0.5889685,-0.5458264,-0.59224534,-0.866358,-0.84519,0.021168
11,-0.601897,-0.6452601,"('unhelpful', 'helpful')",1.7129369,1.7187552,2.2517033,2.2683766,1.1209144,1.1139572,-0.0069572
12,-0.82594275,-0.5917803,"('unsupportive', 'supportive')",0.43457848,0.6776674,-1.99782,-1.8860446,-0.7963947,-0.6000525,0.1963422
13,-0.6869172,-0.72777283,"('impolite', 'polite')",0.82363236,0.8204295,-0.52123517,-0.54629266,-0.1281733,-0.151212,-0.0230387
