,cancer_male,cancer_female,tuple,average_male,average_female,female-male
0,-0.2990679,-0.4205408,"('unsociable', 'sociable')",-0.2990679,-0.4205408,-0.1214729
1,1.5603085,1.5956662,"('unfriendly', 'friendly')",1.5603085,1.5956662,0.0353577
2,0.73175323,0.79786414,"('unlikable', 'likable')",0.7317532,0.7978641,0.0661109
3,-0.36042532,-0.3620856,"('repellent', 'pleasant')",-0.3604253,-0.3620856,-0.0016603
4,-6.7634,-6.823634,"('disliked', 'liked')",-6.7634001,-6.8236341,-0.060234
5,-0.5213542,-0.46700388,"('distant', 'outgoing')",-0.5213542,-0.4670039,0.0543503
6,-0.2712046,-0.18882813,"('distant', 'open')",-0.2712046,-0.1888281,0.0823765
7,0.21207954,0.29490897,"('insensitive', 'sensitive')",0.2120795,0.294909,0.0828295
8,1.4390422,1.468168,"('unaffectionate', 'affectionate')",1.4390422,1.468168,0.0291258
9,2.1486595,2.2799635,"('unaffectionate', 'caring')",2.1486595,2.2799635,0.131304
10,0.4857854,0.521155,"('unsympathetic', 'sympathetic')",0.4857854,0.521155,0.0353696
11,2.0218077,2.128985,"('unhelpful', 'helpful')",2.0218077,2.1289849,0.1071772
12,-1.0062493,-0.9078519,"('unsupportive', 'supportive')",-1.0062493,-0.9078519,0.0983974
13,-0.12051908,-0.20431022,"('impolite', 'polite')",-0.1205191,-0.2043102,-0.0837911
14,-0.30156568,-0.38227263,"('antisocial', 'social')",-0.3015657,-0.3822726,-0.0807069
15,-0.10414326,-0.16510539,"('boring', 'funny')",-0.1041433,-0.1651054,-0.0609621
16,-0.5183789,-0.56795037,"('unpopular', 'popular')",-0.5183789,-0.5679504,-0.0495715
17,-0.40542328,-0.43201178,"('nasty', 'nice')",-0.4054233,-0.4320118,-0.0265885
18,-0.3989684,-0.38739485,"('disagreeable', 'welcoming')",-0.3989684,-0.3873948,0.0115736
19,-0.6192149,-0.5793876,"('inhospitable', 'hospitable')",-0.6192149,-0.5793876,0.0398273
20,0.51096296,0.4348283,"('rough', 'thoughtful')",0.510963,0.4348283,-0.0761347
21,-0.2590141,-0.24314153,"('immoral', 'moral')",-0.2590141,-0.2431415,0.0158726
22,-0.31614044,-0.373011,"('untrustworthy', 'trustworthy')",-0.3161404,-0.373011,-0.0568706
23,5.944711,6.0188274,"('insincere', 'sincere')",5.9447112,6.0188274,0.0741162
24,1.6203138,1.6040621,"('dishonest', 'honest')",1.6203138,1.6040621,-0.0162517
25,0.8197309,0.804377,"('egoistic', 'altruistic')",0.8197309,0.804377,-0.0153539
26,1.252306,1.3110726,"('hardhearted', 'benevolent')",1.252306,1.3110726,0.0587666
27,1.1102593,1.1621497,"('hardhearted', 'softhearted')",1.1102593,1.1621497,0.0518904
28,1.2527094,1.2331079,"('disloyal', 'loyal')",1.2527094,1.2331079,-0.0196015
29,-0.82479316,-0.9973343,"('unfair', 'fair')",-0.8247932,-0.9973343,-0.1725411
30,0.80048144,0.7380702,"('intolerant', 'tolerant')",0.8004814,0.7380702,-0.0624112
31,-1.6317229,-1.6520001,"('evil', 'good')",-1.6317229,-1.6520001,-0.0202772
32,1.8596519,1.8797328,"('unkind', 'kind')",1.8596519,1.8797328,0.0200809
33,0.06337359,0.018851586,"('wrong', 'right')",0.0633736,0.0188516,-0.044522
34,4.261374,4.471056,"('mean', 'honorable')",4.261374,4.471056,0.209682
35,-1.3458164,-1.4741876,"('corrupt', 'incorrupt')",-1.3458164,-1.4741876,-0.1283712
36,-0.7330666,-0.8086103,"('hostile', 'amicable')",-0.7330666,-0.8086103,-0.0755437
37,0.16373838,0.14518602,"('fake', 'genuine')",0.1637384,0.145186,-0.0185524
38,0.6940703,0.7070542,"('untruthful', 'truthful')",0.6940703,0.7070542,0.0129839
