,tofu_male,tofu_female,tuple,average_male,average_female,female-male
0,-1.2064337,-1.3393822,"('unsociable', 'sociable')",-1.2064337,-1.3393822,-0.1329485
1,2.1389604,1.9451481,"('unfriendly', 'friendly')",2.1389604,1.9451481,-0.1938123
2,0.83876973,0.92214,"('unlikable', 'likable')",0.8387697,0.92214,0.0833703
3,-0.63884175,-0.58629036,"('repellent', 'pleasant')",-0.6388417,-0.5862904,0.0525513
4,-2.646284,-2.5679426,"('disliked', 'liked')",-2.6462841,-2.5679426,0.0783415
5,0.5983001,0.56284916,"('distant', 'outgoing')",0.5983001,0.5628492,-0.0354509
6,1.2668834,1.2249672,"('distant', 'open')",1.2668834,1.2249672,-0.0419162
7,-0.25423896,-0.28561404,"('insensitive', 'sensitive')",-0.254239,-0.285614,-0.031375
8,1.6162771,1.434705,"('unaffectionate', 'affectionate')",1.6162771,1.434705,-0.1815721
9,1.1968606,1.082053,"('unaffectionate', 'caring')",1.1968606,1.0820529,-0.1148077
10,-0.9818646,-0.8988231,"('unsympathetic', 'sympathetic')",-0.9818646,-0.8988231,0.0830415
11,0.40615553,0.45470753,"('unhelpful', 'helpful')",0.4061555,0.4547075,0.048552
12,-0.7504432,-0.80295306,"('unsupportive', 'supportive')",-0.7504432,-0.8029531,-0.0525099
13,-0.9998089,-1.0004528,"('impolite', 'polite')",-0.9998089,-1.0004528,-0.0006439
14,-1.4520704,-1.4802486,"('antisocial', 'social')",-1.4520704,-1.4802486,-0.0281782
15,0.86207956,0.8115573,"('boring', 'funny')",0.8620796,0.8115573,-0.0505223
16,0.7427846,0.7829308,"('unpopular', 'popular')",0.7427846,0.7829308,0.0401462
17,-0.12450199,-0.047071114,"('nasty', 'nice')",-0.124502,-0.0470711,0.0774309
18,0.19218154,0.05275878,"('disagreeable', 'welcoming')",0.1921815,0.0527588,-0.1394227
19,0.4024121,0.46355718,"('inhospitable', 'hospitable')",0.4024121,0.4635572,0.0611451
20,0.39050978,0.35922128,"('rough', 'thoughtful')",0.3905098,0.3592213,-0.0312885
21,-0.80406743,-0.67361647,"('immoral', 'moral')",-0.8040674,-0.6736165,0.1304509
22,-1.0206171,-0.97757095,"('untrustworthy', 'trustworthy')",-1.0206171,-0.977571,0.0430461
23,2.0049968,1.900326,"('insincere', 'sincere')",2.0049968,1.900326,-0.1046708
24,0.0716501,-0.0021736287,"('dishonest', 'honest')",0.0716501,-0.0021736,-0.0738237
25,1.0045265,0.8111612,"('egoistic', 'altruistic')",1.0045265,0.8111612,-0.1933653
26,1.1429309,0.8868944,"('hardhearted', 'benevolent')",1.1429309,0.8868944,-0.2560365
27,1.4701632,1.3944646,"('hardhearted', 'softhearted')",1.4701632,1.3944646,-0.0756986
28,0.6647438,0.5844824,"('disloyal', 'loyal')",0.6647438,0.5844824,-0.0802614
29,-0.56059146,-0.58409166,"('unfair', 'fair')",-0.5605915,-0.5840917,-0.0235002
30,-0.68773276,-0.75074846,"('intolerant', 'tolerant')",-0.6877328,-0.7507485,-0.0630157
31,-0.073504746,-0.055597153,"('evil', 'good')",-0.0735047,-0.0555972,0.0179075
32,0.2542391,0.09120009,"('unkind', 'kind')",0.2542391,0.0912001,-0.163039
33,0.44758683,0.378071,"('wrong', 'right')",0.4475868,0.378071,-0.0695158
34,2.6147802,2.7493522,"('mean', 'honorable')",2.6147802,2.7493522,0.134572
35,0.6585873,0.63143486,"('corrupt', 'incorrupt')",0.6585873,0.6314349,-0.0271524
36,1.0567569,0.9975698,"('hostile', 'amicable')",1.0567569,0.9975698,-0.0591871
37,-0.26492092,-0.2432635,"('fake', 'genuine')",-0.2649209,-0.2432635,0.0216574
