,technipfmc_male,technipfmc_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.35094833,-0.41639242,"('unsociable', 'sociable')",-0.2421737,-0.38676336,-0.296561,-0.4015779,-0.1050169
1,-1.7034271,-1.7625381,"('unfriendly', 'friendly')",1.6768612,1.4769719,-0.013283,-0.1427831,-0.1295001
2,0.7010179,0.74251693,"('unlikable', 'likable')",0.7107777,0.7675275,0.7058978,0.7550222,0.0491244
3,0.11013238,0.13415805,"('repellent', 'pleasant')",-0.2610026,-0.11194179,-0.0754351,0.0111081,0.0865432
4,0.022034898,-0.007532102,"('disliked', 'liked')",-5.2094812,-5.415655,-2.5937231,-2.7115936,-0.1178705
5,-1.2899798,-1.2671249,"('distant', 'outgoing')",0.052185737,-0.012383442,-0.618897,-0.6397542,-0.0208572
6,-1.8914866,-1.859791,"('distant', 'open')",-0.012670528,-0.06933926,-0.9520786,-0.9645652,-0.0124866
7,-0.2316841,-0.22613543,"('insensitive', 'sensitive')",0.23231775,0.30341372,0.0003168,0.0386391,0.0383223
8,-2.03379,-2.02719,"('unaffectionate', 'affectionate')",0.40584186,0.25548103,-0.8139741,-0.8858545,-0.0718804
9,-1.7674476,-1.7798892,"('unaffectionate', 'caring')",0.98853564,0.88894933,-0.389456,-0.4454699,-0.0560139
10,-1.2172011,-1.2273438,"('unsympathetic', 'sympathetic')",-0.5445157,-0.5322726,-0.8808584,-0.8798082,0.0010502
11,-0.0780836,-0.062388204,"('unhelpful', 'helpful')",1.2705674,1.306556,0.5962419,0.6220839,0.025842
12,-0.46751115,-0.39599162,"('unsupportive', 'supportive')",-1.5354619,-1.5106668,-1.0014865,-0.9533292,0.0481573
13,-0.145039,-0.17228588,"('impolite', 'polite')",-0.13267222,-0.10183777,-0.1388556,-0.1370618,0.0017938
14,1.0950633,1.1171278,"('antisocial', 'social')",0.59110683,0.64482594,0.8430851,0.8809769,0.0378918
15,0.27913755,0.21702114,"('boring', 'funny')",0.34720945,0.3100551,0.3131735,0.2635381,-0.0496354
16,0.028079646,-0.020353869,"('unpopular', 'popular')",0.07352698,0.061199322,0.0508033,0.0204227,-0.0303806
17,0.1444565,0.1656478,"('nasty', 'nice')",-0.84329534,-0.82683355,-0.3494194,-0.3305929,0.0188265
18,-0.67316294,-0.667081,"('disagreeable', 'welcoming')",-0.7782533,-0.8561873,-0.7257081,-0.7616341,-0.035926
19,-1.3506521,-1.3909124,"('inhospitable', 'hospitable')",-0.41750982,-0.5180277,-0.8840809,-0.95447,-0.0703891
20,0.1765452,0.19363013,"('rough', 'thoughtful')",1.1077559,1.0984558,0.6421505,0.6460429,0.0038924
21,0.4145552,0.3493008,"('immoral', 'moral')",-0.8406586,-0.7972537,-0.2130517,-0.2239765,-0.0109248
22,0.3146477,0.2657123,"('untrustworthy', 'trustworthy')",-0.73536533,-0.792822,-0.2103588,-0.2635549,-0.0531961
23,-0.37376451,-0.45133662,"('insincere', 'sincere')",4.9521017,4.9599423,2.2891686,2.254303,-0.0348656
24,-0.31115788,-0.34286144,"('dishonest', 'honest')",0.6836789,0.63736165,0.1862605,0.1472501,-0.0390104
25,-1.0807691,-1.0825331,"('egoistic', 'altruistic')",0.96789306,0.9048968,-0.056438,-0.0888182,-0.0323802
26,-0.20171784,-0.24770328,"('hardhearted', 'benevolent')",2.1574306,2.0216417,0.9778564,0.8869692,-0.0908872
27,-1.1197253,-1.0919611,"('hardhearted', 'softhearted')",0.42128596,0.28968784,-0.3492197,-0.4011366,-0.0519169
28,-0.76261735,-0.8074209,"('disloyal', 'loyal')",0.63589907,0.48564136,-0.0633591,-0.1608898,-0.0975307
29,-0.032138288,-0.040462732,"('unfair', 'fair')",-0.7134524,-0.85528517,-0.3727953,-0.447874,-0.0750787
30,0.36004364,0.32134745,"('intolerant', 'tolerant')",1.127828,1.0916257,0.7439358,0.7064866,-0.0374492
31,-1.0652401,-1.0258139,"('evil', 'good')",-0.6919106,-0.8251721,-0.8785754,-0.925493,-0.0469176
32,0.30071348,0.23210485,"('unkind', 'kind')",0.849221,0.7276576,0.5749673,0.4798812,-0.0950861
33,0.12951058,0.070009075,"('wrong', 'right')",0.16917863,0.07192758,0.1493446,0.0709683,-0.0783763
34,-0.18741995,-0.14710164,"('mean', 'honorable')",4.600259,4.7503085,2.2064195,2.3016033,0.0951838
35,-0.84846836,-0.89015293,"('corrupt', 'incorrupt')",-0.42536333,-0.5650881,-0.6369159,-0.7276205,-0.0907046
36,-1.0531154,-1.1679379,"('hostile', 'amicable')",0.7261231,0.4528201,-0.1634961,-0.3575589,-0.1940628
37,-0.30601785,-0.27982056,"('fake', 'genuine')",0.19508046,0.23406999,-0.0554687,-0.0228753,0.0325934
