,mcafee_male,mcafee_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.423992,-1.5950291,"('unsociable', 'sociable')",-0.048504107,-0.1904398,-0.7362481,-0.8927345,-0.1564864
1,-1.0401518,-1.2798986,"('unfriendly', 'friendly')",1.7946337,1.6857239,0.377241,0.2029126,-0.1743284
2,0.6898019,0.7589414,"('unlikable', 'likable')",0.5421442,0.66643304,0.615973,0.7126873,0.0967143
3,-0.6336406,-0.57453066,"('repellent', 'pleasant')",0.20797153,0.22038771,-0.2128345,-0.1770715,0.035763
4,0.5261235,0.406324,"('disliked', 'liked')",-6.005047,-6.1314163,-2.7394617,-2.8625462,-0.1230845
5,0.17557865,0.109111756,"('distant', 'outgoing')",-0.4087942,-0.38052365,-0.1166078,-0.1357059,-0.0190981
6,0.5024037,0.46050835,"('distant', 'open')",0.08752294,0.060436584,0.2949633,0.2604725,-0.0344908
7,-0.49955052,-0.48178667,"('insensitive', 'sensitive')",1.217298,1.1895921,0.3588738,0.3539027,-0.0049711
8,-0.24312031,-0.3708371,"('unaffectionate', 'affectionate')",0.9187188,0.7904818,0.3377993,0.2098224,-0.1279769
9,-0.70457256,-0.80840224,"('unaffectionate', 'caring')",1.2021152,1.1126543,0.2487713,0.152126,-0.0966453
10,-1.9875503,-1.9883958,"('unsympathetic', 'sympathetic')",0.26423746,0.14943759,-0.8616564,-0.9194791,-0.0578227
11,-1.6183448,-1.5869842,"('unhelpful', 'helpful')",1.6290005,1.6693165,0.0053279,0.0411662,0.0358383
12,-0.7225745,-0.69434893,"('unsupportive', 'supportive')",-1.2058187,-1.2248158,-0.9641966,-0.9595824,0.0046142
13,-0.62689817,-0.68103004,"('impolite', 'polite')",-0.12321152,-0.14864448,-0.3750548,-0.4148372,-0.0397824
14,-0.6237523,-0.6258473,"('antisocial', 'social')",-0.2577805,-0.31010044,-0.4407664,-0.4679739,-0.0272075
15,-0.01835959,-0.10715718,"('boring', 'funny')",0.3101027,0.29495698,0.1458715,0.0938999,-0.0519716
16,-0.288689,-0.294736,"('unpopular', 'popular')",0.43801534,0.43200934,0.0746632,0.0686367,-0.0060265
17,-0.7519449,-0.68264836,"('nasty', 'nice')",-0.63844746,-0.5563823,-0.6951962,-0.6195153,0.0756809
