,crown_male,crown_female,tuple,castle_male,castle_female,intl_male,intl_female,corp_male,corp_female,average_male,average_female,female-male
0,0.2791336,0.18035054,"('unsociable', 'sociable')",1.3790377,1.2733271,-0.80814993,-1.0277286,0.20552585,-0.011211403,0.2638868,0.1036844,-0.1602024
1,-1.3810896,-1.371493,"('unfriendly', 'friendly')",-1.7001295,-1.7233925,-1.0824051,-1.1973131,1.4155124,1.2619476,-0.6870279,-0.7575626,-0.0705347
2,1.0338283,1.0732682,"('unlikable', 'likable')",1.271768,1.330422,0.7629199,0.7952237,0.5656219,0.5809751,0.9085345,0.9449723,0.0364378
3,-0.21595776,-0.087184295,"('repellent', 'pleasant')",0.41010928,0.49822167,-0.1704138,-0.17302796,0.9365291,0.9190344,0.2400667,0.289261,0.0491943
4,-0.6886406,-0.79892755,"('disliked', 'liked')",-1.3318644,-1.3662635,-0.64746356,-0.60477036,-7.4823346,-7.526311,-2.5375757,-2.5740681,-0.0364924
5,-1.2669402,-1.2535193,"('distant', 'outgoing')",-2.2119105,-2.196017,-0.43778846,-0.37224668,-0.57366025,-0.5305502,-1.1225749,-1.0880833,0.0344916
6,-1.7156354,-1.6070639,"('distant', 'open')",-2.7695727,-2.7079399,-0.52414846,-0.4645447,-0.52537334,-0.48530298,-1.3836825,-1.3162129,0.0674696
7,1.0040785,1.0499995,"('insensitive', 'sensitive')",1.7328663,1.8412479,-0.26726633,-0.29212722,0.3521291,0.3129956,0.7054518,0.728029,0.0225772
8,-0.06662244,-0.048116274,"('unaffectionate', 'affectionate')",-0.7096572,-0.6853043,-1.233263,-1.339073,0.48039487,0.46998578,-0.382287,-0.400627,-0.01834
9,0.41456106,0.43063402,"('unaffectionate', 'caring')",-0.5036115,-0.40814915,-1.6583316,-1.7411832,1.3379512,1.3377886,-0.1023577,-0.0952274,0.0071303
10,1.0415552,1.0857091,"('unsympathetic', 'sympathetic')",1.4554738,1.5027106,-1.8768196,-1.9466834,-0.24320577,-0.37388098,0.0942509,0.0669638,-0.0272871
11,0.67420757,0.58360225,"('unhelpful', 'helpful')",0.3005791,0.3795049,-0.62250584,-0.66931623,1.9908504,1.9779514,0.5857828,0.5679356,-0.0178472
12,0.9220403,1.076469,"('unsupportive', 'supportive')",0.9074877,1.1120052,-1.878572,-1.822509,-2.3490114,-2.3916867,-0.5995139,-0.5064304,0.0930835
13,1.0734417,0.978175,"('impolite', 'polite')",2.0631971,1.9595964,0.3114731,0.2630527,-0.37891966,-0.44819483,0.7672981,0.6881573,-0.0791408
14,1.779257,1.758429,"('antisocial', 'social')",2.8593462,2.8822947,0.6075413,0.51704675,0.20109977,0.051418956,1.361811,1.3022974,-0.0595136
15,0.11124243,-0.09106101,"('boring', 'funny')",0.007793665,-0.14165938,0.75176734,0.7151563,-0.3118203,-0.30427942,0.1397458,0.0445391,-0.0952067
16,-1.1955332,-1.1661747,"('unpopular', 'popular')",-0.88627964,-0.9440172,0.2446945,0.124049425,0.66698766,0.6025224,-0.2925327,-0.345905,-0.0533723
17,0.19616787,0.27214727,"('nasty', 'nice')",-0.2690662,-0.18297225,-0.6746216,-0.59767544,-0.7892815,-0.7739941,-0.3842003,-0.3206236,0.0635767
18,0.01814083,0.119054824,"('disagreeable', 'welcoming')",-0.3195985,-0.26758227,-0.18519203,-0.14356977,-0.7105672,-0.78189504,-0.2993042,-0.2684981,0.0308061
19,-1.077503,-1.0150323,"('inhospitable', 'hospitable')",-1.3240865,-1.2664584,-0.9845456,-0.9385615,-1.0176007,-0.92953324,-1.1009339,-1.0373964,0.0635375
20,0.12603371,0.2407426,"('rough', 'thoughtful')",-0.01960527,0.10766733,-0.12761651,-0.09056638,0.7401026,0.780496,0.1797286,0.2595849,0.0798563
21,1.1417794,1.1592,"('immoral', 'moral')",2.1678207,2.2515442,-0.5478242,-0.5643982,-0.5854091,-0.64088535,0.5440917,0.5513651,0.0072734
