,fifth_male,fifth_female,tuple,third_male,third_female,bancorp_male,bancorp_female,average_male,average_female,female-male
0,2.8581114,2.6402185,"('unsociable', 'sociable')",0.40016723,0.2442678,-0.31114477,-0.30674702,0.9823779,0.8592464,-0.1231315
1,-1.9895736,-1.9503275,"('unfriendly', 'friendly')",-1.0919328,-1.143356,1.3490344,1.1574265,-0.5774906,-0.645419,-0.0679284
2,0.14822684,0.16138615,"('unlikable', 'likable')",1.211768,1.2235222,0.9545495,0.99406135,0.7715148,0.7929899,0.0214751
3,1.9649858,1.8995885,"('repellent', 'pleasant')",-0.2499862,-0.15699387,-0.88121516,-0.6952177,0.2779282,0.3491256,0.0711974
4,-2.275401,-2.2436936,"('disliked', 'liked')",0.03558653,0.046074387,-2.7369385,-2.6782708,-1.6589177,-1.6252966,0.0336211
5,-3.5241554,-3.3500457,"('distant', 'outgoing')",-0.7074067,-0.621265,0.97584146,0.91593564,-1.0852402,-1.0184584,0.0667818
6,-3.7104957,-3.5894938,"('distant', 'open')",-0.5932555,-0.5237786,1.0743418,0.9290585,-1.0764697,-1.0614045,0.0150652
7,4.8107414,4.642843,"('insensitive', 'sensitive')",1.6920519,1.659048,-0.018903008,0.07229223,2.1612968,2.1247277,-0.0365691
8,-1.9157565,-1.9228485,"('unaffectionate', 'affectionate')",-0.2686022,-0.29351264,0.7577896,0.5194964,-0.475523,-0.5656215,-0.0900985
9,0.31553298,0.3600836,"('unaffectionate', 'caring')",0.078672424,0.10313091,1.342248,1.2240759,0.5788178,0.5624301,-0.0163877
10,5.1798573,4.9294987,"('unsympathetic', 'sympathetic')",1.4574184,1.3458079,-1.4562129,-1.3870103,1.7270209,1.629432,-0.0975889
11,3.338774,3.1938136,"('unhelpful', 'helpful')",1.1940604,1.2810677,0.5773917,0.70172566,1.7034087,1.7255356,0.0221269
12,2.4205194,2.36393,"('unsupportive', 'supportive')",1.395214,1.5336852,-1.1223831,-1.0827144,0.8977834,0.9383003,0.0405169
13,3.311158,3.209766,"('impolite', 'polite')",1.0566651,0.9824431,-0.5284491,-0.44735795,1.2797914,1.2482838,-0.0315076
14,3.6832962,3.5452132,"('antisocial', 'social')",1.3854159,1.2884816,-0.91717434,-0.8255664,1.383846,1.3360429,-0.0478031
15,-0.13051552,-0.24689652,"('boring', 'funny')",0.5456084,0.43992114,1.3910203,1.2915195,0.6020377,0.4948481,-0.1071896
16,-2.4427404,-2.3304594,"('unpopular', 'popular')",-1.7657583,-1.6644986,0.37255615,0.4799543,-1.2786476,-1.1716679,0.1069797
17,-0.72264093,-0.751828,"('nasty', 'nice')",-0.2873892,-0.23900175,0.25984865,0.31879184,-0.2500605,-0.2240127,0.0260478
18,-0.24915063,-0.123015486,"('disagreeable', 'welcoming')",0.046966422,0.22351415,-0.5577718,-0.64926106,-0.2533187,-0.1829208,0.0703979
19,-1.104593,-0.97168356,"('inhospitable', 'hospitable')",-0.17626691,-0.10092726,-0.5028638,-0.4595942,-0.5945746,-0.510735,0.0838396
