,southern_male,southern_female,tuple,co_male,co_female,average_male,average_female,female-male
0,0.50055104,0.43377015,"('unsociable', 'sociable')",-0.008940674,-0.070211716,0.2458052,0.1817792,-0.064026
1,0.34835714,0.15979509,"('unfriendly', 'friendly')",1.5413648,1.3918055,0.9448609,0.7758003,-0.1690606
2,1.1645983,1.3150929,"('unlikable', 'likable')",0.86376727,1.0683597,1.0141828,1.1917263,0.1775435
3,0.133882,0.17367315,"('repellent', 'pleasant')",0.56993085,0.62155724,0.3519064,0.3976152,0.0457088
4,-0.276075,-0.41217333,"('disliked', 'liked')",-7.300657,-7.172989,-3.7883658,-3.7925811,-0.0042153
5,-0.33252615,-0.41129786,"('distant', 'outgoing')",-0.62737054,-0.63050205,-0.4799483,-0.5209,-0.0409517
6,-0.12987518,-0.25287613,"('distant', 'open')",-0.34321478,-0.48522538,-0.236545,-0.3690507,-0.1325057
7,1.3607918,1.4702247,"('insensitive', 'sensitive')",0.50535095,0.5298781,0.9330714,1.0000514,0.06698
8,0.21408403,0.16555405,"('unaffectionate', 'affectionate')",0.5938676,0.38852817,0.4039758,0.2770411,-0.1269347
9,0.97007185,0.9648791,"('unaffectionate', 'caring')",1.0820054,0.99145746,1.0260386,0.9781682,-0.0478704
10,0.9874827,1.0832098,"('unsympathetic', 'sympathetic')",0.42584148,0.27377355,0.7066621,0.6784917,-0.0281704
11,0.18771039,0.35584688,"('unhelpful', 'helpful')",2.0948741,2.1840324,1.1412922,1.2699397,0.1286475
12,0.64637953,0.8553956,"('unsupportive', 'supportive')",-1.8027313,-1.6711544,-0.5781759,-0.4078794,0.1702965
13,0.23829131,0.487817,"('impolite', 'polite')",-0.22353315,-0.03830792,0.0073791,0.2247545,0.2173754
14,1.7231343,1.7339886,"('antisocial', 'social')",0.08025664,0.12664235,0.9016955,0.9303155,0.02862
15,0.33023524,0.122236215,"('boring', 'funny')",0.35626546,0.3748497,0.3432503,0.248543,-0.0947073
16,-1.3432424,-1.4715831,"('unpopular', 'popular')",-0.38766828,-0.41468236,-0.8654553,-0.9431328,-0.0776775
17,-0.05386342,-0.037515152,"('nasty', 'nice')",-0.088604435,-0.104923524,-0.0712339,-0.0712193,1.46e-05
18,-0.0814867,0.04907681,"('disagreeable', 'welcoming')",-1.0624198,-1.0489742,-0.5719532,-0.4999487,0.0720045
19,-0.5363116,-0.52371293,"('inhospitable', 'hospitable')",-0.6088421,-0.5467018,-0.5725769,-0.5352074,0.0373695
20,-0.33720973,-0.25873336,"('rough', 'thoughtful')",0.36050412,0.4461528,0.0116472,0.0937097,0.0820625
21,0.68281007,0.88521475,"('immoral', 'moral')",-0.88106894,-0.6478192,-0.0991294,0.1186978,0.2178272
22,0.26817784,0.2821386,"('untrustworthy', 'trustworthy')",-0.5400291,-0.44059646,-0.1359256,-0.0792289,0.0566967
23,0.22126003,0.5070851,"('insincere', 'sincere')",5.946115,5.952011,3.0836875,3.229548,0.1458605
24,1.0337634,1.0897454,"('dishonest', 'honest')",1.0436165,1.0127432,1.03869,1.0512443,0.0125543
25,0.088380925,-0.064281836,"('egoistic', 'altruistic')",0.982541,0.79467833,0.5354609,0.3651983,-0.1702626
26,1.4293432,1.1449907,"('hardhearted', 'benevolent')",1.9107072,1.6860698,1.6700252,1.4155302,-0.254495
27,0.18050112,0.30364776,"('hardhearted', 'softhearted')",0.5550915,0.4708005,0.3677963,0.3872241,0.0194278
28,1.0980154,1.1000316,"('disloyal', 'loyal')",1.1819601,0.9336046,1.1399877,1.016818,-0.1231697
29,-0.07791242,-0.2772672,"('unfair', 'fair')",-0.48212206,-0.6657568,-0.2800173,-0.471512,-0.1914947
30,0.6737776,0.819163,"('intolerant', 'tolerant')",0.64132476,0.84215397,0.6575512,0.8306585,0.1731073
31,-1.0774765,-1.1827313,"('evil', 'good')",-0.9511376,-1.1014532,-1.014307,-1.1420922,-0.1277852
32,0.3844145,0.48174897,"('unkind', 'kind')",1.0112252,0.8067669,0.6978198,0.644258,-0.0535618
33,0.8048591,0.6892749,"('wrong', 'right')",-0.48670122,-0.4225436,0.1590789,0.1333657,-0.0257132
34,-0.27710268,-0.091728605,"('mean', 'honorable')",4.985937,5.0856347,2.3544173,2.496953,0.1425357
