,access_male,access_female,tuple,average_male,average_female,female-male
0,0.076110564,-0.10599929,"('unsociable', 'sociable')",0.0761106,-0.1059993,-0.1821099
1,1.3201562,1.3404135,"('unfriendly', 'friendly')",1.3201562,1.3404135,0.0202573
2,-0.08484575,-0.03969326,"('unlikable', 'likable')",-0.0848458,-0.0396933,0.0451525
3,0.16367409,0.18084446,"('repellent', 'pleasant')",0.1636741,0.1808445,0.0171704
4,-7.466413,-7.533368,"('disliked', 'liked')",-7.466413,-7.5333681,-0.0669551
5,-0.607106,-0.570027,"('distant', 'outgoing')",-0.607106,-0.570027,0.037079
6,0.17052455,0.22684616,"('distant', 'open')",0.1705246,0.2268462,0.0563216
7,0.96005356,0.9784706,"('insensitive', 'sensitive')",0.9600536,0.9784706,0.018417
8,0.93937904,0.9999248,"('unaffectionate', 'affectionate')",0.939379,0.9999248,0.0605458
9,1.8634411,1.9237485,"('unaffectionate', 'caring')",1.8634411,1.9237485,0.0603074
10,1.0826442,1.0130666,"('unsympathetic', 'sympathetic')",1.0826442,1.0130666,-0.0695776
11,2.28483,2.3092215,"('unhelpful', 'helpful')",2.2848301,2.3092215,0.0243914
12,-1.2849225,-1.312206,"('unsupportive', 'supportive')",-1.2849225,-1.312206,-0.0272835
13,-0.21933009,-0.33646715,"('impolite', 'polite')",-0.2193301,-0.3364671,-0.117137
14,-0.0952123,-0.19526704,"('antisocial', 'social')",-0.0952123,-0.195267,-0.1000547
15,0.15260562,0.15238316,"('boring', 'funny')",0.1526056,0.1523832,-0.0002224
16,-0.94126433,-0.89396846,"('unpopular', 'popular')",-0.9412643,-0.8939685,0.0472958
17,-0.6274914,-0.64085114,"('nasty', 'nice')",-0.6274914,-0.6408511,-0.0133597
18,-0.35900605,-0.42066824,"('disagreeable', 'welcoming')",-0.359006,-0.4206682,-0.0616622
19,-0.6753944,-0.65275145,"('inhospitable', 'hospitable')",-0.6753944,-0.6527514,0.022643
20,0.91628784,0.7972702,"('rough', 'thoughtful')",0.9162878,0.7972702,-0.1190176
21,-0.17562744,-0.22404046,"('immoral', 'moral')",-0.1756274,-0.2240405,-0.0484131
22,-0.5631863,-0.6120995,"('untrustworthy', 'trustworthy')",-0.5631863,-0.6120995,-0.0489132
23,6.5793047,6.6096745,"('insincere', 'sincere')",6.5793047,6.6096745,0.0303698
24,1.7344491,1.6539798,"('dishonest', 'honest')",1.7344491,1.6539798,-0.0804693
25,0.8809975,0.8904504,"('egoistic', 'altruistic')",0.8809975,0.8904504,0.0094529
26,1.128055,1.125684,"('hardhearted', 'benevolent')",1.128055,1.125684,-0.002371
27,2.2819176,2.1583095,"('hardhearted', 'softhearted')",2.2819176,2.1583095,-0.1236081
28,1.3797374,1.335715,"('disloyal', 'loyal')",1.3797374,1.3357151,-0.0440223
29,-0.8830047,-0.9070369,"('unfair', 'fair')",-0.8830047,-0.9070369,-0.0240322
30,1.0424316,0.97622794,"('intolerant', 'tolerant')",1.0424316,0.9762279,-0.0662037
31,-1.8398,-1.7758044,"('evil', 'good')",-1.8398,-1.7758044,0.0639956
32,1.3926759,1.3116193,"('unkind', 'kind')",1.3926759,1.3116193,-0.0810566
33,-0.46189228,-0.48325393,"('wrong', 'right')",-0.4618923,-0.4832539,-0.0213616
34,5.1218715,5.286801,"('mean', 'honorable')",5.1218715,5.2868009,0.1649294
35,-1.3085561,-1.4068917,"('corrupt', 'incorrupt')",-1.3085561,-1.4068917,-0.0983356
36,-0.66871583,-0.6604092,"('hostile', 'amicable')",-0.6687158,-0.6604092,0.0083066
37,0.6845993,0.67191535,"('fake', 'genuine')",0.6845993,0.6719154,-0.0126839
38,0.22850603,0.19447665,"('untruthful', 'truthful')",0.228506,0.1944766,-0.0340294
39,0.57073367,0.45544988,"('exploitative', 'cooperative')",0.5707337,0.4554499,-0.1152838
40,-1.5480486,-1.6705006,"('stingy', 'generous')",-1.5480486,-1.6705006,-0.122452
41,0.51068574,0.40303048,"('unforgiving', 'forgiving')",0.5106857,0.4030305,-0.1076552
42,-2.5109637,-2.5275855,"('unreliable', 'reliable')",-2.5109637,-2.5275855,-0.0166218
43,1.2565626,1.2176918,"('irresponsible', 'responsible')",1.2565626,1.2176918,-0.0388708
44,-1.5749182,-1.5690942,"('prejudiced', 'unprejudiced')",-1.5749182,-1.5690942,0.005824
45,-0.15757045,-0.1836578,"('incompetent', 'competent')",-0.1575705,-0.1836578,-0.0260873
46,-0.3628377,-0.44892418,"('uncompetitive', 'competitive')",-0.3628377,-0.4489242,-0.0860865
47,5.4297395,5.5562077,"('stupid', 'smart')",5.4297395,5.5562077,0.1264682
48,1.0862534,0.98787373,"('unintelligent', 'intelligent')",1.0862534,0.9878737,-0.0983797
49,0.56278765,0.58653665,"('unable', 'able')",0.5627877,0.5865366,0.0237489
50,-0.38729647,-0.3885914,"('clumsy', 'skillful')",-0.3872965,-0.3885914,-0.0012949
51,0.25285816,0.24960591,"('uneducated', 'educated')",0.2528582,0.2496059,-0.0032523
52,-0.8856261,-0.88160944,"('irrational', 'rational')",-0.8856261,-0.8816094,0.0040167
53,-0.122914985,-0.059252176,"('uncreative', 'creative')",-0.122915,-0.0592522,0.0636628
54,0.94715166,1.0455514,"('incapable', 'capable')",0.9471517,1.0455514,0.0983997
55,0.37687966,0.31936288,"('incompetent', 'clever')",0.3768797,0.3193629,-0.0575168
56,0.5396759,0.5158725,"('impractical', 'practical')",0.5396759,0.5158725,-0.0238034
57,-2.8182402,-2.8018079,"('unimaginative', 'imaginative')",-2.8182402,-2.8018079,0.0164323
58,-0.013621844,-0.023706697,"('undiscriminating', 'discriminating')",-0.0136218,-0.0237067,-0.0100849
59,-0.21305099,-0.19467919,"('foolish', 'wise')",-0.213051,-0.1946792,0.0183718
60,0.94718117,0.82820624,"('inefficient', 'efficient')",0.9471812,0.8282062,-0.118975
61,0.9309408,0.7280275,"('illogical', 'logical')",0.9309408,0.7280275,-0.2029133
62,0.47724065,0.4741399,"('incompetent', 'brilliant')",0.4772407,0.4741399,-0.0031008
63,0.5521526,0.574744,"('unperceptive', 'insightful')",0.5521526,0.574744,0.0225914
64,-6.832609,-6.948705,"('shy', 'confident')",-6.8326092,-6.9487052,-0.116096
65,0.24431984,0.12410188,"('insecure', 'secure')",0.2443198,0.1241019,-0.1202179
66,-0.6390441,-0.5529058,"('inactive', 'active')",-0.6390441,-0.5529058,0.0861383
67,-0.3430062,-0.28712752,"('doubtful', 'determined')",-0.3430062,-0.2871275,0.0558787
68,-0.5083453,-0.5987558,"('dependent', 'independent')",-0.5083453,-0.5987558,-0.0904105
69,-1.8430171,-1.8403002,"('lazy', 'industrious')",-1.8430171,-1.8403002,0.0027169
70,0.7430564,0.7460722,"('lethargic', 'energetic')",0.7430564,0.7460722,0.0030158
71,0.8288636,0.88467807,"('diffident', 'self-confident')",0.8288636,0.8846781,0.0558145
72,0.43161857,0.45326257,"('unambitious', 'ambitious')",0.4316186,0.4532626,0.021644
73,-3.4041042,-3.4106581,"('helpless', 'self-reliant')",-3.4041042,-3.4106581,-0.0065539
74,0.07575135,0.012595911,"('undedicated', 'dedicated')",0.0757513,0.0125959,-0.0631554
75,-1.3604374,-1.1877716,"('meek', 'impulsive')",-1.3604374,-1.1877716,0.1726658
76,0.65694076,0.6408589,"('anxious', 'daring')",0.6569408,0.6408589,-0.0160819
77,-1.1224865,-1.0732147,"('unmotivated', 'motivated')",-1.1224865,-1.0732147,0.0492718
78,0.099219866,0.05128184,"('nonresilient', 'resilient')",0.0992199,0.0512818,-0.0479381
79,-0.01912228,-0.018480137,"('wavering', 'unwavering')",-0.0191223,-0.0184801,0.0006422
80,-0.10500142,-0.1697605,"('dominated', 'dominating')",-0.1050014,-0.1697605,-0.0647591
81,-0.06387666,-0.052785352,"('submissive', 'aggressive')",-0.0638767,-0.0527854,0.0110913
82,5.295181,5.5188537,"('poor', 'rich')",5.2951808,5.5188537,0.2236729
83,-0.2947295,-0.32085174,"('powerless', 'powerful')",-0.2947295,-0.3208517,-0.0261222
84,1.0871997,1.0610847,"('inferior', 'superior')",1.0871997,1.0610847,-0.026115
85,-0.3847953,-0.3690095,"('insignificant', 'prestigious')",-0.3847953,-0.3690095,0.0157858
86,0.41952848,0.3240825,"('uninfluential', 'influential')",0.4195285,0.3240825,-0.095446
87,-0.027763529,0.005577584,"('unsuccessful', 'successful')",-0.0277635,0.0055776,0.0333411
88,0.46633357,0.5081353,"('low', 'eminent')",0.4663336,0.5081353,0.0418017
