,sysco_male,sysco_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.5085877,-1.6869266,"('unsociable', 'sociable')",-0.25382322,-0.39537126,-0.8812054,-1.0411489,-0.1599435
1,-0.4554593,-0.68202436,"('unfriendly', 'friendly')",1.316237,1.072876,0.4303888,0.1954258,-0.234963
2,0.8423635,0.831446,"('unlikable', 'likable')",0.89805174,0.8348678,0.8702076,0.8331569,-0.0370507
3,-0.8713244,-0.70759106,"('repellent', 'pleasant')",0.64196914,0.682837,-0.1146776,-0.012377,0.1023006
4,0.24357353,0.13027002,"('disliked', 'liked')",-6.0954175,-6.2323527,-2.9259219,-3.0510414,-0.1251195
5,0.43333438,0.26700404,"('distant', 'outgoing')",-0.43914637,-0.47102883,-0.002906,-0.1020124,-0.0991064
6,0.13906087,-0.0100580305,"('distant', 'open')",-0.50967735,-0.60434556,-0.1853082,-0.3072018,-0.1218936
7,-1.2877921,-1.1381882,"('insensitive', 'sensitive')",0.19481002,0.18306604,-0.546491,-0.4775611,0.0689299
8,-0.68808174,-1.0223641,"('unaffectionate', 'affectionate')",0.46642536,0.2685207,-0.1108282,-0.3769217,-0.2660935
9,-0.58372116,-0.8213359,"('unaffectionate', 'caring')",0.94097865,0.8393391,0.1786287,0.0090016,-0.1696271
10,-2.4390297,-2.4131286,"('unsympathetic', 'sympathetic')",-0.65971524,-0.6899207,-1.5493724,-1.5515246,-0.0021522
11,-0.542048,-0.6478876,"('unhelpful', 'helpful')",1.8503301,1.8484464,0.6541411,0.6002794,-0.0538617
12,-0.6771742,-0.697949,"('unsupportive', 'supportive')",-1.9296299,-1.9562614,-1.3034021,-1.3271052,-0.0237031
13,-1.308485,-1.3714049,"('impolite', 'polite')",-0.5960356,-0.58144724,-0.9522603,-0.9764261,-0.0241658
14,-0.8297125,-0.8235542,"('antisocial', 'social')",0.17933054,0.06843942,-0.325191,-0.3775574,-0.0523664
15,0.65309435,0.46259528,"('boring', 'funny')",0.18929254,0.0471476,0.4211935,0.2548714,-0.1663221
16,0.27025333,0.32046616,"('unpopular', 'popular')",0.5017865,0.509011,0.3860199,0.4147386,0.0287187
17,0.17794532,0.1405259,"('nasty', 'nice')",-0.41321284,-0.3199477,-0.1176338,-0.0897109,0.0279229
18,-0.6857178,-0.7909928,"('disagreeable', 'welcoming')",-0.5130607,-0.6626221,-0.5993893,-0.7268075,-0.1274182
19,-0.5949672,-0.79559654,"('inhospitable', 'hospitable')",-0.5507161,-0.59928155,-0.5728416,-0.6974391,-0.1245975
20,0.0017710701,0.098028034,"('rough', 'thoughtful')",0.857861,0.8892355,0.429816,0.4936318,0.0638158
21,-0.8220329,-0.7521576,"('immoral', 'moral')",-0.5214107,-0.4899832,-0.6717218,-0.6210704,0.0506514
22,-0.9148677,-0.86551684,"('untrustworthy', 'trustworthy')",-1.1255406,-1.1807669,-1.0202042,-1.0231419,-0.0029377
23,-1.1511328,-1.1903628,"('insincere', 'sincere')",5.404306,5.4218764,2.1265864,2.1157568,-0.0108296
24,-0.69022876,-0.7966162,"('dishonest', 'honest')",0.6270034,0.5867396,-0.0316127,-0.1049383,-0.0733256
25,0.23128825,0.17460035,"('egoistic', 'altruistic')",0.88275224,0.7878305,0.5570202,0.4812154,-0.0758048
26,0.90565926,0.7201363,"('hardhearted', 'benevolent')",1.4230176,1.1979772,1.1643385,0.9590567,-0.2052818
27,-0.6096104,-0.5366925,"('hardhearted', 'softhearted')",0.6677977,0.5766745,0.0290937,0.019991,-0.0091027
28,-0.5920446,-0.75009847,"('disloyal', 'loyal')",0.9717932,0.84296507,0.1898743,0.0464333,-0.143441
29,-0.5442639,-0.5871942,"('unfair', 'fair')",-0.5532454,-0.7167063,-0.5487547,-0.6519502,-0.1031955
30,-0.74953264,-0.8634165,"('intolerant', 'tolerant')",0.79939264,0.67351866,0.02493,-0.0949489,-0.1198789
31,0.61511636,0.5307986,"('evil', 'good')",-0.524014,-0.6629206,0.0455512,-0.066061,-0.1116122
32,-0.94943964,-1.0123955,"('unkind', 'kind')",0.24710107,0.057799354,-0.3511693,-0.4772981,-0.1261288
33,1.0056102,0.90417904,"('wrong', 'right')",-0.40797096,-0.44816348,0.2988196,0.2280078,-0.0708118
34,-0.11857528,0.026396584,"('mean', 'honorable')",5.3513746,5.5590897,2.6163998,2.7927432,0.1763434
35,0.9563915,0.770288,"('corrupt', 'incorrupt')",-0.288767,-0.34201187,0.3338122,0.2141381,-0.1196741
36,0.41658238,0.29823127,"('hostile', 'amicable')",-0.014588479,-0.12822185,0.200997,0.0850047,-0.1159923
37,-0.13455486,-0.07010513,"('fake', 'genuine')",-0.24318507,-0.20823959,-0.18887,-0.1391724,0.0496976
38,-0.89473426,-1.0414302,"('untruthful', 'truthful')",0.1915264,0.254645,-0.3516039,-0.3933926,-0.0417887
39,1.2051177,1.1691607,"('exploitative', 'cooperative')",0.3133451,0.24572131,0.7592314,0.707441,-0.0517904
40,0.02805407,0.12220754,"('stingy', 'generous')",-1.6205947,-1.648509,-0.7962703,-0.7631508,0.0331195
