,cirrhosis_male,cirrhosis_female,tuple,average_male,average_female,female-male
0,-0.57233447,-0.8422165,"('unsociable', 'sociable')",-0.5723345,-0.8422165,-0.269882
1,-0.48581612,-0.82403725,"('unfriendly', 'friendly')",-0.4858161,-0.8240373,-0.3382212
2,0.46111962,0.4809497,"('unlikable', 'likable')",0.4611196,0.4809497,0.0198301
3,-0.86914283,-0.7139245,"('repellent', 'pleasant')",-0.8691428,-0.7139245,0.1552183
4,-2.7116995,-2.6776352,"('disliked', 'liked')",-2.7116995,-2.6776352,0.0340643
5,-0.65633297,-0.74841475,"('distant', 'outgoing')",-0.656333,-0.7484148,-0.0920818
6,-0.7431154,-0.8303087,"('distant', 'open')",-0.7431154,-0.8303087,-0.0871933
7,-0.8593139,-0.8583739,"('insensitive', 'sensitive')",-0.8593139,-0.8583739,0.00094
8,-0.3298675,-0.4859309,"('unaffectionate', 'affectionate')",-0.3298675,-0.4859309,-0.1560634
9,-0.3760723,-0.5101335,"('unaffectionate', 'caring')",-0.3760723,-0.5101335,-0.1340612
10,-1.1500282,-1.1361015,"('unsympathetic', 'sympathetic')",-1.1500282,-1.1361015,0.0139267
11,0.08781925,0.14313076,"('unhelpful', 'helpful')",0.0878192,0.1431308,0.0553116
12,-1.5701125,-1.5519713,"('unsupportive', 'supportive')",-1.5701125,-1.5519713,0.0181412
13,-0.65807456,-0.75123864,"('impolite', 'polite')",-0.6580746,-0.7512386,-0.093164
14,-0.123144925,-0.21522896,"('antisocial', 'social')",-0.1231449,-0.215229,-0.0920841
15,0.39982387,0.1938599,"('boring', 'funny')",0.3998239,0.1938599,-0.205964
16,-0.03075664,-0.068494655,"('unpopular', 'popular')",-0.0307566,-0.0684947,-0.0377381
17,-0.5104853,-0.41785124,"('nasty', 'nice')",-0.5104853,-0.4178512,0.0926341
18,-0.41642186,-0.45652002,"('disagreeable', 'welcoming')",-0.4164219,-0.45652,-0.0400981
19,-1.3250095,-1.3407058,"('inhospitable', 'hospitable')",-1.3250095,-1.3407058,-0.0156963
20,0.20531058,0.15853646,"('rough', 'thoughtful')",0.2053106,0.1585365,-0.0467741
21,-0.5075519,-0.49288476,"('immoral', 'moral')",-0.5075519,-0.4928848,0.0146671
22,-0.35587296,-0.42164654,"('untrustworthy', 'trustworthy')",-0.355873,-0.4216465,-0.0657735
23,1.5009974,1.425154,"('insincere', 'sincere')",1.5009974,1.425154,-0.0758434
24,0.0066024326,-0.17023352,"('dishonest', 'honest')",0.0066024,-0.1702335,-0.1768359
25,0.33462632,0.16106415,"('egoistic', 'altruistic')",0.3346263,0.1610641,-0.1735622
26,0.8554865,0.4514461,"('hardhearted', 'benevolent')",0.8554865,0.4514461,-0.4040404
27,0.6755717,0.6072916,"('hardhearted', 'softhearted')",0.6755717,0.6072916,-0.0682801
28,-0.0681635,-0.2435289,"('disloyal', 'loyal')",-0.0681635,-0.2435289,-0.1753654
29,-0.33193004,-0.40334123,"('unfair', 'fair')",-0.33193,-0.4033412,-0.0714112
30,0.46108896,0.3800529,"('intolerant', 'tolerant')",0.461089,0.3800529,-0.0810361
31,-1.16774,-1.1903459,"('evil', 'good')",-1.16774,-1.1903459,-0.0226059
32,0.47255903,0.2580434,"('unkind', 'kind')",0.472559,0.2580434,-0.2145156
33,0.044237956,-0.07422491,"('wrong', 'right')",0.044238,-0.0742249,-0.1184629
34,1.7453573,1.825873,"('mean', 'honorable')",1.7453573,1.825873,0.0805157
35,0.32002282,0.27183333,"('corrupt', 'incorrupt')",0.3200228,0.2718333,-0.0481895
