,trimble_male,trimble_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.78511673,-0.994551,"('unsociable', 'sociable')",-0.32126805,-0.44173414,-0.5531924,-0.7181426,-0.1649502
1,-0.57638085,-0.803524,"('unfriendly', 'friendly')",1.8992672,1.7597637,0.6614432,0.4781199,-0.1833233
2,-0.2510929,-0.11400069,"('unlikable', 'likable')",0.104851216,0.24977191,-0.0731208,0.0678856,0.1410064
3,-0.9471219,-0.7271028,"('repellent', 'pleasant')",0.015955022,0.09197356,-0.4655834,-0.3175646,0.1480188
4,0.23607114,0.07233861,"('disliked', 'liked')",-6.4426985,-6.703782,-3.1033137,-3.3157218,-0.2124081
5,0.05955527,-0.071420625,"('distant', 'outgoing')",-0.15039492,-0.15529624,-0.0454198,-0.1133584,-0.0679386
6,0.031754408,-0.05516302,"('distant', 'open')",0.39471835,0.36531278,0.2132364,0.1550749,-0.0581615
7,0.19193646,0.19955587,"('insensitive', 'sensitive')",0.8664445,0.9078733,0.5291905,0.5537146,0.0245241
8,-1.0838206,-1.0718668,"('unaffectionate', 'affectionate')",1.2644639,1.1519402,0.0903217,0.0400367,-0.050285
9,-0.9419609,-1.0019661,"('unaffectionate', 'caring')",1.3459843,1.3012674,0.2020117,0.1496506,-0.0523611
10,-0.0028516063,-0.087255284,"('unsympathetic', 'sympathetic')",-0.06702195,-0.17566553,-0.0349368,-0.1314604,-0.0965236
11,-0.89116466,-0.82371134,"('unhelpful', 'helpful')",1.5526825,1.6666206,0.3307589,0.4214546,0.0906957
12,-0.18715987,-0.16472039,"('unsupportive', 'supportive')",-1.6521944,-1.6811976,-0.9196771,-0.922959,-0.0032819
13,-0.26556858,-0.35828418,"('impolite', 'polite')",-0.71126556,-0.67700744,-0.4884171,-0.5176458,-0.0292287
14,-0.6265741,-0.6083607,"('antisocial', 'social')",-0.6644531,-0.6629072,-0.6455136,-0.6356339,0.0098797
15,-0.2162391,-0.36589292,"('boring', 'funny')",0.37868065,0.31892896,0.0812208,-0.023482,-0.1047028
16,-0.5931644,-0.6010723,"('unpopular', 'popular')",0.28944522,0.28665602,-0.1518596,-0.1572081,-0.0053485
17,-0.04424371,-0.012550017,"('nasty', 'nice')",-0.33966485,-0.27936164,-0.1919543,-0.1459558,0.0459985
18,-0.6893288,-0.5701179,"('disagreeable', 'welcoming')",-0.54183185,-0.49464947,-0.6155803,-0.5323837,0.0831966
19,-0.5666118,-0.62260103,"('inhospitable', 'hospitable')",-0.006398537,0.089397386,-0.2865052,-0.2666018,0.0199034
20,-0.07089325,0.012598984,"('rough', 'thoughtful')",1.1987152,1.163402,0.563911,0.5880005,0.0240895
21,-0.8982002,-0.8610054,"('immoral', 'moral')",-0.85228604,-0.7311355,-0.8752431,-0.7960705,0.0791726
22,0.6522177,0.6811822,"('untrustworthy', 'trustworthy')",-1.0274532,-1.010452,-0.1876177,-0.1646349,0.0229828
23,-0.593069,-0.55083984,"('insincere', 'sincere')",5.7828126,5.896322,2.5948718,2.6727409,0.0778691
24,0.18770814,0.1666499,"('dishonest', 'honest')",1.0122303,0.9997682,0.5999692,0.583209,-0.0167602
25,-0.25101945,-0.29743493,"('egoistic', 'altruistic')",1.451159,1.3997829,0.6000698,0.551174,-0.0488958
26,-0.13741812,-0.3035231,"('hardhearted', 'benevolent')",1.7848341,1.6727657,0.823708,0.6846213,-0.1390867
27,0.63277227,0.674904,"('hardhearted', 'softhearted')",1.5949521,1.491734,1.1138622,1.0833189,-0.0305433
