,cirrhosis_male,cirrhosis_female,tuple,average_male,average_female,female-male
75,0.3074416,0.22926542,"('meek', 'impulsive')",0.3074416,0.2292654,-0.0781762
76,-0.30586138,-0.06701104,"('anxious', 'daring')",-0.3058614,-0.067011,0.2388504
77,-1.6414319,-1.4284636,"('unmotivated', 'motivated')",-1.6414319,-1.4284636,0.2129683
78,-0.7942117,-0.74693316,"('nonresilient', 'resilient')",-0.7942117,-0.7469332,0.0472785
79,-0.41496056,-0.6157344,"('wavering', 'unwavering')",-0.4149606,-0.6157344,-0.2007738
80,-0.47343665,-0.428969,"('dominated', 'dominating')",-0.4734367,-0.428969,0.0444677
81,-1.0181282,-0.87568957,"('submissive', 'aggressive')",-1.0181282,-0.8756896,0.1424386
82,1.5210135,1.500447,"('poor', 'rich')",1.5210135,1.500447,-0.0205665
83,-0.46124467,-0.4439984,"('powerless', 'powerful')",-0.4612447,-0.4439984,0.0172463
84,0.15941083,0.15921897,"('inferior', 'superior')",0.1594108,0.159219,-0.0001918
85,0.65713245,0.45080373,"('insignificant', 'prestigious')",0.6571324,0.4508037,-0.2063287
86,-1.0555812,-1.288206,"('uninfluential', 'influential')",-1.0555812,-1.288206,-0.2326248
87,-0.06682449,-0.14371428,"('unsuccessful', 'successful')",-0.0668245,-0.1437143,-0.0768898
88,-0.31994358,-0.41173622,"('low', 'eminent')",-0.3199436,-0.4117362,-0.0917926
