,sprinter_male,sprinter_female,tuple,average_male,average_female,female-male
0,0.034798443,0.035866693,"('unsociable', 'sociable')",0.0347984,0.0358667,0.0010683
1,1.0034828,0.8117033,"('unfriendly', 'friendly')",1.0034828,0.8117033,-0.1917795
2,0.1916157,0.2541106,"('unlikable', 'likable')",0.1916157,0.2541106,0.0624949
3,0.26568237,0.43827468,"('repellent', 'pleasant')",0.2656824,0.4382747,0.1725923
4,-7.153944,-7.229535,"('disliked', 'liked')",-7.153944,-7.2295351,-0.0755911
5,-0.51352155,-0.64733994,"('distant', 'outgoing')",-0.5135216,-0.6473399,-0.1338183
6,-0.4114381,-0.5945625,"('distant', 'open')",-0.4114381,-0.5945625,-0.1831244
7,1.159012,1.2650988,"('insensitive', 'sensitive')",1.159012,1.2650988,0.1060868
8,0.9717496,0.7953834,"('unaffectionate', 'affectionate')",0.9717496,0.7953834,-0.1763662
9,2.0691442,2.0570207,"('unaffectionate', 'caring')",2.0691442,2.0570207,-0.0121235
10,0.9949659,1.1187265,"('unsympathetic', 'sympathetic')",0.9949659,1.1187265,0.1237606
11,2.2957413,2.4255435,"('unhelpful', 'helpful')",2.2957413,2.4255435,0.1298022
12,-1.3501297,-1.2911073,"('unsupportive', 'supportive')",-1.3501297,-1.2911073,0.0590224
13,-0.051905043,-0.024910964,"('impolite', 'polite')",-0.051905,-0.024911,0.026994
14,-0.12018165,-0.12054464,"('antisocial', 'social')",-0.1201816,-0.1205446,-0.000363
15,0.06495789,-0.08870502,"('boring', 'funny')",0.0649579,-0.088705,-0.1536629
16,-0.51526153,-0.55341864,"('unpopular', 'popular')",-0.5152615,-0.5534186,-0.0381571
17,-0.54831326,-0.57473236,"('nasty', 'nice')",-0.5483133,-0.5747324,-0.0264191
18,-0.60587263,-0.67734325,"('disagreeable', 'welcoming')",-0.6058726,-0.6773432,-0.0714706
19,-0.60598844,-0.624896,"('inhospitable', 'hospitable')",-0.6059884,-0.624896,-0.0189076
20,0.46174487,0.5173557,"('rough', 'thoughtful')",0.4617449,0.5173557,0.0556108
21,0.04603289,0.3036115,"('immoral', 'moral')",0.0460329,0.3036115,0.2575786
22,-0.7258364,-0.8370695,"('untrustworthy', 'trustworthy')",-0.7258364,-0.8370695,-0.1112331
23,6.526887,6.62061,"('insincere', 'sincere')",6.5268869,6.6206102,0.0937233
24,1.7768338,1.6900445,"('dishonest', 'honest')",1.7768338,1.6900445,-0.0867893
25,0.49617305,0.34946632,"('egoistic', 'altruistic')",0.4961731,0.3494663,-0.1467068
26,0.6410057,0.45081028,"('hardhearted', 'benevolent')",0.6410057,0.4508103,-0.1901954
27,1.1352934,1.05133,"('hardhearted', 'softhearted')",1.1352934,1.05133,-0.0839634
28,1.63655,1.5924156,"('disloyal', 'loyal')",1.6365499,1.5924156,-0.0441343
29,-0.9896744,-1.1567776,"('unfair', 'fair')",-0.9896744,-1.1567776,-0.1671032
30,1.2885399,1.3407114,"('intolerant', 'tolerant')",1.2885399,1.3407114,0.0521715
31,-1.7906492,-1.9362406,"('evil', 'good')",-1.7906492,-1.9362406,-0.1455914
32,1.5657023,1.5194811,"('unkind', 'kind')",1.5657023,1.5194811,-0.0462212
33,0.0027291328,-0.15282932,"('wrong', 'right')",0.0027291,-0.1528293,-0.1555584
34,4.5090547,4.7069864,"('mean', 'honorable')",4.5090547,4.7069864,0.1979317
35,-0.8460321,-1.0834254,"('corrupt', 'incorrupt')",-0.8460321,-1.0834254,-0.2373933
36,-0.9339589,-1.0776032,"('hostile', 'amicable')",-0.9339589,-1.0776032,-0.1436443
37,1.1740887,1.0919892,"('fake', 'genuine')",1.1740887,1.0919892,-0.0820995
38,0.94014674,0.98218894,"('untruthful', 'truthful')",0.9401467,0.9821889,0.0420422
39,0.84366626,0.9466076,"('exploitative', 'cooperative')",0.8436663,0.9466076,0.1029413
40,-2.3194067,-2.4148083,"('stingy', 'generous')",-2.3194067,-2.4148083,-0.0954016
41,0.51926863,0.5996805,"('unforgiving', 'forgiving')",0.5192686,0.5996805,0.0804119
42,-2.9318576,-2.8655295,"('unreliable', 'reliable')",-2.9318576,-2.8655295,0.0663281
43,0.9053311,1.0094113,"('irresponsible', 'responsible')",0.9053311,1.0094113,0.1040802
44,-1.9664633,-1.9897904,"('prejudiced', 'unprejudiced')",-1.9664633,-1.9897904,-0.0233271
45,0.0240589,0.09504084,"('incompetent', 'competent')",0.0240589,0.0950408,0.0709819
46,-0.3768973,-0.22393203,"('uncompetitive', 'competitive')",-0.3768973,-0.223932,0.1529653
47,4.854336,4.8644905,"('stupid', 'smart')",4.8543358,4.8644905,0.0101547
48,0.57611144,0.72752076,"('unintelligent', 'intelligent')",0.5761114,0.7275208,0.1514094
49,-0.2226309,-0.09296493,"('unable', 'able')",-0.2226309,-0.0929649,0.129666
50,-0.36161926,-0.40846455,"('clumsy', 'skillful')",-0.3616193,-0.4084646,-0.0468453
51,-0.016262956,-0.057880864,"('uneducated', 'educated')",-0.016263,-0.0578809,-0.0416179
52,-0.88584745,-1.0408546,"('irrational', 'rational')",-0.8858474,-1.0408546,-0.1550072
53,0.15452841,0.1274404,"('uncreative', 'creative')",0.1545284,0.1274404,-0.027088
54,0.6437773,0.62498105,"('incapable', 'capable')",0.6437773,0.624981,-0.0187963
55,0.6132863,0.700624,"('incompetent', 'clever')",0.6132863,0.700624,0.0873377
56,0.9264823,1.0548441,"('impractical', 'practical')",0.9264823,1.0548441,0.1283618
57,-3.087358,-3.0279703,"('unimaginative', 'imaginative')",-3.087358,-3.0279703,0.0593877
58,-0.20360938,-0.19843546,"('undiscriminating', 'discriminating')",-0.2036094,-0.1984355,0.0051739
59,-0.2305093,-0.37962526,"('foolish', 'wise')",-0.2305093,-0.3796253,-0.149116
60,1.1187524,1.3889011,"('inefficient', 'efficient')",1.1187524,1.3889011,0.2701487
61,0.90355617,0.8819479,"('illogical', 'logical')",0.9035562,0.8819479,-0.0216083
62,0.77350265,0.998928,"('incompetent', 'brilliant')",0.7735026,0.998928,0.2254254
63,0.67127305,0.8848582,"('unperceptive', 'insightful')",0.6712731,0.8848582,0.2135851
64,-6.1153193,-6.1004367,"('shy', 'confident')",-6.1153193,-6.1004367,0.0148826
65,0.17144533,0.32893655,"('insecure', 'secure')",0.1714453,0.3289365,0.1574912
66,-0.66755295,-0.79414266,"('inactive', 'active')",-0.6675529,-0.7941427,-0.1265898
67,-0.20159738,-0.17363733,"('doubtful', 'determined')",-0.2015974,-0.1736373,0.0279601
68,-0.87560046,-0.822402,"('dependent', 'independent')",-0.8756005,-0.822402,0.0531985
69,-1.6842108,-1.7445889,"('lazy', 'industrious')",-1.6842108,-1.7445889,-0.0603781
70,0.9030072,0.91449636,"('lethargic', 'energetic')",0.9030072,0.9144964,0.0114892
71,0.7331756,0.6816442,"('diffident', 'self-confident')",0.7331756,0.6816442,-0.0515314
72,0.25957012,0.33446202,"('unambitious', 'ambitious')",0.2595701,0.334462,0.0748919
73,-3.339514,-3.322673,"('helpless', 'self-reliant')",-3.339514,-3.3226731,0.0168409
74,0.24938695,0.23670717,"('undedicated', 'dedicated')",0.249387,0.2367072,-0.0126798
75,-1.5856903,-1.6309437,"('meek', 'impulsive')",-1.5856903,-1.6309437,-0.0452534
76,0.25394827,0.4641646,"('anxious', 'daring')",0.2539483,0.4641646,0.2102163
77,-0.6687397,-0.3752449,"('unmotivated', 'motivated')",-0.6687397,-0.3752449,0.2934948
78,-0.24952614,-0.19135311,"('nonresilient', 'resilient')",-0.2495261,-0.1913531,0.058173
79,-0.10660783,-0.16701235,"('wavering', 'unwavering')",-0.1066078,-0.1670123,-0.0604045
80,-0.17337194,-0.08657121,"('dominated', 'dominating')",-0.1733719,-0.0865712,0.0868007
81,-0.32997054,-0.07253317,"('submissive', 'aggressive')",-0.3299705,-0.0725332,0.2574373
82,4.9514246,4.947458,"('poor', 'rich')",4.9514246,4.9474578,-0.0039668
83,-0.234796,-0.30065933,"('powerless', 'powerful')",-0.234796,-0.3006593,-0.0658633
84,0.23800524,0.25062385,"('inferior', 'superior')",0.2380052,0.2506239,0.0126187
85,-0.0557639,-0.22224194,"('insignificant', 'prestigious')",-0.0557639,-0.2222419,-0.166478
86,0.6271274,0.5047153,"('uninfluential', 'influential')",0.6271274,0.5047153,-0.1224121
87,-0.44413668,-0.31262597,"('unsuccessful', 'successful')",-0.4441367,-0.312626,0.1315107
88,0.4142366,0.40496635,"('low', 'eminent')",0.4142366,0.4049664,-0.0092702
