,secretary_male,secretary_female,tuple,average_male,average_female,female-male
0,1.2870675,1.1232953,"('unsociable', 'sociable')",1.2870675,1.1232953,-0.1637722
1,0.21517333,0.177308,"('unfriendly', 'friendly')",0.2151733,0.177308,-0.0378653
2,0.095386595,0.28035554,"('unlikable', 'likable')",0.0953866,0.2803555,0.1849689
3,0.20079355,0.32697484,"('repellent', 'pleasant')",0.2007935,0.3269748,0.1261813
4,-7.121149,-7.1485286,"('disliked', 'liked')",-7.1211491,-7.1485286,-0.0273795
5,-1.6976249,-1.7067134,"('distant', 'outgoing')",-1.6976249,-1.7067134,-0.0090885
6,-1.3237145,-1.3834202,"('distant', 'open')",-1.3237145,-1.3834202,-0.0597057
7,1.8830726,1.8856221,"('insensitive', 'sensitive')",1.8830726,1.8856221,0.0025495
8,0.44255188,0.3839434,"('unaffectionate', 'affectionate')",0.4425519,0.3839434,-0.0586085
9,1.1042578,1.0543033,"('unaffectionate', 'caring')",1.1042578,1.0543033,-0.0499545
10,1.6767886,1.4793087,"('unsympathetic', 'sympathetic')",1.6767886,1.4793087,-0.1974799
11,3.1239479,3.0978389,"('unhelpful', 'helpful')",3.1239479,3.0978389,-0.026109
12,-0.54892397,-0.6150226,"('unsupportive', 'supportive')",-0.548924,-0.6150226,-0.0660986
13,0.9078172,0.8809662,"('impolite', 'polite')",0.9078172,0.8809662,-0.026851
14,0.94508916,0.98292947,"('antisocial', 'social')",0.9450892,0.9829295,0.0378403
15,-0.3295895,-0.3579716,"('boring', 'funny')",-0.3295895,-0.3579716,-0.0283821
16,-0.9542289,-0.7585495,"('unpopular', 'popular')",-0.9542289,-0.7585495,0.1956794
17,-0.045581523,0.0018405244,"('nasty', 'nice')",-0.0455815,0.0018405,0.047422
18,-1.2278038,-1.1905142,"('disagreeable', 'welcoming')",-1.2278038,-1.1905142,0.0372896
19,-1.1518564,-1.1083267,"('inhospitable', 'hospitable')",-1.1518564,-1.1083267,0.0435297
20,0.6860072,0.7075363,"('rough', 'thoughtful')",0.6860072,0.7075363,0.0215291
21,0.5320461,0.5984274,"('immoral', 'moral')",0.5320461,0.5984274,0.0663813
22,0.78843105,0.83509755,"('untrustworthy', 'trustworthy')",0.788431,0.8350976,0.0466666
23,6.511455,6.481127,"('insincere', 'sincere')",6.5114551,6.4811268,-0.0303283
24,1.7164127,1.6869535,"('dishonest', 'honest')",1.7164127,1.6869535,-0.0294592
25,-0.0798173,-0.11642142,"('egoistic', 'altruistic')",-0.0798173,-0.1164214,-0.0366041
26,1.4396551,1.2730733,"('hardhearted', 'benevolent')",1.4396551,1.2730733,-0.1665818
27,0.7746592,0.49196717,"('hardhearted', 'softhearted')",0.7746592,0.4919672,-0.282692
28,1.426971,1.2663766,"('disloyal', 'loyal')",1.426971,1.2663766,-0.1605944
29,-0.6096936,-0.7458075,"('unfair', 'fair')",-0.6096936,-0.7458075,-0.1361139
30,1.3169705,1.2287099,"('intolerant', 'tolerant')",1.3169705,1.2287099,-0.0882606
