,marsh_male,marsh_female,tuple,&_male,&_female,mclennan_male,mclennan_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,female-male
0,0.02844496,-0.11796749,"('unsociable', 'sociable')",1.00279,0.94169635,-2.5941346,-2.8293061,-0.0024981834,-0.25530496,-0.33019605,-0.5104576,-0.3791188,-0.554268,-0.1751492
1,0.3537946,0.28766352,"('unfriendly', 'friendly')",-1.3788646,-1.2976991,-1.7496656,-1.7645317,-0.59949696,-0.71104497,1.842743,1.7577419,-0.3062979,-0.345574,-0.0392761
2,-0.4856195,-0.39270803,"('unlikable', 'likable')",0.78901917,0.9328817,0.21727543,0.28694454,1.0172111,1.0606798,0.72294676,0.91179365,0.4521666,0.5599183,0.1077517
3,-0.35882255,-0.17442171,"('repellent', 'pleasant')",0.17821053,0.22397996,-1.3418934,-1.2698975,0.2887925,0.29667985,-0.08834945,-0.032449044,-0.2644125,-0.1912217,0.0731908
4,-0.44415498,-0.5109248,"('disliked', 'liked')",0.18586645,0.10675207,0.748183,0.70900315,-0.7964047,-0.833568,-5.5284963,-5.3580294,-1.1670013,-1.1773534,-0.0103521
5,0.12958805,0.2155192,"('distant', 'outgoing')",-0.9843419,-0.940906,1.4677942,1.5419832,-1.2008237,-1.096659,-0.10516214,-0.017704915,-0.1385891,-0.0595535,0.0790356
6,0.5260109,0.6307452,"('distant', 'open')",-1.0914016,-0.9666213,1.5404263,1.6254482,-1.2308068,-1.1419495,0.5457221,0.60088974,0.0579902,0.1497025,0.0917123
7,1.4497467,1.496951,"('insensitive', 'sensitive')",0.26893014,0.3853383,-1.3372085,-1.3820292,-0.23214056,-0.28797314,0.64687634,0.65132976,0.1592408,0.1727233,0.0134825
8,0.61787236,0.62478334,"('unaffectionate', 'affectionate')",-0.6139675,-0.5055179,0.052075952,0.04177741,-1.1552305,-1.1252619,0.44036967,0.3992329,-0.131776,-0.1129972,0.0187788
9,1.1591619,1.1825839,"('unaffectionate', 'caring')",-0.48768157,-0.3725263,-0.18011916,-0.20200703,-0.33988458,-0.4110768,1.3341644,1.2798272,0.2971282,0.2953602,-0.001768
10,0.15592831,0.17895913,"('unsympathetic', 'sympathetic')",0.63253766,0.66559005,-3.535002,-3.6254973,-0.2016262,-0.42298585,0.10714524,0.004005144,-0.5682034,-0.6399858,-0.0717824
11,0.18580142,0.20920622,"('unhelpful', 'helpful')",-0.41934615,-0.36479938,-1.9589765,-1.9273889,0.23190399,0.1406999,2.1079595,2.1157308,0.0294684,0.0346897,0.0052213
12,0.9351251,1.0047867,"('unsupportive', 'supportive')",0.91789526,1.117984,-0.8674747,-0.8223277,-0.5579456,-0.5495655,-1.3261795,-1.179156,-0.1797159,-0.0856557,0.0940602
