,evil_male,evil_female,tuple,average_male,average_female,female-male
0,0.35581273,0.35319597,"('unsociable', 'sociable')",0.3558127,0.353196,-0.0026167
1,0.8680802,0.90767,"('unfriendly', 'friendly')",0.8680802,0.90767,0.0395898
2,-0.021615375,0.18675743,"('unlikable', 'likable')",-0.0216154,0.1867574,0.2083728
3,0.9197888,1.1534001,"('repellent', 'pleasant')",0.9197888,1.1534001,0.2336113
4,-7.2596,-7.524647,"('disliked', 'liked')",-7.2596002,-7.5246472,-0.265047
5,-0.7714202,-0.74444735,"('distant', 'outgoing')",-0.7714202,-0.7444474,0.0269728
6,-0.32571983,-0.41011482,"('distant', 'open')",-0.3257198,-0.4101148,-0.084395
7,1.3834758,1.531658,"('insensitive', 'sensitive')",1.3834758,1.5316581,0.1481823
8,0.8139094,0.7377129,"('unaffectionate', 'affectionate')",0.8139094,0.7377129,-0.0761965
9,1.237941,1.3644545,"('unaffectionate', 'caring')",1.237941,1.3644545,0.1265135
10,1.4076923,1.5232415,"('unsympathetic', 'sympathetic')",1.4076923,1.5232415,0.1155492
11,1.8379152,2.0113256,"('unhelpful', 'helpful')",1.8379152,2.0113256,0.1734104
12,-1.5267152,-1.3716962,"('unsupportive', 'supportive')",-1.5267152,-1.3716962,0.155019
13,0.35001656,0.5750169,"('impolite', 'polite')",0.3500166,0.5750169,0.2250003
14,0.5094767,0.48253155,"('antisocial', 'social')",0.5094767,0.4825315,-0.0269452
15,0.47288743,0.3692225,"('boring', 'funny')",0.4728874,0.3692225,-0.1036649
16,-0.9220043,-0.82748944,"('unpopular', 'popular')",-0.9220043,-0.8274894,0.0945149
17,-0.11554066,-0.196903,"('nasty', 'nice')",-0.1155407,-0.196903,-0.0813623
18,-0.58755684,-0.45027435,"('disagreeable', 'welcoming')",-0.5875568,-0.4502743,0.1372825
19,-0.906526,-0.83790183,"('inhospitable', 'hospitable')",-0.906526,-0.8379018,0.0686242
20,0.68485576,0.59971136,"('rough', 'thoughtful')",0.6848558,0.5997114,-0.0851444
21,0.14049017,0.45711055,"('immoral', 'moral')",0.1404902,0.4571106,0.3166204
22,-0.08181258,-0.071228266,"('untrustworthy', 'trustworthy')",-0.0818126,-0.0712283,0.0105843
23,6.165814,6.6193123,"('insincere', 'sincere')",6.1658139,6.6193123,0.4534984
24,1.4878457,1.605375,"('dishonest', 'honest')",1.4878457,1.6053751,0.1175294
