,action_male,action_female,tuple,average_male,average_female,female-male
0,0.209697,0.030347437,"('unsociable', 'sociable')",0.209697,0.0303474,-0.1793496
1,0.82767236,0.8210639,"('unfriendly', 'friendly')",0.8276724,0.8210639,-0.0066085
2,0.48163143,0.5456282,"('unlikable', 'likable')",0.4816314,0.5456282,0.0639968
3,0.3337754,0.328531,"('repellent', 'pleasant')",0.3337754,0.328531,-0.0052444
4,-7.105554,-7.078265,"('disliked', 'liked')",-7.1055541,-7.0782652,0.0272889
5,-0.36148548,-0.2534954,"('distant', 'outgoing')",-0.3614855,-0.2534954,0.1079901
6,-0.03725803,0.09141599,"('distant', 'open')",-0.037258,0.091416,0.128674
7,0.98550254,0.90424263,"('insensitive', 'sensitive')",0.9855025,0.9042426,-0.0812599
8,0.7038975,0.7798038,"('unaffectionate', 'affectionate')",0.7038975,0.7798038,0.0759063
9,1.9517019,2.0100424,"('unaffectionate', 'caring')",1.9517019,2.0100424,0.0583405
10,1.0434686,1.033136,"('unsympathetic', 'sympathetic')",1.0434686,1.033136,-0.0103326
11,2.8525147,2.8180554,"('unhelpful', 'helpful')",2.8525147,2.8180554,-0.0344593
12,-1.5144486,-1.5122699,"('unsupportive', 'supportive')",-1.5144486,-1.5122699,0.0021787
13,-0.22030802,-0.2695358,"('impolite', 'polite')",-0.220308,-0.2695358,-0.0492278
14,0.5554199,0.38094994,"('antisocial', 'social')",0.5554199,0.3809499,-0.17447
15,0.82494265,0.78456014,"('boring', 'funny')",0.8249426,0.7845601,-0.0403825
16,-0.82695097,-0.791903,"('unpopular', 'popular')",-0.826951,-0.791903,0.035048
17,-0.6815824,-0.6879424,"('nasty', 'nice')",-0.6815824,-0.6879424,-0.00636
18,-0.9659797,-0.9743439,"('disagreeable', 'welcoming')",-0.9659797,-0.9743439,-0.0083642
19,-0.6258673,-0.56885046,"('inhospitable', 'hospitable')",-0.6258673,-0.5688505,0.0570168
20,0.8494827,0.7237796,"('rough', 'thoughtful')",0.8494827,0.7237796,-0.1257031
21,0.6501455,0.5735645,"('immoral', 'moral')",0.6501455,0.5735645,-0.076581
22,-0.053278115,-0.112210006,"('untrustworthy', 'trustworthy')",-0.0532781,-0.11221,-0.0589319
23,7.0068393,6.868631,"('insincere', 'sincere')",7.0068393,6.8686309,-0.1382084
24,1.9217229,1.8804635,"('dishonest', 'honest')",1.9217229,1.8804635,-0.0412594
25,0.32226205,0.31050682,"('egoistic', 'altruistic')",0.322262,0.3105068,-0.0117552
26,1.0518646,0.92729646,"('hardhearted', 'benevolent')",1.0518646,0.9272965,-0.1245681
27,1.2505175,1.1956586,"('hardhearted', 'softhearted')",1.2505175,1.1956586,-0.0548589
28,1.2345558,1.1845546,"('disloyal', 'loyal')",1.2345558,1.1845546,-0.0500012
29,-0.7701364,-0.8510887,"('unfair', 'fair')",-0.7701364,-0.8510887,-0.0809523
30,1.1022079,1.0193057,"('intolerant', 'tolerant')",1.1022079,1.0193057,-0.0829022
31,-2.1057935,-2.0638392,"('evil', 'good')",-2.1057935,-2.0638392,0.0419543
32,1.1312743,1.0637599,"('unkind', 'kind')",1.1312743,1.0637599,-0.0675144
33,-0.12706305,-0.17330629,"('wrong', 'right')",-0.1270631,-0.1733063,-0.0462432
34,5.173154,5.2843757,"('mean', 'honorable')",5.1731539,5.2843757,0.1112218
35,-1.1609534,-1.2265444,"('corrupt', 'incorrupt')",-1.1609534,-1.2265444,-0.065591
36,-0.87778974,-0.8468817,"('hostile', 'amicable')",-0.8777897,-0.8468817,0.030908
37,0.89296466,0.83629084,"('fake', 'genuine')",0.8929647,0.8362908,-0.0566739
38,0.62186724,0.63401484,"('untruthful', 'truthful')",0.6218672,0.6340148,0.0121476
39,-0.20464337,-0.28271633,"('exploitative', 'cooperative')",-0.2046434,-0.2827163,-0.0780729
40,-3.0383132,-3.0777032,"('stingy', 'generous')",-3.0383132,-3.0777032,-0.03939
41,-0.26333618,-0.29327783,"('unforgiving', 'forgiving')",-0.2633362,-0.2932778,-0.0299416
42,-2.7074406,-2.6446872,"('unreliable', 'reliable')",-2.7074406,-2.6446872,0.0627534
43,1.8080592,1.7672564,"('irresponsible', 'responsible')",1.8080592,1.7672564,-0.0408028
44,-1.4446273,-1.421,"('prejudiced', 'unprejudiced')",-1.4446273,-1.421,0.0236273
45,0.25826088,0.22166947,"('incompetent', 'competent')",0.2582609,0.2216695,-0.0365914
46,-0.7130506,-0.73977494,"('uncompetitive', 'competitive')",-0.7130506,-0.7397749,-0.0267243
47,5.8968744,5.9449024,"('stupid', 'smart')",5.8968744,5.9449024,0.048028
48,0.50034744,0.43079877,"('unintelligent', 'intelligent')",0.5003474,0.4307988,-0.0695486
49,0.36488485,0.3840665,"('unable', 'able')",0.3648849,0.3840665,0.0191816
50,-0.4161735,-0.39768195,"('clumsy', 'skillful')",-0.4161735,-0.397682,0.0184915
51,0.07329446,-0.018528387,"('uneducated', 'educated')",0.0732945,-0.0185284,-0.0918229
52,-1.0292573,-1.0591775,"('irrational', 'rational')",-1.0292573,-1.0591775,-0.0299202
53,-0.33481395,-0.33746573,"('uncreative', 'creative')",-0.334814,-0.3374657,-0.0026517
54,1.1562239,1.2283347,"('incapable', 'capable')",1.1562239,1.2283347,0.0721108
55,0.5177609,0.44452184,"('incompetent', 'clever')",0.5177609,0.4445218,-0.0732391
56,1.6080395,1.5786129,"('impractical', 'practical')",1.6080395,1.5786129,-0.0294266
