,sears_male,sears_female,tuple,holdings_male,holdings_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.332195,-0.32741803,"('unsociable', 'sociable')",-0.017579809,-0.31920585,0.105969004,-0.0012875423,-0.0812686,-0.2159705,-0.1347019
1,1.4747485,1.3885945,"('unfriendly', 'friendly')",0.26125914,0.06380211,1.110502,1.0279044,0.9488366,0.826767,-0.1220696
2,0.6889867,0.72176087,"('unlikable', 'likable')",1.4393759,1.6186566,0.7795468,0.80196226,0.9693031,1.0474599,0.0781568
3,-0.923848,-0.679256,"('repellent', 'pleasant')",0.6683954,0.78186387,1.0870374,1.081352,0.277195,0.3946533,0.1174583
4,0.14123684,0.023082219,"('disliked', 'liked')",0.08497178,0.082250915,-7.350282,-7.4571276,-2.3746912,-2.4505981,-0.0759069
5,0.67066014,0.502326,"('distant', 'outgoing')",-0.62400055,-0.55437297,-0.91267365,-0.8376729,-0.2886714,-0.2965733,-0.0079019
6,0.47701928,0.3922384,"('distant', 'open')",-0.82924914,-0.72246456,-0.67604035,-0.60676455,-0.3427567,-0.3123302,0.0304265
7,0.23914613,0.39473593,"('insensitive', 'sensitive')",0.21678594,0.26973394,0.7543721,0.72506505,0.4034348,0.4631783,0.0597435
8,1.7797959,1.7235577,"('unaffectionate', 'affectionate')",-0.17875588,-0.2405651,0.67380035,0.6574402,0.7582801,0.7134776,-0.0448025
9,1.9897426,1.9437833,"('unaffectionate', 'caring')",0.21251853,0.13532951,1.2398517,1.3053132,1.147371,1.128142,-0.019229
10,-0.098119274,0.0554582,"('unsympathetic', 'sympathetic')",-0.12761146,-0.22832328,0.28723443,0.24217409,0.0205012,0.023103,0.0026018
11,-0.69002604,-0.5865949,"('unhelpful', 'helpful')",-0.6535984,-0.6630517,2.189986,2.3107653,0.2821205,0.3537062,0.0715857
12,1.4769704,1.6208911,"('unsupportive', 'supportive')",0.82436466,0.96966636,-1.6443756,-1.6787369,0.2189865,0.3039402,0.0849537
13,-1.0143545,-1.0420712,"('impolite', 'polite')",-0.27997625,-0.37270612,-0.043532304,-0.11227715,-0.4459543,-0.5090181,-0.0630638
14,-0.09219968,0.0419337,"('antisocial', 'social')",1.8576176,1.8544875,0.32230976,0.28958583,0.6959093,0.728669,0.0327597
15,0.4087395,0.2661509,"('boring', 'funny')",-0.9907817,-1.0589651,-0.026577339,0.0041622166,-0.2028732,-0.262884,-0.0600108
16,-0.91204,-0.93463635,"('unpopular', 'popular')",-0.8744509,-0.7759125,-0.075874984,-0.0033169612,-0.6207887,-0.5712886,0.0495001
17,0.00079244655,0.03054998,"('nasty', 'nice')",-0.880088,-0.7562589,-0.6727973,-0.584616,-0.5173643,-0.436775,0.0805893
