,du_male,du_female,tuple,pont_male,pont_female,ei_male,ei_female,de_male,de_female,nemours_male,nemours_female,&_male,&_female,co_male,co_female,average_male,average_female,female-male
0,0.091818534,-0.1141848,"('unsociable', 'sociable')",0.027574584,-0.1841415,0.36011592,0.16937715,0.97233456,0.85438484,-1.8934574,-2.0128453,1.0312232,0.9785379,-0.42511,-0.36793274,0.0234999,-0.0966863,-0.1201862
1,-0.29121664,-0.37141898,"('unfriendly', 'friendly')",0.71671116,0.56981057,-1.1537738,-1.312361,-0.8661296,-1.0684897,-0.45975843,-0.6037077,0.7506199,0.7309473,2.1311107,1.8847351,0.1182233,-0.0243549,-0.1425782
2,1.0319444,1.0246581,"('unlikable', 'likable')",1.0140667,1.0320182,0.6839718,0.7706489,1.3352201,1.2914534,0.6526088,0.6079469,1.6480451,1.6523029,1.0175351,1.0937206,1.0547703,1.0675355,0.0127652
3,-0.4471662,-0.37581483,"('repellent', 'pleasant')",-0.84094346,-0.890554,0.48781618,0.42092535,-0.057121113,-0.064913124,-1.3565471,-1.3461734,-0.3139401,-0.26925367,0.42061839,0.4933979,-0.3010405,-0.2903408,0.0106997
4,-0.2603973,-0.4087185,"('disliked', 'liked')",-0.4800107,-0.5489527,-0.6075653,-0.60211647,-0.41249046,-0.5895797,0.29936922,0.1786191,-0.56482995,-0.71554047,-7.095153,-6.9309807,-1.3030111,-1.3738956,-0.0708845
5,0.25119343,0.15142779,"('distant', 'outgoing')",0.7068605,0.72865254,-0.42011636,-0.3557947,-0.12520096,-0.27820975,1.6474319,1.5771269,0.55546856,0.45095778,0.8087482,0.7040153,0.4891979,0.4254537,-0.0637442
6,-0.123046204,-0.18301353,"('distant', 'open')",1.2231692,1.2572938,-0.30169848,-0.26460147,-0.1655272,-0.28236362,1.7333856,1.6568028,0.8033364,0.69275504,0.8897429,0.73023546,0.5799089,0.5153012,-0.0646077
7,-0.8943938,-0.9286917,"('insensitive', 'sensitive')",-0.72152287,-0.8276605,-0.3928243,-0.51163554,-0.35408536,-0.3063257,-2.6327925,-2.66882,0.09011807,0.14843321,-0.23316634,-0.12818447,-0.7340953,-0.7461264,-0.0120311
8,-0.7691202,-0.83328426,"('unaffectionate', 'affectionate')",0.16761619,0.14130972,-1.8434736,-1.8928614,-0.21951969,-0.27736002,0.077155486,-0.011443432,0.1922933,0.14499567,1.6747831,1.4728464,-0.102895,-0.1793996,-0.0765046
9,-0.7080223,-0.81583077,"('unaffectionate', 'caring')",-0.22936156,-0.30719703,-1.315125,-1.4716016,-0.67085755,-0.81476104,-0.5832727,-0.69198793,0.50085795,0.40451407,1.71555,1.5424621,-0.1843187,-0.3077718,-0.1234531
10,-0.6177049,-0.67237043,"('unsympathetic', 'sympathetic')",-1.6863669,-1.8982157,-0.2868825,-0.4667601,-0.22172321,-0.1071467,-3.283257,-3.325898,-0.041499883,-0.02609834,-0.43727797,-0.32398307,-0.9392447,-0.9743532,-0.0351085
11,-0.01697411,-0.078343004,"('unhelpful', 'helpful')",-0.5402091,-0.6741474,-0.65845966,-0.7748472,-0.25973755,-0.21504092,-1.7706524,-1.8113145,-0.7818347,-0.8187564,1.3330021,1.4118844,-0.3849807,-0.4229379,-0.0379572
12,0.31370622,0.2711422,"('unsupportive', 'supportive')",0.09121239,-0.0419437,-0.5488247,-0.615946,-0.0025390703,-0.061150394,-1.2261511,-1.3169465,1.0484545,1.038367,-2.2615976,-2.1605382,-0.3693913,-0.4124308,-0.0430395
13,-0.6299346,-0.68892324,"('impolite', 'polite')",-0.262738,-0.30596992,-0.19073053,-0.23880203,-0.47657245,-0.40504196,-2.3509765,-2.3320093,-0.5149839,-0.44192845,-1.0219454,-0.86249244,-0.7782687,-0.7535954,0.0246733
14,0.6529956,0.5359394,"('antisocial', 'social')",-0.03765089,-0.18456627,-0.033194426,-0.11304751,0.8707919,0.88278115,-2.1882384,-2.241876,1.1888088,1.3165206,-0.93596315,-0.7547218,-0.0689215,-0.0798529,-0.0109314
15,-0.12489415,-0.1685487,"('boring', 'funny')",0.8316474,0.91591454,0.5855779,0.6278431,0.26218945,0.26095927,-0.02872456,0.0025708452,0.37504858,0.33245426,0.32646385,0.38809425,0.3181869,0.3370411,0.0188542
16,0.2550935,0.19838557,"('unpopular', 'popular')",-0.2988304,-0.29511037,-0.032116205,-0.08566215,0.15257782,0.06782389,1.0324409,0.99412835,0.3029002,0.2656653,0.4811906,0.4203702,0.2704652,0.2236573,-0.0468079
17,0.16192243,0.1455998,"('nasty', 'nice')",0.91349643,0.9751519,0.04894184,0.10755763,-0.15792507,-0.15399957,-0.20445514,-0.113561235,0.17774594,0.22600251,-0.30113986,-0.22342283,0.0912266,0.1376183,0.0463917
18,-0.33818918,-0.33559573,"('disagreeable', 'welcoming')",0.058678553,0.02522577,-1.264207,-1.2432734,-0.5310494,-0.55337256,-0.65441954,-0.66590834,0.9101066,0.95849526,-0.5896528,-0.64986914,-0.3441047,-0.3520426,-0.0079379
19,-0.30940056,-0.2976691,"('inhospitable', 'hospitable')",-0.15153076,-0.09641893,-0.11473189,-0.03333854,-0.9801455,-1.0185099,0.23278975,0.24595077,-0.9597245,-0.9830746,0.48766872,0.4215733,-0.2564392,-0.251641,0.0047982
20,1.0379715,1.0347028,"('rough', 'thoughtful')",1.0084233,0.9133918,0.41457704,0.36758476,0.42062122,0.4554124,0.15499458,0.12720987,0.9214131,0.9580604,-0.17824814,-0.16094795,0.5399646,0.5279163,-0.0120483
21,0.3084048,0.29292816,"('immoral', 'moral')",-0.96924853,-1.1099179,0.4128764,0.3141017,0.4462538,0.50667375,-2.4117658,-2.3880708,0.42932186,0.44029367,-1.6445632,-1.4807943,-0.4898172,-0.4892551,0.0005621
22,-0.056093656,-0.20087436,"('untrustworthy', 'trustworthy')",-1.2178817,-1.4225844,0.094557986,-0.017944863,0.08258726,0.008914356,-1.7793875,-1.915096,-0.10229331,-0.18535021,-1.5949591,-1.5670226,-0.6533529,-0.7571369,-0.103784
