,nordstrom_male,nordstrom_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.35548013,-0.45942187,"('unsociable', 'sociable')",-0.5933355,-0.74529845,-0.4744078,-0.6023601,-0.1279523
1,0.035416313,-0.23376326,"('unfriendly', 'friendly')",2.0800397,1.9664872,1.0577281,0.866362,-0.1913661
2,-0.21910535,-0.11879824,"('unlikable', 'likable')",0.3780923,0.509186,0.0794935,0.1951939,0.1157004
3,-0.7021301,-0.6240325,"('repellent', 'pleasant')",0.18783987,0.22320518,-0.2571451,-0.2004137,0.0567314
4,-0.16926262,-0.335863,"('disliked', 'liked')",-6.474112,-6.573639,-3.3216872,-3.454751,-0.1330638
5,-0.034573086,-0.14097992,"('distant', 'outgoing')",0.052069314,0.05428187,0.0087481,-0.043349,-0.0520971
6,-0.049966674,-0.14275053,"('distant', 'open')",0.5010709,0.51577383,0.2255521,0.1865117,-0.0390404
7,-0.7797359,-0.6843955,"('insensitive', 'sensitive')",0.5101064,0.5452848,-0.1348148,-0.0695553,0.0652595
8,0.3198259,0.29832426,"('unaffectionate', 'affectionate')",1.4320209,1.3067571,0.8759234,0.8025407,-0.0733827
9,-0.038449507,-0.08712232,"('unaffectionate', 'caring')",1.3191996,1.2144074,0.640375,0.5636426,-0.0767324
10,-1.6768309,-1.6234938,"('unsympathetic', 'sympathetic')",-0.7421843,-0.73094887,-1.2095076,-1.1772213,0.0322863
11,-1.1426325,-1.0488036,"('unhelpful', 'helpful')",1.2499375,1.3199818,0.0536525,0.1355891,0.0819366
12,-0.35088032,-0.2839045,"('unsupportive', 'supportive')",-1.6618245,-1.6960857,-1.0063524,-0.9899951,0.0163573
13,-0.97388357,-0.88394797,"('impolite', 'polite')",-0.89673895,-0.81513345,-0.9353113,-0.8495407,0.0857706
14,-0.517364,-0.4482235,"('antisocial', 'social')",-0.63748926,-0.71881974,-0.5774267,-0.5835216,-0.0060949
15,-0.11618213,-0.22256939,"('boring', 'funny')",0.7039931,0.7016906,0.2939055,0.2395606,-0.0543449
16,-0.49370646,-0.42947596,"('unpopular', 'popular')",0.178676,0.27062398,-0.1575152,-0.079426,0.0780892
17,-0.7630555,-0.71429974,"('nasty', 'nice')",-0.5291976,-0.5241023,-0.6461265,-0.619201,0.0269255
18,0.11790675,0.15464635,"('disagreeable', 'welcoming')",-0.34346363,-0.39914754,-0.1127784,-0.1222506,-0.0094722
19,0.11171506,0.08401609,"('inhospitable', 'hospitable')",0.47066864,0.5956811,0.2911918,0.3398486,0.0486568
20,0.6291546,0.6807444,"('rough', 'thoughtful')",0.98269176,0.9163998,0.8059232,0.7985721,-0.0073511
21,-1.3125786,-1.3077115,"('immoral', 'moral')",-1.0821978,-1.016412,-1.1973882,-1.1620617,0.0353265
22,-0.9474374,-0.87867063,"('untrustworthy', 'trustworthy')",-0.95783085,-1.0056232,-0.9526341,-0.9421469,0.0104872
23,-0.16159594,-0.16134727,"('insincere', 'sincere')",5.5419054,5.4923687,2.6901548,2.6655107,-0.0246441
24,-0.9527475,-0.8373358,"('dishonest', 'honest')",0.40613645,0.329746,-0.2733055,-0.2537949,0.0195106
25,0.5433494,0.4500399,"('egoistic', 'altruistic')",1.6957877,1.6156987,1.1195686,1.0328693,-0.0866993
26,0.83194166,0.6775761,"('hardhearted', 'benevolent')",2.0132072,1.9171658,1.4225744,1.2973709,-0.1252035
27,-0.6757423,-0.6048901,"('hardhearted', 'softhearted')",1.6501478,1.5177617,0.4872027,0.4564358,-0.0307669
28,-0.034967303,-0.18899685,"('disloyal', 'loyal')",0.9364129,0.7826829,0.4507228,0.296843,-0.1538798
29,-0.51866865,-0.56868404,"('unfair', 'fair')",-0.24714473,-0.42134336,-0.3829067,-0.4950137,-0.112107
30,-0.43062606,-0.43795195,"('intolerant', 'tolerant')",0.71770436,0.70085275,0.1435391,0.1314504,-0.0120887
31,-0.28200632,-0.3449029,"('evil', 'good')",-0.3315737,-0.44789734,-0.30679,-0.3964001,-0.0896101
32,-0.34017825,-0.43086678,"('unkind', 'kind')",0.80245346,0.6228045,0.2311376,0.0959689,-0.1351687
33,1.0065756,0.88375527,"('wrong', 'right')",-0.068352655,-0.15927066,0.4691115,0.3622423,-0.1068692
34,-0.47024527,-0.2892101,"('mean', 'honorable')",5.5333357,5.7566023,2.5315452,2.733696,0.2021508
35,0.33313015,0.15628213,"('corrupt', 'incorrupt')",0.20606627,0.046031058,0.2695982,0.1011566,-0.1684416
36,0.26593453,-0.01062005,"('hostile', 'amicable')",0.66845375,0.46244845,0.4671941,0.2259142,-0.2412799
37,-0.15780494,-0.07234292,"('fake', 'genuine')",0.47029483,0.49162468,0.1562449,0.2096409,0.053396
38,-0.5036936,-0.48392823,"('untruthful', 'truthful')",-0.22273397,-0.19391519,-0.3632138,-0.3389217,0.0242921
39,1.1632285,1.2320546,"('exploitative', 'cooperative')",0.30713242,0.27844366,0.7351805,0.7552491,0.0200686
40,0.41770017,0.33901554,"('stingy', 'generous')",-1.3294085,-1.4466804,-0.4558542,-0.5538324,-0.0979782
41,0.24938561,0.18460692,"('unforgiving', 'forgiving')",0.1205642,-0.025188254,0.1849749,0.0797093,-0.1052656
42,-0.13904053,0.009047579,"('unreliable', 'reliable')",-3.5217648,-3.3500652,-1.8304026,-1.6705089,0.1598937
43,-0.6025644,-0.3896356,"('irresponsible', 'responsible')",0.2943859,0.3674745,-0.1540892,-0.0110805,0.1430087
44,-0.67265266,-0.57712334,"('prejudiced', 'unprejudiced')",-1.892449,-1.8479903,-1.2825508,-1.2125568,0.069994
45,-0.28826588,-0.31253755,"('incompetent', 'competent')",-0.1489301,-0.17580792,-0.218598,-0.2441727,-0.0255747
46,-0.63188094,-0.5366149,"('uncompetitive', 'competitive')",-0.97264993,-0.944242,-0.8022654,-0.7404284,0.061837
47,-0.09903246,0.1042418,"('stupid', 'smart')",5.01257,5.1427293,2.4567688,2.6234856,0.1667168
48,-0.26135474,-0.3610879,"('unintelligent', 'intelligent')",0.03414312,0.06210596,-0.1136058,-0.149491,-0.0358852
49,-0.5112682,-0.42146957,"('unable', 'able')",-0.3947312,-0.29929143,-0.4529997,-0.3603805,0.0926192
50,0.30452353,0.31333718,"('clumsy', 'skillful')",0.26045093,0.26410496,0.2824872,0.2887211,0.0062339
51,-0.24060759,-0.41257927,"('uneducated', 'educated')",0.36227453,0.32558438,0.0608335,-0.0434974,-0.1043309
52,0.5192661,0.29763797,"('irrational', 'rational')",0.8511316,0.70915896,0.6851989,0.5033985,-0.1818004
53,-0.5756521,-0.5965127,"('uncreative', 'creative')",0.64763546,0.69910204,0.0359917,0.0512947,0.015303
54,-0.0039966404,-0.15724668,"('incapable', 'capable')",1.2592306,1.3298852,0.627617,0.5863193,-0.0412977
55,-0.35197604,-0.21137781,"('incompetent', 'clever')",-0.31301937,-0.31143662,-0.3324977,-0.2614072,0.0710905
56,0.19935545,0.21730873,"('impractical', 'practical')",-0.7139064,-0.63297427,-0.2572755,-0.2078328,0.0494427
57,-0.98874694,-1.1307452,"('unimaginative', 'imaginative')",-2.48545,-2.5179207,-1.7370985,-1.824333,-0.0872345
