,covidien_male,covidien_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-1.3446087,-1.3775573,"('unsociable', 'sociable')",-0.77725565,-0.857514,-1.0609322,-1.1175356,-0.0566034
1,-1.7370049,-1.8438567,"('unfriendly', 'friendly')",1.9776323,1.692747,0.1203137,-0.0755548,-0.1958685
2,0.24527764,0.2658106,"('unlikable', 'likable')",0.46529934,0.54473805,0.3552885,0.4052743,0.0499858
3,-0.20583273,-0.07726417,"('repellent', 'pleasant')",-0.21175212,-0.10667364,-0.2087924,-0.0919689,0.1168235
4,-0.13947624,-0.18298517,"('disliked', 'liked')",-3.5901735,-3.5894742,-1.8648249,-1.8862296,-0.0214047
5,-0.05997477,-0.08266471,"('distant', 'outgoing')",0.5244782,0.38729608,0.2322517,0.1523157,-0.079936
6,-0.5192056,-0.52185464,"('distant', 'open')",0.4938245,0.3503433,-0.0126905,-0.0857557,-0.0730652
7,-0.72943234,-0.6917558,"('insensitive', 'sensitive')",0.4152818,0.40015304,-0.1570753,-0.1458014,0.0112739
8,-1.3678877,-1.4440762,"('unaffectionate', 'affectionate')",0.90629697,0.68658483,-0.2307954,-0.3787457,-0.1479503
9,-1.4010158,-1.4436826,"('unaffectionate', 'caring')",1.1743478,1.012811,-0.113334,-0.2154358,-0.1021018
10,-1.6803347,-1.6416565,"('unsympathetic', 'sympathetic')",-0.75080633,-0.74273676,-1.2155704,-1.1921966,0.0233738
11,-1.105546,-1.0445141,"('unhelpful', 'helpful')",0.43774545,0.43457904,-0.3339003,-0.3049675,0.0289328
12,-0.69838786,-0.6573916,"('unsupportive', 'supportive')",-0.818515,-0.7874375,-0.7584515,-0.7224146,0.0360369
13,-1.4674147,-1.4701991,"('impolite', 'polite')",-1.2120708,-1.1196603,-1.3397428,-1.2949297,0.0448131
14,0.08828614,0.10617609,"('antisocial', 'social')",0.65207005,0.7314417,0.3701781,0.4188089,0.0486308
15,-0.24198365,-0.35861626,"('boring', 'funny')",0.11238254,0.036768068,-0.0648006,-0.1609241,-0.0961235
16,-0.61437875,-0.56225824,"('unpopular', 'popular')",-0.5147048,-0.5111176,-0.5645418,-0.5366879,0.0278539
17,-0.39054662,-0.39354622,"('nasty', 'nice')",-1.0769957,-1.1121743,-0.7337712,-0.7528602,-0.019089
18,-1.3840412,-1.3160645,"('disagreeable', 'welcoming')",-0.8004113,-0.822765,-1.0922263,-1.0694147,0.0228116
19,-0.89959985,-0.9038857,"('inhospitable', 'hospitable')",-0.19825,-0.29534552,-0.5489249,-0.5996156,-0.0506907
20,0.8026448,0.82482237,"('rough', 'thoughtful')",1.1597534,1.1302605,0.9811991,0.9775414,-0.0036577
21,-0.86342824,-0.7801161,"('immoral', 'moral')",-1.2590109,-1.1327404,-1.0612196,-0.9564282,0.1047914
22,-0.08467463,-0.09259506,"('untrustworthy', 'trustworthy')",-0.26940843,-0.3200218,-0.1770415,-0.2063084,-0.0292669
23,-1.216531,-1.2003505,"('insincere', 'sincere')",3.4407911,3.2521472,1.11213,1.0258983,-0.0862317
24,-0.90501165,-0.8853732,"('dishonest', 'honest')",0.4805656,0.39840353,-0.212223,-0.2434848,-0.0312618
25,-0.14844424,-0.17239356,"('egoistic', 'altruistic')",1.651587,1.5490562,0.7515714,0.6883313,-0.0632401
26,-0.15335749,-0.27316415,"('hardhearted', 'benevolent')",2.7495635,2.6012132,1.298103,1.1640246,-0.1340784
27,-1.5299505,-1.6092737,"('hardhearted', 'softhearted')",0.37630174,0.0803422,-0.5768244,-0.7644657,-0.1876413
28,-0.5303553,-0.52971464,"('disloyal', 'loyal')",0.8423284,0.68291825,0.1559866,0.0766018,-0.0793848
29,0.7220786,0.664331,"('unfair', 'fair')",-0.29902396,-0.48107034,0.2115273,0.0916303,-0.119897
30,-0.22519559,-0.19644327,"('intolerant', 'tolerant')",0.36030775,0.41941512,0.0675561,0.1114859,0.0439298
31,0.1906097,0.23651424,"('evil', 'good')",0.32951808,0.26212275,0.2600639,0.2493185,-0.0107454
32,-0.97997504,-0.9969829,"('unkind', 'kind')",0.25402576,0.0691691,-0.3629746,-0.4639069,-0.1009323
33,0.31530282,0.26366347,"('wrong', 'right')",0.3926872,0.28652698,0.353995,0.2750952,-0.0788998
34,0.0121748485,0.18651742,"('mean', 'honorable')",2.92974,3.0523438,1.4709574,1.6194307,0.1484733
35,0.74355054,0.5857415,"('corrupt', 'incorrupt')",-0.05380909,-0.28567573,0.3448707,0.1500329,-0.1948378
36,0.127512,0.07238945,"('hostile', 'amicable')",1.2161946,0.97541535,0.6718533,0.5239024,-0.1479509
37,0.23720556,0.23347878,"('fake', 'genuine')",0.69494134,0.6412023,0.4660735,0.4373405,-0.028733
38,-0.9645279,-0.9908318,"('untruthful', 'truthful')",0.00717038,0.006733833,-0.4786788,-0.492049,-0.0133702
39,1.050697,1.1090528,"('exploitative', 'cooperative')",0.5915505,0.66154844,0.8211237,0.8853006,0.0641769
40,0.12628499,0.121835366,"('stingy', 'generous')",-0.8907779,-1.0460672,-0.3822464,-0.4621159,-0.0798695
41,-0.87276167,-0.86243623,"('unforgiving', 'forgiving')",0.59759724,0.53741765,-0.1375822,-0.1625093,-0.0249271
42,0.33076218,0.42791814,"('unreliable', 'reliable')",-1.8247305,-1.7331175,-0.7469842,-0.6525997,0.0943845
43,-1.2225536,-1.1508874,"('irresponsible', 'responsible')",0.7179051,0.7511903,-0.2523243,-0.1998485,0.0524758
44,0.52711165,0.503271,"('prejudiced', 'unprejudiced')",-1.6592547,-1.6003293,-0.5660715,-0.5485291,0.0175424
45,-1.130698,-1.0890745,"('incompetent', 'competent')",0.7250861,0.71764386,-0.2028059,-0.1857153,0.0170906
46,-1.2025082,-1.1085997,"('uncompetitive', 'competitive')",-0.6589968,-0.61442393,-0.9307525,-0.8615118,0.0692407
47,-0.56534296,-0.4444496,"('stupid', 'smart')",3.5305295,3.5970647,1.4825933,1.5763075,0.0937142
48,-1.0239772,-0.9996036,"('unintelligent', 'intelligent')",-0.30237773,-0.2542847,-0.6631774,-0.6269442,0.0362332
49,-0.6629463,-0.5242862,"('unable', 'able')",-0.64599144,-0.55081654,-0.6544689,-0.5375514,0.1169175
50,0.05694575,0.022236217,"('clumsy', 'skillful')",-0.53323245,-0.6769029,-0.2381434,-0.3273333,-0.0891899
51,-0.9967055,-1.033461,"('uneducated', 'educated')",0.10201296,0.11843584,-0.4473463,-0.4575126,-0.0101663
52,0.20244078,0.036262445,"('irrational', 'rational')",0.27641574,0.1248812,0.2394283,0.0805718,-0.1588565
53,-0.9302471,-0.888362,"('uncreative', 'creative')",0.9086447,0.7595205,-0.0108012,-0.0644208,-0.0536196
54,-0.039707035,-0.13158774,"('incapable', 'capable')",0.7809065,0.6686589,0.3705997,0.2685356,-0.1020641
55,-0.73510134,-0.61332685,"('incompetent', 'clever')",-0.15198533,0.0049080327,-0.4435433,-0.3042094,0.1393339
56,-0.094236545,-0.05027571,"('impractical', 'practical')",0.12168463,0.2909268,0.013724,0.1203256,0.1066016
57,-0.8948093,-0.9219243,"('unimaginative', 'imaginative')",-0.76744235,-0.70948476,-0.8311259,-0.8157045,0.0154214
58,0.11056836,0.14273432,"('undiscriminating', 'discriminating')",0.98360044,0.9941857,0.5470844,0.56846,0.0213756
59,0.3095696,0.2752425,"('foolish', 'wise')",0.1254794,0.060953006,0.2175245,0.1680978,-0.0494267
60,-0.8799375,-0.74226725,"('inefficient', 'efficient')",-0.85411865,-0.56197613,-0.8670281,-0.6521217,0.2149064
61,0.004342906,-0.087123886,"('illogical', 'logical')",0.802215,0.63613087,0.4032789,0.2745035,-0.1287754
62,-0.5058883,-0.43474457,"('incompetent', 'brilliant')",0.1516971,0.28302693,-0.1770956,-0.0758588,0.1012368
63,-1.1464854,-1.0998654,"('unperceptive', 'insightful')",0.81940234,0.837992,-0.1635416,-0.1309367,0.0326049
