,corps_male,corps_female,tuple,average_male,average_female,female-male
0,0.36367416,0.30657324,"('unsociable', 'sociable')",0.3636742,0.3065732,-0.057101
1,0.5754853,0.6871609,"('unfriendly', 'friendly')",0.5754853,0.6871609,0.1116756
2,-0.10031916,0.043665707,"('unlikable', 'likable')",-0.1003192,0.0436657,0.1439849
3,0.6682399,0.8561682,"('repellent', 'pleasant')",0.6682399,0.8561682,0.1879283
4,-7.464985,-7.502202,"('disliked', 'liked')",-7.4649849,-7.502202,-0.0372171
5,-1.0368032,-0.9635118,"('distant', 'outgoing')",-1.0368032,-0.9635118,0.0732914
6,-0.5960667,-0.58554703,"('distant', 'open')",-0.5960667,-0.585547,0.0105197
7,1.4011598,1.4256282,"('insensitive', 'sensitive')",1.4011598,1.4256282,0.0244684
8,0.95964783,0.90628815,"('unaffectionate', 'affectionate')",0.9596478,0.9062881,-0.0533597
9,1.5056999,1.4243679,"('unaffectionate', 'caring')",1.5056999,1.4243679,-0.081332
10,1.4358072,1.527626,"('unsympathetic', 'sympathetic')",1.4358072,1.527626,0.0918188
11,1.9426577,1.9256288,"('unhelpful', 'helpful')",1.9426577,1.9256288,-0.0170289
12,-1.4721633,-1.4449064,"('unsupportive', 'supportive')",-1.4721633,-1.4449064,0.0272569
13,-0.14468123,0.074363664,"('impolite', 'polite')",-0.1446812,0.0743637,0.2190449
14,0.43015867,0.47561383,"('antisocial', 'social')",0.4301587,0.4756138,0.0454551
15,0.18051302,0.11016593,"('boring', 'funny')",0.180513,0.1101659,-0.0703471
16,-0.73313594,-0.79062134,"('unpopular', 'popular')",-0.7331359,-0.7906213,-0.0574854
17,0.12952825,0.12390444,"('nasty', 'nice')",0.1295283,0.1239044,-0.0056239
18,-0.9310401,-0.686246,"('disagreeable', 'welcoming')",-0.9310401,-0.686246,0.2447941
19,-0.7091033,-0.75435424,"('inhospitable', 'hospitable')",-0.7091033,-0.7543542,-0.0452509
20,0.42142066,0.37156165,"('rough', 'thoughtful')",0.4214207,0.3715616,-0.0498591
21,-0.0653,0.20070514,"('immoral', 'moral')",-0.0653,0.2007051,0.2660051
22,-0.19744413,-0.113642424,"('untrustworthy', 'trustworthy')",-0.1974441,-0.1136424,0.0838017
23,6.1834273,6.2358966,"('insincere', 'sincere')",6.1834273,6.2358966,0.0524693
24,1.247587,1.2811388,"('dishonest', 'honest')",1.247587,1.2811388,0.0335518
25,0.59419096,0.66460574,"('egoistic', 'altruistic')",0.594191,0.6646057,0.0704147
26,1.6587586,1.3999515,"('hardhearted', 'benevolent')",1.6587586,1.3999515,-0.2588071
27,1.6750501,1.5520968,"('hardhearted', 'softhearted')",1.6750501,1.5520968,-0.1229533
28,1.5975393,1.4011755,"('disloyal', 'loyal')",1.5975393,1.4011755,-0.1963638
