,mailbox_male,mailbox_female,tuple,average_male,average_female,female-male
0,0.5033306,0.44018334,"('unsociable', 'sociable')",0.5033306,0.4401833,-0.0631473
1,0.6932724,0.7887128,"('unfriendly', 'friendly')",0.6932724,0.7887128,0.0954404
2,-0.18359768,-0.118306205,"('unlikable', 'likable')",-0.1835977,-0.1183062,0.0652915
3,-0.13139592,0.05421517,"('repellent', 'pleasant')",-0.1313959,0.0542152,0.1856111
4,-3.3445895,-3.2423298,"('disliked', 'liked')",-3.3445895,-3.2423298,0.1022597
5,-0.27463484,-0.1381427,"('distant', 'outgoing')",-0.2746348,-0.1381427,0.1364921
6,-0.112200454,-0.007207852,"('distant', 'open')",-0.1122005,-0.0072079,0.1049926
7,0.71581894,0.83473086,"('insensitive', 'sensitive')",0.7158189,0.8347309,0.118912
8,0.068162695,0.068246216,"('unaffectionate', 'affectionate')",0.0681627,0.0682462,8.35e-05
9,0.64057815,0.7517086,"('unaffectionate', 'caring')",0.6405782,0.7517086,0.1111304
10,-0.10391437,-0.17272285,"('unsympathetic', 'sympathetic')",-0.1039144,-0.1727228,-0.0688084
11,1.0898868,1.1650379,"('unhelpful', 'helpful')",1.0898868,1.1650379,0.0751511
12,-0.58158046,-0.49317706,"('unsupportive', 'supportive')",-0.5815805,-0.4931771,0.0884034
13,0.5907887,0.46702644,"('impolite', 'polite')",0.5907887,0.4670264,-0.1237623
14,0.28647575,0.19301414,"('antisocial', 'social')",0.2864757,0.1930141,-0.0934616
15,0.20168276,0.0916289,"('boring', 'funny')",0.2016828,0.0916289,-0.1100539
16,-0.63894695,-0.46683535,"('unpopular', 'popular')",-0.638947,-0.4668353,0.1721117
17,-0.44925255,-0.37775326,"('nasty', 'nice')",-0.4492525,-0.3777533,0.0714992
18,-0.66894877,-0.5406493,"('disagreeable', 'welcoming')",-0.6689488,-0.5406493,0.1282995
19,-0.124496005,-0.04440432,"('inhospitable', 'hospitable')",-0.124496,-0.0444043,0.0800917
20,-0.58845514,-0.5740812,"('rough', 'thoughtful')",-0.5884551,-0.5740812,0.0143739
21,0.31256235,0.35305485,"('immoral', 'moral')",0.3125623,0.3530549,0.0404926
22,-0.28405675,-0.2633239,"('untrustworthy', 'trustworthy')",-0.2840568,-0.2633239,0.0207329
23,3.607803,3.6931574,"('insincere', 'sincere')",3.6078031,3.6931574,0.0853543
24,1.0784904,1.1543149,"('dishonest', 'honest')",1.0784904,1.1543149,0.0758245
25,1.0664576,1.171914,"('egoistic', 'altruistic')",1.0664576,1.171914,0.1054564
26,1.0468332,0.73313034,"('hardhearted', 'benevolent')",1.0468332,0.7331303,-0.3137029
27,0.2807142,0.21872894,"('hardhearted', 'softhearted')",0.2807142,0.2187289,-0.0619853
28,0.6411962,0.63930327,"('disloyal', 'loyal')",0.6411962,0.6393033,-0.0018929
29,-0.42176074,-0.45010984,"('unfair', 'fair')",-0.4217607,-0.4501098,-0.0283491
30,0.48574945,0.4306994,"('intolerant', 'tolerant')",0.4857495,0.4306994,-0.0550501
31,-0.9168492,-0.87966824,"('evil', 'good')",-0.9168492,-0.8796682,0.037181
32,0.74011177,0.6338474,"('unkind', 'kind')",0.7401118,0.6338474,-0.1062644
33,0.4788955,0.554226,"('wrong', 'right')",0.4788955,0.554226,0.0753305
34,2.307985,2.4808338,"('mean', 'honorable')",2.3079851,2.4808338,0.1728487
35,-0.9864874,-0.99138016,"('corrupt', 'incorrupt')",-0.9864874,-0.9913802,-0.0048928
36,-0.9201281,-0.91944146,"('hostile', 'amicable')",-0.9201281,-0.9194415,0.0006866
