,biogen_male,biogen_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.78442687,-0.9111063,"('unsociable', 'sociable')",-0.33027226,-0.51453817,-0.5573496,-0.7128222,-0.1554726
1,-0.52506524,-0.7054126,"('unfriendly', 'friendly')",1.516661,1.4068629,0.4957979,0.3507251,-0.1450728
2,0.4787034,0.46675095,"('unlikable', 'likable')",1.0447278,1.0626754,0.7617156,0.7647132,0.0029976
3,-1.2781231,-1.2572429,"('repellent', 'pleasant')",0.18189384,0.1990418,-0.5481147,-0.5291005,0.0190142
4,-0.20972979,-0.3106769,"('disliked', 'liked')",-6.0641394,-6.1563964,-3.1369345,-3.2335367,-0.0966022
5,-0.16548042,-0.13899145,"('distant', 'outgoing')",-0.2764796,-0.24987191,-0.22098,-0.1944317,0.0265483
6,-0.32339555,-0.33809036,"('distant', 'open')",0.12862812,0.17264956,-0.0973837,-0.0827204,0.0146633
7,-1.0563322,-1.0690305,"('insensitive', 'sensitive')",0.2933941,0.3643406,-0.3814691,-0.352345,0.0291241
8,-0.18018581,-0.30159518,"('unaffectionate', 'affectionate')",0.5366063,0.48290855,0.1782103,0.0906567,-0.0875536
9,-0.32796282,-0.38625658,"('unaffectionate', 'caring')",0.8092808,0.8340513,0.240659,0.2238974,-0.0167616
10,-1.3563166,-1.3687314,"('unsympathetic', 'sympathetic')",-0.42524597,-0.435233,-0.8907813,-0.9019822,-0.0112009
11,-0.5901766,-0.54501504,"('unhelpful', 'helpful')",1.6263446,1.7105457,0.518084,0.5827653,0.0646813
12,0.19121169,0.26186308,"('unsupportive', 'supportive')",-1.92557,-1.8477111,-0.8671792,-0.792924,0.0742552
13,-0.98974454,-0.9998236,"('impolite', 'polite')",-0.5664278,-0.5326346,-0.7780862,-0.7662291,0.0118571
14,-0.7426709,-0.75717217,"('antisocial', 'social')",-0.3156613,-0.4417332,-0.5291661,-0.5994527,-0.0702866
15,0.15297893,0.040092018,"('boring', 'funny')",0.6686663,0.5200893,0.4108226,0.2800907,-0.1307319
16,0.03456747,-0.035557788,"('unpopular', 'popular')",0.5068543,0.5031915,0.2707109,0.2338168,-0.0368941
17,-0.100032,-0.019770585,"('nasty', 'nice')",-0.35223597,-0.31631786,-0.226134,-0.1680442,0.0580898
18,0.035461664,-0.01901649,"('disagreeable', 'welcoming')",-0.20783666,-0.20929462,-0.0861875,-0.1141556,-0.0279681
19,-0.87215966,-0.8862229,"('inhospitable', 'hospitable')",0.044147227,0.13303706,-0.4140062,-0.3765929,0.0374133
20,0.5585632,0.5681946,"('rough', 'thoughtful')",1.3625531,1.2840695,0.9605582,0.9261321,-0.0344261
21,-0.10616414,-0.17989737,"('immoral', 'moral')",-0.15427522,-0.15060025,-0.1302197,-0.1652488,-0.0350291
22,-0.68294805,-0.78597975,"('untrustworthy', 'trustworthy')",-0.7515265,-0.891846,-0.7172372,-0.8389128,-0.1216756
23,-0.8066347,-0.8366565,"('insincere', 'sincere')",5.5410895,5.4868712,2.3672273,2.3251073,-0.04212
24,-0.44253296,-0.50911087,"('dishonest', 'honest')",1.0098848,0.9312265,0.2836759,0.2110578,-0.0726181
25,0.3891327,0.2943932,"('egoistic', 'altruistic')",1.4139252,1.3185389,0.901529,0.806466,-0.095063
26,0.35729712,0.14778298,"('hardhearted', 'benevolent')",1.4700525,1.3558993,0.9136748,0.7518412,-0.1618336
27,-0.29017666,-0.25723958,"('hardhearted', 'softhearted')",1.3734726,1.330674,0.541648,0.5367172,-0.0049308
28,0.09699816,-0.042060867,"('disloyal', 'loyal')",0.9106952,0.80094296,0.5038467,0.3794411,-0.1244056
29,-0.32210222,-0.31636813,"('unfair', 'fair')",-0.38410717,-0.5750407,-0.3531047,-0.4457044,-0.0925997
30,-0.5439057,-0.59200996,"('intolerant', 'tolerant')",1.3100501,1.278688,0.3830722,0.343339,-0.0397332
31,-0.2136878,-0.2850642,"('evil', 'good')",-1.0800135,-1.2077551,-0.6468506,-0.7464097,-0.0995591
32,0.24253914,0.2342449,"('unkind', 'kind')",1.0717148,0.9236464,0.657127,0.5789456,-0.0781814
33,0.47591347,0.397228,"('wrong', 'right')",-0.57707095,-0.6620853,-0.0505787,-0.1324286,-0.0818499
34,-0.3767634,-0.27585578,"('mean', 'honorable')",5.9581895,6.1630163,2.7907131,2.9435802,0.1528671
35,-0.13330519,-0.18951179,"('corrupt', 'incorrupt')",-0.14943174,-0.28803474,-0.1413685,-0.2387733,-0.0974048
36,-0.88421464,-1.1005727,"('hostile', 'amicable')",0.15235686,-0.08034047,-0.3659289,-0.5904566,-0.2245277
37,-0.23752767,-0.32786167,"('fake', 'genuine')",0.4677751,0.47615585,0.1151237,0.0741471,-0.0409766
38,-0.08264192,-0.06014666,"('untruthful', 'truthful')",-0.1451515,-0.03714125,-0.1138967,-0.048644,0.0652527
39,0.11276873,0.06450033,"('exploitative', 'cooperative')",0.11785051,0.09268056,0.1153096,0.0785904,-0.0367192
40,0.5799572,0.49032432,"('stingy', 'generous')",-1.530753,-1.7290708,-0.4753979,-0.6193732,-0.1439753
41,0.0708115,0.027382761,"('unforgiving', 'forgiving')",0.36626875,0.24061091,0.2185401,0.1339968,-0.0845433
42,0.15553848,0.119290724,"('unreliable', 'reliable')",-2.9154065,-2.817717,-1.379934,-1.3492131,0.0307209
43,-0.5041876,-0.45725232,"('irresponsible', 'responsible')",0.6125168,0.6257267,0.0541646,0.0842372,0.0300726
44,-0.1311935,-0.0824089,"('prejudiced', 'unprejudiced')",-1.4039001,-1.4368594,-0.7675468,-0.7596341,0.0079127
45,-1.1140234,-1.1758752,"('incompetent', 'competent')",-0.08051455,-0.16594255,-0.597269,-0.6709089,-0.0736399
46,-0.78068084,-0.74846876,"('uncompetitive', 'competitive')",-0.5094739,-0.49162638,-0.6450773,-0.6200476,0.0250297
47,0.4860968,0.501663,"('stupid', 'smart')",5.604165,5.7272944,3.045131,3.1144788,0.0693478
48,1.1945392,1.182292,"('unintelligent', 'intelligent')",0.9887334,1.0037875,1.0916363,1.0930398,0.0014035
49,0.45455647,0.5762211,"('unable', 'able')",0.11206674,0.26447594,0.2833116,0.4203485,0.1370369
50,0.38927844,0.3527109,"('clumsy', 'skillful')",0.12242213,0.14556251,0.2558503,0.2491367,-0.0067136
