,united_male,united_female,tuple,states_male,states_female,steel_male,steel_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.58931124,-0.6239997,"('unsociable', 'sociable')",-1.262331,-1.4825987,-0.8485288,-0.92605793,-0.6454778,-0.73145485,-0.8364122,-0.9410278,-0.1046156
1,-0.6487318,-0.79659224,"('unfriendly', 'friendly')",-0.48084733,-0.75063443,1.4920595,1.3875754,0.741677,0.48818612,0.2760393,0.0821337,-0.1939056
2,0.5969737,0.6240375,"('unlikable', 'likable')",0.878831,0.88312066,0.62364864,0.70383704,0.47723696,0.46495262,0.6441726,0.668987,0.0248144
3,-0.27325204,-0.11729635,"('repellent', 'pleasant')",-0.46644166,-0.40490532,-1.0022473,-0.8355542,0.80442894,0.879149,-0.234378,-0.1196517,0.1147263
4,-0.3914389,-0.53099805,"('disliked', 'liked')",0.6582692,0.55762535,0.011221524,-0.17468664,-5.9391894,-5.8896694,-1.4152844,-1.5094322,-0.0941478
5,0.11913206,0.13780971,"('distant', 'outgoing')",-0.12937334,-0.17206745,0.16900003,0.115653634,-1.0105709,-1.070163,-0.212953,-0.2471918,-0.0342388
6,0.50512546,0.49617165,"('distant', 'open')",0.16901389,0.14339936,0.2985924,0.28346908,-0.69903743,-0.8209778,0.0684236,0.0255156,-0.042908
7,-0.04735028,-0.010310553,"('insensitive', 'sensitive')",-0.32420102,-0.34620205,0.13118576,0.24223745,0.03773728,0.02885532,-0.0506571,-0.021355,0.0293021
8,-1.5576066,-1.6264453,"('unaffectionate', 'affectionate')",-0.52698165,-0.67553574,1.0585728,1.0820303,0.14137052,-0.011347275,-0.2211612,-0.3078245,-0.0866633
9,-0.4439927,-0.4882885,"('unaffectionate', 'caring')",-0.32164744,-0.5079057,1.1480299,1.1498343,0.6162334,0.47978577,0.2496558,0.1583565,-0.0912993
10,-0.025762577,0.019348823,"('unsympathetic', 'sympathetic')",-0.770535,-0.8848653,-1.2710598,-1.2242876,-0.6679839,-0.69344145,-0.6838353,-0.6958114,-0.0119761
11,0.63288003,0.7375885,"('unhelpful', 'helpful')",-0.31354487,-0.351101,-1.0279654,-0.9795239,1.353259,1.3895714,0.1611572,0.1991338,0.0379766
12,0.7859618,0.8576065,"('unsupportive', 'supportive')",0.79515654,0.7880591,0.85478145,0.9119499,-1.8757839,-1.8701088,0.140029,0.1718767,0.0318477
13,-0.47687587,-0.45013893,"('impolite', 'polite')",-1.0395093,-1.1008512,-0.99807775,-0.9383605,-1.1168522,-1.1522223,-0.9078288,-0.9103932,-0.0025644
14,-0.16917165,-0.10543535,"('antisocial', 'social')",-0.20455402,-0.2552729,0.19865352,0.23993118,0.006181582,-0.061058138,-0.0422226,-0.0454588,-0.0032362
15,-0.64979434,-0.74766,"('boring', 'funny')",0.34626153,0.3393007,0.12725574,0.0322302,-0.41488892,-0.53032523,-0.1477915,-0.2266136,-0.0788221
16,-0.044620164,-0.11212412,"('unpopular', 'popular')",0.10779242,0.06685416,-0.15522803,-0.2676689,0.58439153,0.46053612,0.1230839,0.0368993,-0.0861846
17,-0.11407615,0.06493151,"('nasty', 'nice')",-0.07784285,0.110411875,-0.82945335,-0.71082366,-0.72139746,-0.62894994,-0.4356924,-0.2911075,0.1445849
18,-0.06560008,0.07783974,"('disagreeable', 'welcoming')",0.36966854,0.52576995,-1.3250324,-1.2416857,-1.6361195,-1.7354583,-0.6642709,-0.5933836,0.0708873
19,-0.21977323,-0.12391361,"('inhospitable', 'hospitable')",0.2795842,0.4149294,-0.40144244,-0.33369762,-0.96486866,-0.8786577,-0.326625,-0.2303349,0.0962901
