,mgm_male,mgm_female,tuple,resorts_male,resorts_female,international_male,international_female,average_male,average_female,female-male
0,1.6596215,1.5903722,"('unsociable', 'sociable')",1.0594747,0.9960907,0.3490017,0.37715912,1.0226993,0.987874,-0.0348253
1,0.8369066,0.8184174,"('unfriendly', 'friendly')",1.8435075,1.9597442,1.6872286,1.6154995,1.455881,1.4645537,0.0086727
2,0.7402922,0.8143996,"('unlikable', 'likable')",1.5168345,1.5453585,0.41376182,0.49051592,0.8902962,0.9500914,0.0597952
3,-0.50164545,-0.4838378,"('repellent', 'pleasant')",-1.3144811,-1.2480884,0.7756632,0.87021893,-0.3468211,-0.2872358,0.0595853
4,-0.2771151,-0.27848336,"('disliked', 'liked')",0.2519003,0.24492128,-7.595343,-7.5906496,-2.5401859,-2.5414039,-0.001218
5,0.47367334,0.5379271,"('distant', 'outgoing')",1.6000735,1.66016,-0.29163006,-0.28721753,0.5940389,0.6369565,0.0429176
6,0.7297914,0.7955959,"('distant', 'open')",1.448809,1.5400014,0.22168648,0.18692057,0.8000956,0.8408393,0.0407437
7,0.9617827,0.92971617,"('insensitive', 'sensitive')",0.22097418,0.26732293,0.30310607,0.3212722,0.4952877,0.5061038,0.0108161
8,1.0965728,1.1096234,"('unaffectionate', 'affectionate')",1.5255005,1.50418,0.82483476,0.73970956,1.1489693,1.1178377,-0.0311316
9,2.0186899,2.015822,"('unaffectionate', 'caring')",2.1087108,2.1190817,1.7283868,1.6915188,1.9519291,1.9421409,-0.0097882
10,0.5409517,0.44436005,"('unsympathetic', 'sympathetic')",-1.9262041,-1.9285924,-0.33704507,-0.29822943,-0.5740991,-0.594154,-0.0200549
11,-0.1855308,-0.2141364,"('unhelpful', 'helpful')",-1.0070163,-1.0239174,2.4937348,2.5251703,0.4337293,0.4290388,-0.0046905
12,1.6639045,1.6315118,"('unsupportive', 'supportive')",1.0765653,1.0769206,-1.78992,-1.7787344,0.31685,0.3098993,-0.0069507
13,0.2542695,0.1951099,"('impolite', 'polite')",-0.41535875,-0.45937327,0.53019017,0.5604112,0.1230336,0.098716,-0.0243176
14,1.274077,1.2331946,"('antisocial', 'social')",0.56813264,0.54259086,-0.15923147,-0.14527461,0.5609928,0.5435036,-0.0174892
