,ulta_male,ulta_female,tuple,beauty_male,beauty_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.0045255,-0.96440274,"('unsociable', 'sociable')",1.367906,1.3034312,-0.11940275,-0.21327251,0.0813259,0.0419186,-0.0394073
1,-1.8470706,-1.6357191,"('unfriendly', 'friendly')",0.37985235,0.7549094,1.5775414,1.4904739,0.0367744,0.2032214,0.166447
2,0.7784421,0.79185075,"('unlikable', 'likable')",1.353818,1.3513349,0.71746165,0.7660986,0.9499072,0.9697614,0.0198542
3,-0.41696262,-0.18134616,"('repellent', 'pleasant')",-0.0069102943,0.3305337,0.5022266,0.502657,0.0261179,0.2172815,0.1911636
4,-0.16047159,-0.13934016,"('disliked', 'liked')",-0.11854381,0.08298151,-6.15991,-6.03148,-2.1463086,-2.0292795,0.1170291
5,-1.0245409,-0.9691478,"('distant', 'outgoing')",-0.15881847,0.068820596,-0.054452673,0.028496502,-0.412604,-0.2906102,0.1219938
6,-0.95865095,-0.7699192,"('distant', 'open')",-1.1124169,-0.76315016,0.13542461,0.19379854,-0.6452144,-0.4464236,0.1987908
7,-0.6039397,-0.4172703,"('insensitive', 'sensitive')",0.51895857,0.67899346,0.54770017,0.52990985,0.1542397,0.2638777,0.109638
8,-1.4785314,-1.4945878,"('unaffectionate', 'affectionate')",0.39089334,0.30831617,0.82057726,0.68792444,-0.0890203,-0.1661157,-0.0770954
9,-1.8343357,-1.7136941,"('unaffectionate', 'caring')",1.1366918,1.220981,0.9412401,0.8797035,0.0811987,0.1289968,0.0477981
10,-1.3766738,-1.0786417,"('unsympathetic', 'sympathetic')",0.57463765,0.83467793,-0.4292591,-0.44675335,-0.4104317,-0.230239,0.1801927
11,-0.9327078,-0.9413221,"('unhelpful', 'helpful')",0.5205555,0.2739966,1.8816625,1.9079155,0.4898367,0.41353,-0.0763067
12,-0.9508751,-0.75205255,"('unsupportive', 'supportive')",1.8247029,1.9590622,-1.3680037,-1.3244655,-0.1647253,-0.0391519,0.1255734
