,cnx_male,cnx_female,tuple,resources_male,resources_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.0731831,-1.2553749,"('unsociable', 'sociable')",-0.041275002,-0.23883033,-0.29679978,-0.39999217,-0.4704193,-0.6313992,-0.1609799
1,-1.4426657,-1.6172388,"('unfriendly', 'friendly')",0.15426919,-0.045622937,1.0209543,0.8940187,-0.0891474,-0.256281,-0.1671336
2,1.1591135,1.1850591,"('unlikable', 'likable')",0.9399709,0.96953875,0.6855387,0.7072651,0.9282077,0.9539543,0.0257466
3,0.3735275,0.38465637,"('repellent', 'pleasant')",0.76523894,0.76019186,1.0661889,1.0601255,0.7349851,0.7349912,6.1e-06
4,-0.38976115,-0.43521416,"('disliked', 'liked')",-0.26839456,-0.31844044,-6.6721897,-6.7566767,-2.4434484,-2.5034437,-0.0599953
5,-0.54117864,-0.5403544,"('distant', 'outgoing')",0.034494996,0.11591199,-0.7871497,-0.77690923,-0.4312778,-0.4004505,0.0308273
6,-0.92385656,-0.9513572,"('distant', 'open')",-0.6482975,-0.63330424,-0.7772252,-0.7760122,-0.7831264,-0.7868912,-0.0037648
7,0.06430899,0.0011458658,"('insensitive', 'sensitive')",0.9525804,0.9094727,0.7219722,0.66165733,0.5796205,0.524092,-0.0555285
8,-0.76518154,-0.8578766,"('unaffectionate', 'affectionate')",-0.44269246,-0.5066499,0.49905536,0.4572389,-0.2362729,-0.3024292,-0.0661563
9,-0.6833716,-0.8250928,"('unaffectionate', 'caring')",0.51833886,0.4447251,1.0819293,1.0541561,0.3056322,0.2245961,-0.0810361
10,-0.630912,-0.80232483,"('unsympathetic', 'sympathetic')",-0.60213274,-0.7704112,-0.26441985,-0.28519621,-0.4991549,-0.6193107,-0.1201558
11,-0.16094555,-0.19026163,"('unhelpful', 'helpful')",0.5065665,0.53449696,1.8287387,1.8932538,0.7247866,0.7458297,0.0210431
12,0.37155876,0.37807193,"('unsupportive', 'supportive')",0.7213755,0.7030717,-1.8913128,-1.9047782,-0.2661262,-0.2745449,-0.0084187
13,-0.53821903,-0.50403064,"('impolite', 'polite')",-0.019326806,0.007835031,-0.6169043,-0.59814394,-0.3914834,-0.3647799,0.0267035
14,-0.115055114,-0.10247971,"('antisocial', 'social')",0.9575683,0.95817816,0.28835484,0.2006939,0.376956,0.3521308,-0.0248252
15,0.45553043,0.3848098,"('boring', 'funny')",-0.2048934,-0.22411284,-0.04828133,-0.09215216,0.0674519,0.0228483,-0.0446036
16,-0.109394096,-0.19291368,"('unpopular', 'popular')",-0.2671863,-0.34906143,-0.025539368,-0.0065292493,-0.1340399,-0.1828348,-0.0487949
17,-0.50047493,-0.39339334,"('nasty', 'nice')",-0.3463635,-0.26194802,-0.64273864,-0.57378197,-0.4965257,-0.4097078,0.0868179
18,-0.6563184,-0.67815435,"('disagreeable', 'welcoming')",-0.7165581,-0.73864836,-0.54226923,-0.5721297,-0.6383819,-0.6629775,-0.0245956
19,-0.4947174,-0.4712183,"('inhospitable', 'hospitable')",-1.1512805,-1.1313802,-0.70303035,-0.614997,-0.7830094,-0.7391985,0.0438109
20,-0.25432128,-0.23866212,"('rough', 'thoughtful')",-0.13819915,-0.122596815,0.59176004,0.5770338,0.0664132,0.071925,0.0055118
21,-0.03684937,-0.14062619,"('immoral', 'moral')",1.0016448,0.9089024,-0.2554224,-0.22485764,0.2364577,0.1811395,-0.0553182
22,0.29660383,0.25666097,"('untrustworthy', 'trustworthy')",0.010678461,-0.102314055,-0.56127256,-0.6553512,-0.0846634,-0.1670014,-0.082338
23,-0.511658,-0.6417234,"('insincere', 'sincere')",0.6388004,0.49615017,5.8348703,5.794735,1.9873376,1.8830539,-0.1042837
24,0.057437547,0.050914306,"('dishonest', 'honest')",0.066019624,0.03912726,0.60068464,0.5413289,0.2413806,0.2104568,-0.0309238
25,-0.16737154,-0.2566821,"('egoistic', 'altruistic')",0.9496705,0.89847064,1.2115281,1.1896427,0.664609,0.6104771,-0.0541319
26,-0.37633756,-0.5049464,"('hardhearted', 'benevolent')",0.67517656,0.5892798,1.5324593,1.4405302,0.6104327,0.5082878,-0.1021449
