,dell_male,dell_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,0.123112954,0.011394003,"('unsociable', 'sociable')",-0.62220824,-0.7390496,-0.5017299,-0.6227036,-0.3336084,-0.4501197,-0.1165113
1,1.9477235,1.8716371,"('unfriendly', 'friendly')",0.5170665,0.25877675,1.7684389,1.6112468,1.4110762,1.2472202,-0.163856
2,0.6009263,0.6451745,"('unlikable', 'likable')",0.37393916,0.40629023,0.5017635,0.6057664,0.4922097,0.5524104,0.0602007
3,-1.0947515,-1.0132517,"('repellent', 'pleasant')",-0.2896251,-0.20462565,-0.11214897,-0.0806282,-0.4988418,-0.4328351,0.0660067
4,0.39505604,0.36914223,"('disliked', 'liked')",-0.3761484,-0.44458205,-5.9257174,-6.079594,-1.9689366,-2.051678,-0.0827414
5,0.76362,0.77825207,"('distant', 'outgoing')",-0.538769,-0.51523507,-0.46126842,-0.41325715,-0.0788058,-0.0500801,0.0287257
6,0.71636003,0.7377132,"('distant', 'open')",-0.5726175,-0.5999723,0.4806689,0.4718814,0.2081372,0.2032074,-0.0049298
7,-0.27551085,-0.31197345,"('insensitive', 'sensitive')",-0.13039963,-0.085320935,0.13810232,0.15660873,-0.0892694,-0.0802286,0.0090408
8,1.949828,1.8892536,"('unaffectionate', 'affectionate')",0.6281124,0.5313539,0.78194565,0.6888053,1.1199621,1.036471,-0.0834911
9,1.910751,1.8787516,"('unaffectionate', 'caring')",0.67971224,0.5598764,1.1566228,1.0822616,1.2490287,1.1736298,-0.0753989
10,-1.0732416,-1.1341664,"('unsympathetic', 'sympathetic')",-1.0673251,-1.0502716,-0.6676414,-0.741339,-0.9360694,-0.975259,-0.0391896
11,0.16832697,0.19519064,"('unhelpful', 'helpful')",0.6951162,0.7839817,1.7162185,1.7134488,0.8598872,0.8975404,0.0376532
12,0.8274922,0.895531,"('unsupportive', 'supportive')",0.3264745,0.47514325,-1.9809235,-1.9630067,-0.2756523,-0.1974442,0.0782081
13,-1.0447034,-1.0855806,"('impolite', 'polite')",-1.1791615,-1.1064065,-0.75572133,-0.76045835,-0.9931955,-0.9841485,0.009047
14,0.064626984,0.016999621,"('antisocial', 'social')",0.33195212,0.3537924,-0.92109144,-0.92956823,-0.1748374,-0.1862587,-0.0114213
15,1.0253551,0.9046512,"('boring', 'funny')",0.14181411,0.10764217,0.45763147,0.44955692,0.5416002,0.4872834,-0.0543168
16,-0.027381334,-0.071969494,"('unpopular', 'popular')",0.20956218,0.17460528,0.5687544,0.5283027,0.2503117,0.2103128,-0.0399989
17,-0.47644368,-0.42025754,"('nasty', 'nice')",-0.6438462,-0.5597478,-0.718658,-0.63167477,-0.6129826,-0.5372267,0.0757559
18,0.23104426,0.22799966,"('disagreeable', 'welcoming')",0.2285164,0.25061512,-0.3446837,-0.3781187,0.0382923,0.0334987,-0.0047936
19,0.5885601,0.6180282,"('inhospitable', 'hospitable')",-0.47466683,-0.48963156,-0.27129334,-0.13479891,-0.0524667,-0.0021341,0.0503326
20,0.39375672,0.41749448,"('rough', 'thoughtful')",0.72842616,0.81703484,1.046243,0.98529536,0.7228086,0.7399415,0.0171329
21,-0.45830002,-0.52650523,"('immoral', 'moral')",-0.046006087,-0.054785207,-1.0763739,-1.0957013,-0.5268934,-0.5589972,-0.0321038
22,-0.919188,-0.99750376,"('untrustworthy', 'trustworthy')",-0.7734576,-0.80857915,-1.0968947,-1.1481568,-0.9298468,-0.9847466,-0.0548998
23,-0.38221502,-0.42866772,"('insincere', 'sincere')",-0.55784506,-0.61570466,4.96076,4.874984,1.3402333,1.2768705,-0.0633628
24,-0.45619738,-0.5188154,"('dishonest', 'honest')",-1.4505401,-1.5167418,0.4805513,0.3991232,-0.4753954,-0.545478,-0.0700826
25,1.0326091,0.9592566,"('egoistic', 'altruistic')",0.81611925,0.72164166,1.711158,1.6573068,1.1866288,1.112735,-0.0738938
26,2.1180704,2.1173382,"('hardhearted', 'benevolent')",0.732453,0.7131356,1.8863353,1.8090239,1.5789529,1.5464993,-0.0324536
27,0.53487337,0.54634386,"('hardhearted', 'softhearted')",0.26553515,0.29852095,1.4476485,1.3480909,0.7493523,0.7309852,-0.0183671
28,-0.40305102,-0.6232166,"('disloyal', 'loyal')",-0.14074072,-0.3103974,1.0539925,0.86779875,0.1700669,-0.0219384,-0.1920053
29,-0.34699628,-0.40417492,"('unfair', 'fair')",-0.61566883,-0.62407464,-0.6454085,-0.7327846,-0.5360245,-0.5870114,-0.0509869
30,0.44921905,0.3982682,"('intolerant', 'tolerant')",0.9930359,0.9718926,0.8053253,0.77812517,0.7491934,0.7160953,-0.0330981
31,0.056416165,0.2020682,"('evil', 'good')",-0.1531175,-0.15975907,-0.89105713,-0.9364966,-0.3292528,-0.2980625,0.0311903
32,0.5398672,0.4610436,"('unkind', 'kind')",-0.3139309,-0.32285097,0.71022934,0.60026175,0.3120552,0.2461514,-0.0659038
33,1.092308,0.9712863,"('wrong', 'right')",0.85460335,0.7424197,-0.3576549,-0.3874256,0.5297521,0.4420935,-0.0876586
34,0.2460543,0.38827503,"('mean', 'honorable')",-0.16332485,-0.026017046,5.9257,6.0759416,2.0028098,2.1460665,0.1432567
35,0.19150898,0.08399892,"('corrupt', 'incorrupt')",0.27231762,0.1994093,0.31199032,0.2170707,0.2586056,0.1668263,-0.0917793
36,0.89484686,0.8569684,"('hostile', 'amicable')",0.22506483,0.024152398,0.9938694,0.8311445,0.7045937,0.5707551,-0.1338386
37,0.00036182627,-0.05670313,"('fake', 'genuine')",-0.28178594,-0.23819779,0.30534708,0.34899753,0.0079743,0.0180322,0.0100579
38,-0.39546946,-0.38594526,"('untruthful', 'truthful')",-0.6363955,-0.6301979,-0.22291392,-0.2518918,-0.4182596,-0.4226783,-0.0044187
39,1.291042,1.358055,"('exploitative', 'cooperative')",0.68697685,0.72416204,0.09271028,0.08813776,0.690243,0.7234516,0.0332086
40,0.33590513,0.28494966,"('stingy', 'generous')",0.12559153,0.12987392,-1.4020274,-1.5323465,-0.3135102,-0.3725077,-0.0589975
41,0.3237846,0.2945806,"('unforgiving', 'forgiving')",-0.81271255,-0.80820507,0.28285196,0.1320147,-0.068692,-0.1272032,-0.0585112
42,-1.2753955,-1.2830106,"('unreliable', 'reliable')",-1.7654102,-1.6038464,-3.3229165,-3.3017967,-2.1212408,-2.0628846,0.0583562
43,-0.32094878,-0.3131316,"('irresponsible', 'responsible')",-1.2052258,-1.1151397,-0.23140159,-0.1941897,-0.5858587,-0.5408203,0.0450384
44,-1.5098538,-1.5289416,"('prejudiced', 'unprejudiced')",-0.14596143,-0.04855093,-1.0740823,-1.0406848,-0.9099658,-0.8727258,0.03724
45,-1.5567961,-1.6128303,"('incompetent', 'competent')",-1.2556267,-1.302368,-0.87329763,-0.9755187,-1.2285735,-1.2969057,-0.0683322
46,-0.8853999,-0.9053076,"('uncompetitive', 'competitive')",-0.41117808,-0.36088437,-0.6832549,-0.774845,-0.6599443,-0.6803457,-0.0204014
47,0.074733734,0.15878862,"('stupid', 'smart')",0.39129725,0.5226013,5.1515055,5.2897606,1.8725122,1.9903835,0.1178713
48,0.66442555,0.5750299,"('unintelligent', 'intelligent')",1.2381502,1.2248778,0.31697118,0.25495568,0.7398489,0.6849545,-0.0548944
49,0.39407682,0.39983836,"('unable', 'able')",0.517673,0.6552824,-0.46764252,-0.3730777,0.1480358,0.2273477,0.0793119
50,-0.80199975,-0.8696239,"('clumsy', 'skillful')",0.24516244,0.29940182,0.0016944818,-0.05782231,-0.1850476,-0.2093481,-0.0243005
51,-0.6553618,-0.7061393,"('uneducated', 'educated')",-0.23572025,-0.321857,0.44047308,0.3589467,-0.150203,-0.2230165,-0.0728135
