,ust_male,ust_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.13360712,-0.22987254,"('unsociable', 'sociable')",-0.25356385,-0.41404045,-0.1935855,-0.3219565,-0.128371
1,-1.0811179,-1.1568346,"('unfriendly', 'friendly')",1.734246,1.6780894,0.3265641,0.2606274,-0.0659367
2,0.6392265,0.75216746,"('unlikable', 'likable')",0.38571024,0.4476196,0.5124683,0.5998935,0.0874252
3,0.37725267,0.5275417,"('repellent', 'pleasant')",0.6102087,0.7066683,0.4937307,0.617105,0.1233743
4,-0.28412488,-0.40706939,"('disliked', 'liked')",-6.629624,-6.7563353,-3.4568744,-3.5817022,-0.1248278
5,-1.5318668,-1.5606594,"('distant', 'outgoing')",-0.41692835,-0.46088836,-0.9743975,-1.0107739,-0.0363764
6,-1.8431438,-1.8471043,"('distant', 'open')",0.054549515,0.05024753,-0.8942971,-0.8984284,-0.0041313
7,0.16724236,0.23921853,"('insensitive', 'sensitive')",0.85346156,0.8713342,0.510352,0.5552764,0.0449244
8,-1.2151383,-1.2090485,"('unaffectionate', 'affectionate')",0.99816835,0.92107844,-0.108485,-0.143985,-0.0355
9,-1.0204744,-1.0113254,"('unaffectionate', 'caring')",1.1235158,1.0760654,0.0515207,0.03237,-0.0191507
10,0.4345678,0.39985597,"('unsympathetic', 'sympathetic')",-0.38021174,-0.41446656,0.027178,-0.0073053,-0.0344833
11,0.19501472,0.28994393,"('unhelpful', 'helpful')",1.2307516,1.3402088,0.7128832,0.8150764,0.1021932
12,-0.18059206,-0.09434441,"('unsupportive', 'supportive')",-1.9069692,-1.9467239,-1.0437806,-1.0205342,0.0232464
13,0.13623986,0.1791133,"('impolite', 'polite')",-0.56233716,-0.45852384,-0.2130487,-0.1397053,0.0733434
14,0.71544445,0.6635735,"('antisocial', 'social')",-0.060844127,-0.15021539,0.3273002,0.2566791,-0.0706211
15,0.017734163,-0.06846888,"('boring', 'funny')",0.59346503,0.5674856,0.3055996,0.2495084,-0.0560912
16,-0.4778875,-0.46298912,"('unpopular', 'popular')",0.3072967,0.41781697,-0.0852954,-0.0225861,0.0627093
17,-0.28727055,-0.1425029,"('nasty', 'nice')",-0.68442047,-0.615554,-0.4858455,-0.3790284,0.1068171
18,-0.52601343,-0.4437614,"('disagreeable', 'welcoming')",-0.33242777,-0.32718945,-0.4292206,-0.3854754,0.0437452
19,-0.8218155,-0.7952975,"('inhospitable', 'hospitable')",-0.19924213,-0.13797146,-0.5105288,-0.4666345,0.0438943
20,0.41408443,0.5011238,"('rough', 'thoughtful')",1.1785856,1.1476818,0.796335,0.8244028,0.0280678
21,1.0234518,1.0460572,"('immoral', 'moral')",-0.47583365,-0.4240212,0.2738091,0.311018,0.0372089
22,0.29390723,0.26056054,"('untrustworthy', 'trustworthy')",-0.91455126,-1.0124959,-0.310322,-0.3759677,-0.0656457
23,0.09626949,0.15827279,"('insincere', 'sincere')",5.724825,5.7713223,2.9105473,2.9647975,0.0542502
24,0.15454824,0.18666223,"('dishonest', 'honest')",0.73986727,0.7146785,0.4472077,0.4506704,0.0034627
25,-0.35571456,-0.332478,"('egoistic', 'altruistic')",1.6273677,1.6327101,0.6358266,0.6501161,0.0142895
26,0.21137919,0.08285361,"('hardhearted', 'benevolent')",2.0037057,1.9349072,1.1075425,1.0088804,-0.0986621
27,-0.15718907,-0.1530446,"('hardhearted', 'softhearted')",1.4609852,1.4010323,0.651898,0.6239939,-0.0279041
28,-0.058444563,-0.17207131,"('disloyal', 'loyal')",0.92809725,0.8042142,0.4348263,0.3160715,-0.1187548
29,-0.86771864,-0.93704736,"('unfair', 'fair')",-0.43214047,-0.6346568,-0.6499295,-0.7858521,-0.1359226
30,1.0043546,1.0123471,"('intolerant', 'tolerant')",1.3278152,1.3488163,1.1660849,1.1805817,0.0144968
31,-1.6065485,-1.5579422,"('evil', 'good')",-0.7527402,-0.88314146,-1.1796443,-1.2205418,-0.0408975
32,0.418451,0.32380044,"('unkind', 'kind')",0.9429728,0.81410664,0.6807119,0.5689535,-0.1117584
33,-0.023824316,-0.072423056,"('wrong', 'right')",-0.4548015,-0.57484674,-0.2393129,-0.3236349,-0.084322
34,-0.17583393,0.07167417,"('mean', 'honorable')",5.6808834,6.018748,2.7525249,3.0452111,0.2926862
35,-0.9082,-1.115267,"('corrupt', 'incorrupt')",-0.35580066,-0.53749317,-0.6320003,-0.8263801,-0.1943798
36,-1.7038502,-1.8095263,"('hostile', 'amicable')",0.07177026,-0.06362274,-0.8160399,-0.9365745,-0.1205346
37,0.359058,0.30106628,"('fake', 'genuine')",0.35323727,0.34738243,0.3561476,0.3242244,-0.0319232
38,-0.39706773,-0.3660543,"('untruthful', 'truthful')",-0.37619618,-0.28325936,-0.386632,-0.3246568,0.0619752
