,willis_male,willis_female,tuple,towers_male,towers_female,watson_male,watson_female,pub_male,pub_female,ltd_male,ltd_female,co_male,co_female,average_male,average_female,female-male
0,0.1084598,-0.20984408,"('unsociable', 'sociable')",0.66660255,0.55463964,0.84019655,0.54381555,1.865562,1.7098907,-0.40116817,-0.50768167,-0.24322517,-0.3382949,0.4727379,0.2920875,-0.1806504
1,-0.4469748,-0.48587903,"('unfriendly', 'friendly')",-0.6636782,-0.61060834,0.35915077,0.29809213,1.1074646,0.98987275,0.8234268,0.73880625,2.33789,2.1821926,0.5862132,0.5187461,-0.0674671
2,0.45206943,0.61467665,"('unlikable', 'likable')",0.6159823,0.78932077,0.6795099,0.81354505,0.5668539,0.7086022,0.77721995,0.8912416,0.3874047,0.5380429,0.57984,0.7259049,0.1460649
3,-0.060021143,-0.027184324,"('repellent', 'pleasant')",-0.63880926,-0.5453753,-0.042046797,-0.010336088,-0.7945858,-0.65414494,-0.28927732,-0.2323918,0.5612933,0.56775653,-0.2105745,-0.1502793,0.0602952
4,0.31986228,0.24800865,"('disliked', 'liked')",0.46919093,0.47866973,0.08918472,0.15307549,1.3874732,1.3372849,2.085808,1.9873705,-6.652617,-6.6961765,-0.3835163,-0.4152946,-0.0317783
5,-0.5767055,-0.40574205,"('distant', 'outgoing')",-0.4891291,-0.42749906,-0.26108482,-0.12084958,0.27070892,0.23401998,0.44565982,0.4070222,0.0028249063,0.026000975,-0.1012876,-0.0478413,0.0534463
6,-1.4756205,-1.2276573,"('distant', 'open')",-0.77892685,-0.65955144,-0.03196117,0.15630332,0.5298235,0.49287584,0.30543432,0.22569701,0.42676225,0.45138845,-0.1707481,-0.0934907,0.0772574
7,1.0550382,1.0046185,"('insensitive', 'sensitive')",-0.4834561,-0.32876307,0.7393513,0.7004872,0.22062814,0.33872262,-0.9467218,-0.789444,-0.096544206,-0.0034129918,0.0813826,0.1537014,0.0723188
8,-0.58801496,-0.5379613,"('unaffectionate', 'affectionate')",-0.73277634,-0.68189824,-0.19868618,-0.099507555,-0.08245156,-0.09258005,-0.29863682,-0.34857047,0.9935034,0.9633537,-0.1511771,-0.1328607,0.0183164
9,0.266414,0.31633765,"('unaffectionate', 'caring')",-0.21247993,-0.14310448,0.78887594,0.8624557,0.5003916,0.5268537,-0.07213179,-0.04223495,1.47343,1.5377114,0.4574167,0.5096699,0.0522532
10,0.71970505,0.5664616,"('unsympathetic', 'sympathetic')",-0.0251842,0.009217713,0.55453676,0.4287904,-0.48720348,-0.42156017,-1.0774068,-0.9837333,-0.73844326,-0.6689085,-0.175666,-0.1782887,-0.0026227
11,0.82506454,0.7622658,"('unhelpful', 'helpful')",0.29504552,0.27938825,1.063808,1.0240433,0.028389366,0.15407202,-0.38040757,-0.1938917,1.6310318,1.7303584,0.5771553,0.6260393,0.048884
12,1.4235984,1.4512708,"('unsupportive', 'supportive')",0.9280866,1.117486,1.5612624,1.655488,1.0529238,1.2262158,0.24104486,0.37237614,-2.0217018,-1.9014368,0.5308691,0.6535667,0.1226976
13,0.46077147,0.28432757,"('impolite', 'polite')",0.3249472,0.2260589,1.3216491,1.1526345,0.6152446,0.58387923,-0.6610808,-0.6089151,-0.52783316,-0.44584805,0.2556164,0.1986895,-0.0569269
