,action_male,action_female,tuple,average_male,average_female,female-male
0,-0.1727848,-0.26593453,"('unsociable', 'sociable')",-0.1727848,-0.2659345,-0.0931497
1,0.95675033,0.9802013,"('unfriendly', 'friendly')",0.9567503,0.9802013,0.023451
2,0.3541186,0.39897683,"('unlikable', 'likable')",0.3541186,0.3989768,0.0448582
3,0.34512338,0.41010043,"('repellent', 'pleasant')",0.3451234,0.4101004,0.064977
4,-7.0624366,-7.0143137,"('disliked', 'liked')",-7.0624366,-7.0143137,0.0481229
5,-0.45545438,-0.3152306,"('distant', 'outgoing')",-0.4554544,-0.3152306,0.1402238
6,-0.19120044,-0.020619381,"('distant', 'open')",-0.1912004,-0.0206194,0.170581
7,1.0339442,1.0837624,"('insensitive', 'sensitive')",1.0339442,1.0837624,0.0498182
8,0.8749118,0.95076066,"('unaffectionate', 'affectionate')",0.8749118,0.9507607,0.0758489
9,1.9244359,2.0859702,"('unaffectionate', 'caring')",1.9244359,2.0859702,0.1615343
10,0.9246896,0.9678165,"('unsympathetic', 'sympathetic')",0.9246896,0.9678165,0.0431269
11,2.6572323,2.710831,"('unhelpful', 'helpful')",2.6572323,2.7108309,0.0535986
12,-1.4705116,-1.3293813,"('unsupportive', 'supportive')",-1.4705116,-1.3293813,0.1411303
13,-0.62237823,-0.6551452,"('impolite', 'polite')",-0.6223782,-0.6551452,-0.032767
14,0.45117906,0.3185588,"('antisocial', 'social')",0.4511791,0.3185588,-0.1326203
15,0.8467171,0.8169429,"('boring', 'funny')",0.8467171,0.8169429,-0.0297742
16,-1.3632997,-1.2827548,"('unpopular', 'popular')",-1.3632997,-1.2827548,0.0805449
17,-0.55360055,-0.5635862,"('nasty', 'nice')",-0.5536005,-0.5635862,-0.0099857
18,-0.92546743,-0.8477552,"('disagreeable', 'welcoming')",-0.9254674,-0.8477552,0.0777122
19,-0.26441464,-0.20750149,"('inhospitable', 'hospitable')",-0.2644146,-0.2075015,0.0569131
20,0.82044,0.64989954,"('rough', 'thoughtful')",0.82044,0.6498995,-0.1705405
21,0.47168612,0.49567947,"('immoral', 'moral')",0.4716861,0.4956795,0.0239934
22,-0.38419327,-0.29846844,"('untrustworthy', 'trustworthy')",-0.3841933,-0.2984684,0.0857249
23,7.044276,7.0198255,"('insincere', 'sincere')",7.0442762,7.0198255,-0.0244507
24,1.9263701,1.9552307,"('dishonest', 'honest')",1.9263701,1.9552307,0.0288606
25,0.6123405,0.63767815,"('egoistic', 'altruistic')",0.6123405,0.6376781,0.0253376
26,1.404294,1.1726377,"('hardhearted', 'benevolent')",1.404294,1.1726377,-0.2316563
27,1.5782759,1.5511088,"('hardhearted', 'softhearted')",1.5782759,1.5511088,-0.0271671
28,1.1831392,1.1440319,"('disloyal', 'loyal')",1.1831392,1.1440319,-0.0391073
29,-0.8800629,-0.9758283,"('unfair', 'fair')",-0.8800629,-0.9758283,-0.0957654
30,1.0291327,1.023343,"('intolerant', 'tolerant')",1.0291327,1.023343,-0.0057897
31,-2.026962,-1.9831171,"('evil', 'good')",-2.026962,-1.9831171,0.0438449
32,1.1039146,0.9925605,"('unkind', 'kind')",1.1039146,0.9925605,-0.1113541
33,0.047190357,-0.0020540077,"('wrong', 'right')",0.0471904,-0.002054,-0.0492444
34,4.9993415,5.2431808,"('mean', 'honorable')",4.9993415,5.2431808,0.2438393
35,-1.0857345,-1.1836699,"('corrupt', 'incorrupt')",-1.0857345,-1.1836699,-0.0979354
36,-0.701434,-0.7195747,"('hostile', 'amicable')",-0.701434,-0.7195747,-0.0181407
37,1.2008076,1.1647974,"('fake', 'genuine')",1.2008076,1.1647974,-0.0360102
38,0.6606466,0.7598687,"('untruthful', 'truthful')",0.6606466,0.7598687,0.0992221
39,-0.26802534,-0.31501758,"('exploitative', 'cooperative')",-0.2680253,-0.3150176,-0.0469923
40,-2.6036127,-2.6083465,"('stingy', 'generous')",-2.6036127,-2.6083465,-0.0047338
41,-0.034560487,-0.15114994,"('unforgiving', 'forgiving')",-0.0345605,-0.1511499,-0.1165894
42,-3.0114918,-2.9029398,"('unreliable', 'reliable')",-3.0114918,-2.9029398,0.108552
43,1.3936385,1.4445543,"('irresponsible', 'responsible')",1.3936385,1.4445543,0.0509158
44,-1.7439799,-1.7796947,"('prejudiced', 'unprejudiced')",-1.7439799,-1.7796947,-0.0357148
45,0.03658362,0.038797364,"('incompetent', 'competent')",0.0365836,0.0387974,0.0022138
46,-0.8133478,-0.79760104,"('uncompetitive', 'competitive')",-0.8133478,-0.797601,0.0157468
47,5.4318376,5.472619,"('stupid', 'smart')",5.4318376,5.4726191,0.0407815
48,0.25575408,0.2141963,"('unintelligent', 'intelligent')",0.2557541,0.2141963,-0.0415578
49,0.09035238,0.15981442,"('unable', 'able')",0.0903524,0.1598144,0.069462
50,-0.6051874,-0.6156666,"('clumsy', 'skillful')",-0.6051874,-0.6156666,-0.0104792
51,0.4240834,0.32138065,"('uneducated', 'educated')",0.4240834,0.3213806,-0.1027028
52,-0.7828659,-0.88595057,"('irrational', 'rational')",-0.7828659,-0.8859506,-0.1030847
53,-0.57400215,-0.5611265,"('uncreative', 'creative')",-0.5740021,-0.5611265,0.0128756
54,1.1630319,1.2680815,"('incapable', 'capable')",1.1630319,1.2680815,0.1050496
55,0.26829845,0.3009378,"('incompetent', 'clever')",0.2682984,0.3009378,0.0326394
56,1.0110646,1.0852463,"('impractical', 'practical')",1.0110646,1.0852463,0.0741817
57,-2.4745905,-2.4454656,"('unimaginative', 'imaginative')",-2.4745905,-2.4454656,0.0291249
58,0.065705664,0.02736621,"('undiscriminating', 'discriminating')",0.0657057,0.0273662,-0.0383395
59,0.12417709,0.115002275,"('foolish', 'wise')",0.1241771,0.1150023,-0.0091748
60,0.7980091,0.9068676,"('inefficient', 'efficient')",0.7980091,0.9068676,0.1088585
61,0.40548852,0.2617561,"('illogical', 'logical')",0.4054885,0.2617561,-0.1437324
62,0.81803566,0.96128535,"('incompetent', 'brilliant')",0.8180357,0.9612854,0.1432497
63,0.8386072,0.8967034,"('unperceptive', 'insightful')",0.8386072,0.8967034,0.0580962
64,-6.503441,-6.397247,"('shy', 'confident')",-6.5034409,-6.3972468,0.1061941
65,-0.19552168,-0.18645504,"('insecure', 'secure')",-0.1955217,-0.186455,0.0090667
66,-0.22108841,-0.21973586,"('inactive', 'active')",-0.2210884,-0.2197359,0.0013525
67,0.03325388,-0.048464824,"('doubtful', 'determined')",0.0332539,-0.0484648,-0.0817187
68,-0.68266356,-0.6328581,"('dependent', 'independent')",-0.6826636,-0.6328581,0.0498055
69,-1.7159024,-1.6461077,"('lazy', 'industrious')",-1.7159024,-1.6461077,0.0697947
70,1.1894683,1.2772806,"('lethargic', 'energetic')",1.1894683,1.2772806,0.0878123
71,-0.25568986,-0.19510227,"('diffident', 'self-confident')",-0.2556899,-0.1951023,0.0605876
72,0.51940984,0.55676967,"('unambitious', 'ambitious')",0.5194098,0.5567697,0.0373599
73,-3.2036378,-3.1278188,"('helpless', 'self-reliant')",-3.2036378,-3.1278188,0.075819
74,0.3050572,0.27893892,"('undedicated', 'dedicated')",0.3050572,0.2789389,-0.0261183
75,-0.79207367,-0.70953584,"('meek', 'impulsive')",-0.7920737,-0.7095358,0.0825379
76,0.32101998,0.28537118,"('anxious', 'daring')",0.32102,0.2853712,-0.0356488
77,-0.66923606,-0.5050476,"('unmotivated', 'motivated')",-0.6692361,-0.5050476,0.1641885
78,-0.62893003,-0.648059,"('nonresilient', 'resilient')",-0.62893,-0.648059,-0.019129
79,0.19771719,0.25525513,"('wavering', 'unwavering')",0.1977172,0.2552551,0.0575379
80,0.0783095,-0.025787685,"('dominated', 'dominating')",0.0783095,-0.0257877,-0.1040972
81,0.45066518,0.48536476,"('submissive', 'aggressive')",0.4506652,0.4853648,0.0346996
82,5.4180546,5.5376625,"('poor', 'rich')",5.4180546,5.5376625,0.1196079
83,-0.13883501,-0.23010828,"('powerless', 'powerful')",-0.138835,-0.2301083,-0.0912733
84,0.16315752,0.18679073,"('inferior', 'superior')",0.1631575,0.1867907,0.0236332
85,-0.6658876,-0.7211225,"('insignificant', 'prestigious')",-0.6658876,-0.7211225,-0.0552349
86,0.76798964,0.729252,"('uninfluential', 'influential')",0.7679896,0.729252,-0.0387376
87,0.18209237,0.16466969,"('unsuccessful', 'successful')",0.1820924,0.1646697,-0.0174227
88,0.8568504,0.8534839,"('low', 'eminent')",0.8568504,0.8534839,-0.0033665
