,factset_male,factset_female,tuple,research_male,research_female,systems_male,systems_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.3713778,-0.52130646,"('unsociable', 'sociable')",0.04826158,-0.08815758,-0.21226156,-0.26520753,-0.42668957,-0.5551893,-0.2405168,-0.3574652,-0.1169484
1,-1.2908493,-1.3749665,"('unfriendly', 'friendly')",-0.4637485,-0.64890695,0.07135386,-0.08950036,2.161721,2.0336692,0.1196193,-0.0199261,-0.1395454
2,-0.025400866,0.07062641,"('unlikable', 'likable')",0.43189397,0.5201703,0.8369211,0.9251502,0.80168235,0.9154518,0.5112741,0.6078497,0.0965756
3,-0.30995125,-0.21966384,"('repellent', 'pleasant')",0.51545197,0.65881854,0.61861527,0.76630414,0.20790745,0.2378204,0.2580059,0.3608198,0.1028139
4,-0.48693737,-0.4150291,"('disliked', 'liked')",-0.6706077,-0.6780672,-0.54060197,-0.5717321,-5.4115443,-5.587352,-1.7774229,-1.813045,-0.0356221
5,-0.53305846,-0.42982703,"('distant', 'outgoing')",-0.28830844,-0.2344946,-0.350246,-0.2915931,0.3472866,0.4136934,-0.2060816,-0.1355553,0.0705263
6,-0.7487206,-0.5995529,"('distant', 'open')",-0.5545381,-0.4147723,-0.9575791,-0.897152,0.713888,0.79495645,-0.3867375,-0.2791302,0.1076073
7,0.050844125,0.025001008,"('insensitive', 'sensitive')",0.95994663,0.9626684,-0.07318504,-0.029219124,0.20232573,0.25527024,0.2849829,0.3034301,0.0184472
8,-1.0496233,-1.0868237,"('unaffectionate', 'affectionate')",-0.32967958,-0.4076988,-0.90261704,-0.9512552,0.5835505,0.5832956,-0.4245924,-0.4656206,-0.0410282
9,-0.77036285,-0.82649267,"('unaffectionate', 'caring')",0.57403076,0.51109797,-0.22449136,-0.24475877,1.1882526,1.248646,0.1918573,0.1721231,-0.0197342
10,-0.28423324,-0.38035735,"('unsympathetic', 'sympathetic')",0.84039545,0.85209805,-1.0129998,-0.9531746,-0.55738205,-0.54600346,-0.2535549,-0.2568593,-0.0033044
11,0.6331882,0.59175545,"('unhelpful', 'helpful')",0.5818637,0.6170656,0.72325164,0.7604895,1.5378481,1.6534276,0.8690379,0.9056845,0.0366466
12,0.0047210753,0.100505605,"('unsupportive', 'supportive')",0.35815123,0.5527122,0.14033677,0.30501133,-1.8573588,-1.8181249,-0.3385375,-0.2149739,0.1235636
13,0.8317018,0.7335484,"('impolite', 'polite')",0.27001724,0.30123627,0.4860402,0.4911431,-0.1502825,-0.18847704,0.3593692,0.3343627,-0.0250065
14,0.44262794,0.39070222,"('antisocial', 'social')",1.2460014,1.3279134,0.11266218,0.17097959,-0.8901818,-0.92001706,0.2277774,0.2423946,0.0146172
15,0.8472046,0.81717885,"('boring', 'funny')",0.20821324,0.11444239,-0.13098843,-0.2426695,0.82873714,0.77012694,0.4382917,0.3647697,-0.073522
16,-0.9409295,-0.8922687,"('unpopular', 'popular')",-0.2776474,-0.3158746,0.09268799,0.08550222,1.048224,1.0625769,-0.0194162,-0.015016,0.0044002
17,-0.017171167,0.040653605,"('nasty', 'nice')",-0.356073,-0.31663516,0.014476549,0.028607886,-0.2754198,-0.20874116,-0.1585469,-0.1140287,0.0445182
18,-1.03248,-0.96831346,"('disagreeable', 'welcoming')",-0.7214464,-0.6535593,0.053996436,0.086639136,-0.31791645,-0.34480417,-0.5044616,-0.4700094,0.0344522
19,-0.6849605,-0.63990134,"('inhospitable', 'hospitable')",-0.50268066,-0.5316893,-0.4540904,-0.44623822,0.12919948,0.25069407,-0.378133,-0.3417837,0.0363493
20,-0.084171414,-0.066073045,"('rough', 'thoughtful')",2.0334327,2.0734756,0.4089558,0.4542475,0.93392676,0.9071185,0.823036,0.8421922,0.0191562
21,0.84366596,0.773868,"('immoral', 'moral')",1.1368611,1.0800681,0.55052805,0.51382226,-0.7837654,-0.8017433,0.4368224,0.3915038,-0.0453186
22,0.8421006,0.8831527,"('untrustworthy', 'trustworthy')",0.8059651,0.7670415,0.6488227,0.650351,-1.0975015,-1.1227348,0.2998468,0.2944526,-0.0053942
23,0.38190836,0.23123719,"('insincere', 'sincere')",0.99114865,0.96042603,0.45303538,0.44804287,5.2195706,5.2713895,1.7614157,1.7277739,-0.0336418
24,0.60206944,0.58923465,"('dishonest', 'honest')",-0.094790794,-0.018782517,-1.720835,-1.6908767,0.67951906,0.6696869,-0.1335093,-0.1126844,0.0208249
25,-0.9785211,-0.97231406,"('egoistic', 'altruistic')",-0.12401735,-0.15196098,0.80570555,0.81016624,1.5892147,1.4958025,0.3230954,0.2954234,-0.027672
26,-0.83230203,-0.9659715,"('hardhearted', 'benevolent')",1.0915723,1.0253288,0.27602208,0.21407677,1.5892887,1.4484106,0.5311453,0.4304612,-0.1006841
27,-0.77254146,-0.73300254,"('hardhearted', 'softhearted')",-0.99748015,-0.7993133,-0.22835931,-0.21871242,1.377036,1.3631732,-0.1553363,-0.0969638,0.0583725
28,-0.5931832,-0.7492423,"('disloyal', 'loyal')",0.7821142,0.6062399,-0.55300856,-0.6638609,0.83887196,0.71922153,0.1186986,-0.0219104,-0.140609
