,overload_male,overload_female,tuple,average_male,average_female,female-male
0,-1.2503374,-1.4008077,"('unsociable', 'sociable')",-1.2503374,-1.4008077,-0.1504703
1,-0.41372603,-0.62565196,"('unfriendly', 'friendly')",-0.413726,-0.625652,-0.211926
2,-0.7036847,-0.71298707,"('unlikable', 'likable')",-0.7036847,-0.7129871,-0.0093024
3,-1.1360533,-1.1174986,"('repellent', 'pleasant')",-1.1360533,-1.1174986,0.0185547
4,-2.6411226,-2.5971413,"('disliked', 'liked')",-2.6411226,-2.5971413,0.0439813
5,-0.12100974,-0.06503962,"('distant', 'outgoing')",-0.1210097,-0.0650396,0.0559701
6,-0.07594465,-0.101610824,"('distant', 'open')",-0.0759446,-0.1016108,-0.0256662
7,-0.4144527,-0.47378606,"('insensitive', 'sensitive')",-0.4144527,-0.4737861,-0.0593334
8,-0.5437958,-0.70251393,"('unaffectionate', 'affectionate')",-0.5437958,-0.7025139,-0.1587181
9,-0.5068523,-0.63616574,"('unaffectionate', 'caring')",-0.5068523,-0.6361657,-0.1293134
10,-1.5131394,-1.6315601,"('unsympathetic', 'sympathetic')",-1.5131394,-1.6315601,-0.1184207
11,0.4932644,0.4429414,"('unhelpful', 'helpful')",0.4932644,0.4429414,-0.050323
12,-1.2635505,-1.2310654,"('unsupportive', 'supportive')",-1.2635505,-1.2310654,0.0324851
13,-1.0912358,-1.1461225,"('impolite', 'polite')",-1.0912358,-1.1461225,-0.0548867
14,-0.39880562,-0.462024,"('antisocial', 'social')",-0.3988056,-0.462024,-0.0632184
15,0.0645202,0.015387777,"('boring', 'funny')",0.0645202,0.0153878,-0.0491324
16,-1.3238484,-1.3313366,"('unpopular', 'popular')",-1.3238484,-1.3313366,-0.0074882
17,-1.4016304,-1.3260459,"('nasty', 'nice')",-1.4016304,-1.3260459,0.0755845
18,-1.192293,-1.1505607,"('disagreeable', 'welcoming')",-1.192293,-1.1505607,0.0417323
19,-1.7291737,-1.691518,"('inhospitable', 'hospitable')",-1.7291737,-1.6915179,0.0376558
20,-0.051793173,-0.13265324,"('rough', 'thoughtful')",-0.0517932,-0.1326532,-0.08086
21,-1.2561153,-1.1898025,"('immoral', 'moral')",-1.2561153,-1.1898025,0.0663128
22,-0.5349475,-0.60201615,"('untrustworthy', 'trustworthy')",-0.5349475,-0.6020162,-0.0670687
23,1.387724,1.2733314,"('insincere', 'sincere')",1.387724,1.2733314,-0.1143926
24,-0.10526799,-0.21996251,"('dishonest', 'honest')",-0.105268,-0.2199625,-0.1146945
25,-0.30989188,-0.3843206,"('egoistic', 'altruistic')",-0.3098919,-0.3843206,-0.0744287
26,0.8136054,0.61528456,"('hardhearted', 'benevolent')",0.8136054,0.6152846,-0.1983208
27,-0.3936219,-0.5423321,"('hardhearted', 'softhearted')",-0.3936219,-0.5423321,-0.1487102
28,-0.06683387,-0.1756532,"('disloyal', 'loyal')",-0.0668339,-0.1756532,-0.1088193
29,-0.8010159,-0.77929336,"('unfair', 'fair')",-0.8010159,-0.7792934,0.0217225
30,-0.30602577,-0.331878,"('intolerant', 'tolerant')",-0.3060258,-0.331878,-0.0258522
31,-1.3228811,-1.2047262,"('evil', 'good')",-1.3228811,-1.2047262,0.1181549
32,-0.5032549,-0.66135657,"('unkind', 'kind')",-0.5032549,-0.6613566,-0.1581017
33,-0.10694185,-0.14119059,"('wrong', 'right')",-0.1069418,-0.1411906,-0.0342488
34,1.3792288,1.48961,"('mean', 'honorable')",1.3792288,1.48961,0.1103812
35,-0.27785972,-0.26875487,"('corrupt', 'incorrupt')",-0.2778597,-0.2687549,0.0091048
36,-0.81154317,-0.88125277,"('hostile', 'amicable')",-0.8115432,-0.8812528,-0.0697096
37,-0.5485397,-0.5960733,"('fake', 'genuine')",-0.5485397,-0.5960733,-0.0475336
38,-0.51502687,-0.56662464,"('untruthful', 'truthful')",-0.5150269,-0.5666246,-0.0515977
39,0.27892432,0.29402804,"('exploitative', 'cooperative')",0.2789243,0.294028,0.0151037
40,-1.3606085,-1.3801987,"('stingy', 'generous')",-1.3606085,-1.3801987,-0.0195902
41,-0.38170955,-0.43971068,"('unforgiving', 'forgiving')",-0.3817095,-0.4397107,-0.0580012
42,-1.58032,-1.4561713,"('unreliable', 'reliable')",-1.58032,-1.4561713,0.1241487
43,-0.102831826,-0.21394916,"('irresponsible', 'responsible')",-0.1028318,-0.2139492,-0.1111174
44,-0.005044043,0.10592199,"('prejudiced', 'unprejudiced')",-0.005044,0.105922,0.110966
45,-1.0642316,-1.1506853,"('incompetent', 'competent')",-1.0642316,-1.1506853,-0.0864537
46,-0.5964262,-0.70332277,"('uncompetitive', 'competitive')",-0.5964262,-0.7033228,-0.1068966
47,1.0813079,0.9933445,"('stupid', 'smart')",1.0813079,0.9933445,-0.0879634
48,-0.5618681,-0.5156301,"('unintelligent', 'intelligent')",-0.5618681,-0.5156301,0.046238
49,-0.4583727,-0.34526044,"('unable', 'able')",-0.4583727,-0.3452604,0.1131123
50,-0.74089104,-0.8201677,"('clumsy', 'skillful')",-0.740891,-0.8201677,-0.0792767
51,-1.1113074,-1.1891522,"('uneducated', 'educated')",-1.1113074,-1.1891522,-0.0778448
52,-0.75220263,-0.8281801,"('irrational', 'rational')",-0.7522026,-0.8281801,-0.0759775
53,-1.3569423,-1.5218658,"('uncreative', 'creative')",-1.3569423,-1.5218658,-0.1649235
54,-0.9401055,-1.0255675,"('incapable', 'capable')",-0.9401055,-1.0255675,-0.085462
55,-0.73724633,-0.7880648,"('incompetent', 'clever')",-0.7372463,-0.7880648,-0.0508185
56,-0.05742508,-0.045493454,"('impractical', 'practical')",-0.0574251,-0.0454935,0.0119316
57,-1.3989472,-1.552071,"('unimaginative', 'imaginative')",-1.3989472,-1.552071,-0.1531238
58,0.13428846,0.045297235,"('undiscriminating', 'discriminating')",0.1342885,0.0452972,-0.0889913
59,-0.37137204,-0.35913554,"('foolish', 'wise')",-0.371372,-0.3591355,0.0122365
60,0.10757041,0.11097732,"('inefficient', 'efficient')",0.1075704,0.1109773,0.0034069
61,-0.28155926,-0.39864466,"('illogical', 'logical')",-0.2815593,-0.3986447,-0.1170854
62,-0.40440834,-0.36138338,"('incompetent', 'brilliant')",-0.4044083,-0.3613834,0.0430249
63,-0.4500854,-0.51184213,"('unperceptive', 'insightful')",-0.4500854,-0.5118421,-0.0617567
64,-1.9863144,-1.8881844,"('shy', 'confident')",-1.9863144,-1.8881844,0.09813
65,-0.5472989,-0.5982802,"('insecure', 'secure')",-0.5472989,-0.5982802,-0.0509813
66,-1.0398979,-1.1822785,"('inactive', 'active')",-1.0398979,-1.1822785,-0.1423806
67,0.23871657,0.34119555,"('doubtful', 'determined')",0.2387166,0.3411956,0.102479
68,-0.63886935,-0.55670196,"('dependent', 'independent')",-0.6388693,-0.556702,0.0821673
69,-0.5555454,-0.4375572,"('lazy', 'industrious')",-0.5555454,-0.4375572,0.1179882
70,-0.10850915,-0.24193445,"('lethargic', 'energetic')",-0.1085092,-0.2419344,-0.1334252
71,0.34540108,0.3616904,"('diffident', 'self-confident')",0.3454011,0.3616904,0.0162893
72,0.03543035,-0.03509024,"('unambitious', 'ambitious')",0.0354303,-0.0350902,-0.0705205
73,-0.43371868,-0.35071194,"('helpless', 'self-reliant')",-0.4337187,-0.3507119,0.0830068
74,-0.5729534,-0.6856041,"('undedicated', 'dedicated')",-0.5729534,-0.6856041,-0.1126507
75,0.21619645,0.2897119,"('meek', 'impulsive')",0.2161964,0.2897119,0.0735155
76,-0.6118906,-0.5992862,"('anxious', 'daring')",-0.6118906,-0.5992862,0.0126044
77,-1.1306103,-1.0360898,"('unmotivated', 'motivated')",-1.1306103,-1.0360898,0.0945205
78,-0.42575508,-0.5112657,"('nonresilient', 'resilient')",-0.4257551,-0.5112657,-0.0855106
79,-0.79633564,-0.82262075,"('wavering', 'unwavering')",-0.7963356,-0.8226207,-0.0262851
80,0.07454359,0.021780351,"('dominated', 'dominating')",0.0745436,0.0217804,-0.0527632
81,0.27236003,0.29495052,"('submissive', 'aggressive')",0.27236,0.2949505,0.0225905
82,0.8739488,0.7985406,"('poor', 'rich')",0.8739488,0.7985406,-0.0754082
83,-0.004385233,-0.0017561242,"('powerless', 'powerful')",-0.0043852,-0.0017561,0.0026291
84,0.76987445,0.77166873,"('inferior', 'superior')",0.7698745,0.7716687,0.0017942
85,-0.43114537,-0.44734108,"('insignificant', 'prestigious')",-0.4311454,-0.4473411,-0.0161957
