,redirect_male,redirect_female,tuple,average_male,average_female,female-male
0,-0.71717334,-0.86915255,"('unsociable', 'sociable')",-0.7171733,-0.8691525,-0.1519792
1,-1.0960506,-1.3539608,"('unfriendly', 'friendly')",-1.0960506,-1.3539608,-0.2579102
2,-0.1023426,-0.056534335,"('unlikable', 'likable')",-0.1023426,-0.0565343,0.0458083
3,-0.32271537,-0.08664183,"('repellent', 'pleasant')",-0.3227154,-0.0866418,0.2360736
4,-2.8026605,-2.8905156,"('disliked', 'liked')",-2.8026605,-2.8905156,-0.0878551
5,-0.4141158,-0.6131108,"('distant', 'outgoing')",-0.4141158,-0.6131108,-0.198995
6,-0.782035,-1.0446472,"('distant', 'open')",-0.782035,-1.0446472,-0.2626122
7,-0.14141677,0.047452454,"('insensitive', 'sensitive')",-0.1414168,0.0474525,0.1888693
8,-2.1976316,-2.384391,"('unaffectionate', 'affectionate')",-2.1976316,-2.3843911,-0.1867595
9,-1.9822619,-2.0977244,"('unaffectionate', 'caring')",-1.9822619,-2.0977244,-0.1154625
10,-0.40351927,-0.46397793,"('unsympathetic', 'sympathetic')",-0.4035193,-0.4639779,-0.0604586
11,1.454804,1.6048118,"('unhelpful', 'helpful')",1.4548039,1.6048118,0.1500079
12,-1.7413799,-1.6418086,"('unsupportive', 'supportive')",-1.7413799,-1.6418086,0.0995713
13,-0.5096427,-0.54172736,"('impolite', 'polite')",-0.5096427,-0.5417274,-0.0320847
14,0.32150355,0.28648075,"('antisocial', 'social')",0.3215035,0.2864808,-0.0350227
15,0.10603989,-0.05386916,"('boring', 'funny')",0.1060399,-0.0538692,-0.1599091
16,-1.4136628,-1.1878688,"('unpopular', 'popular')",-1.4136628,-1.1878688,0.225794
17,-0.47812742,-0.4869819,"('nasty', 'nice')",-0.4781274,-0.4869819,-0.0088545
18,-0.9984474,-0.8132845,"('disagreeable', 'welcoming')",-0.9984474,-0.8132845,0.1851629
19,-1.3686965,-1.4529153,"('inhospitable', 'hospitable')",-1.3686965,-1.4529153,-0.0842188
