,boat_male,boat_female,tuple,average_male,average_female,female-male
0,0.28421843,0.20490944,"('unsociable', 'sociable')",0.2842184,0.2049094,-0.079309
1,1.5006919,1.461741,"('unfriendly', 'friendly')",1.5006919,1.461741,-0.0389509
2,0.61630994,0.7552793,"('unlikable', 'likable')",0.6163099,0.7552793,0.1389694
3,0.37446833,0.6058565,"('repellent', 'pleasant')",0.3744683,0.6058565,0.2313882
4,-7.1544757,-7.1919947,"('disliked', 'liked')",-7.1544757,-7.1919947,-0.037519
5,0.0106819235,-0.030424159,"('distant', 'outgoing')",0.0106819,-0.0304242,-0.0411061
6,0.3380524,0.2681561,"('distant', 'open')",0.3380524,0.2681561,-0.0698963
7,0.83038384,0.99897075,"('insensitive', 'sensitive')",0.8303838,0.9989707,0.1685869
8,1.3321084,1.2140667,"('unaffectionate', 'affectionate')",1.3321084,1.2140667,-0.1180417
9,2.0102785,1.9545933,"('unaffectionate', 'caring')",2.0102785,1.9545933,-0.0556852
10,0.812632,0.90080005,"('unsympathetic', 'sympathetic')",0.812632,0.9008,0.088168
11,2.3169708,2.4105837,"('unhelpful', 'helpful')",2.3169708,2.4105837,0.0936129
12,-1.1713662,-1.1762426,"('unsupportive', 'supportive')",-1.1713662,-1.1762426,-0.0048764
13,0.076201364,0.051352866,"('impolite', 'polite')",0.0762014,0.0513529,-0.0248485
14,0.2976224,0.3318628,"('antisocial', 'social')",0.2976224,0.3318628,0.0342404
15,0.64488053,0.55673414,"('boring', 'funny')",0.6448805,0.5567341,-0.0881464
16,-0.33141574,-0.18903631,"('unpopular', 'popular')",-0.3314157,-0.1890363,0.1423794
17,0.24488866,0.20364138,"('nasty', 'nice')",0.2448887,0.2036414,-0.0412473
18,-0.5754226,-0.5460114,"('disagreeable', 'welcoming')",-0.5754226,-0.5460114,0.0294112
19,-0.39562583,-0.25782338,"('inhospitable', 'hospitable')",-0.3956258,-0.2578234,0.1378024
20,0.24857289,0.23650718,"('rough', 'thoughtful')",0.2485729,0.2365072,-0.0120657
21,-0.065719336,0.14640445,"('immoral', 'moral')",-0.0657193,0.1464044,0.2121237
22,-0.56231135,-0.39725146,"('untrustworthy', 'trustworthy')",-0.5623114,-0.3972515,0.1650599
23,6.8957458,7.097497,"('insincere', 'sincere')",6.8957458,7.097497,0.2017512
24,1.6669521,1.8373394,"('dishonest', 'honest')",1.6669521,1.8373394,0.1703873
25,0.79757905,0.6576454,"('egoistic', 'altruistic')",0.7975791,0.6576454,-0.1399337
26,0.31594467,0.17948872,"('hardhearted', 'benevolent')",0.3159447,0.1794887,-0.136456
27,0.9433264,0.9841247,"('hardhearted', 'softhearted')",0.9433264,0.9841247,0.0407983
28,1.0629799,1.0960965,"('disloyal', 'loyal')",1.0629799,1.0960965,0.0331166
29,0.04215501,-0.032760203,"('unfair', 'fair')",0.042155,-0.0327602,-0.0749152
30,0.9349944,0.92986876,"('intolerant', 'tolerant')",0.9349944,0.9298688,-0.0051256
31,-1.1725976,-1.2149258,"('evil', 'good')",-1.1725976,-1.2149258,-0.0423282
32,1.148143,1.1931851,"('unkind', 'kind')",1.1481431,1.1931851,0.045042
33,-0.27660105,-0.37786436,"('wrong', 'right')",-0.276601,-0.3778644,-0.1012634
34,4.520543,4.7853374,"('mean', 'honorable')",4.5205431,4.7853374,0.2647943
35,-0.8633684,-0.99937797,"('corrupt', 'incorrupt')",-0.8633684,-0.999378,-0.1360096
36,-0.45049134,-0.6110334,"('hostile', 'amicable')",-0.4504913,-0.6110334,-0.1605421
37,0.70732605,0.6530852,"('fake', 'genuine')",0.7073261,0.6530852,-0.0542409
38,0.49494094,0.405805,"('untruthful', 'truthful')",0.4949409,0.405805,-0.0891359
39,0.075733855,0.058224738,"('exploitative', 'cooperative')",0.0757339,0.0582247,-0.0175092
40,-1.7178844,-1.6708866,"('stingy', 'generous')",-1.7178844,-1.6708866,0.0469978
41,0.31895962,0.26643622,"('unforgiving', 'forgiving')",0.3189596,0.2664362,-0.0525234
42,-2.4184177,-2.244183,"('unreliable', 'reliable')",-2.4184177,-2.2441831,0.1742346
43,1.2200463,1.2313745,"('irresponsible', 'responsible')",1.2200463,1.2313745,0.0113282
44,-1.29221,-1.4728533,"('prejudiced', 'unprejudiced')",-1.29221,-1.4728533,-0.1806433
45,0.2868256,0.42893997,"('incompetent', 'competent')",0.2868256,0.42894,0.1421144
46,-1.1680734,-1.0568314,"('uncompetitive', 'competitive')",-1.1680734,-1.0568314,0.111242
47,5.553711,5.8598566,"('stupid', 'smart')",5.5537109,5.8598566,0.3061457
48,0.6028985,0.6770505,"('unintelligent', 'intelligent')",0.6028985,0.6770505,0.074152
49,-0.08351998,0.09611124,"('unable', 'able')",-0.08352,0.0961112,0.1796312
