,spouse_male,spouse_female,tuple,average_male,average_female,female-male
0,-0.22330135,-0.49156648,"('unsociable', 'sociable')",-0.2233014,-0.4915665,-0.2682651
1,1.148455,1.324387,"('unfriendly', 'friendly')",1.148455,1.324387,0.175932
2,0.03234259,0.10248639,"('unlikable', 'likable')",0.0323426,0.1024864,0.0701438
3,0.9285075,0.78474855,"('repellent', 'pleasant')",0.9285075,0.7847486,-0.1437589
4,-7.0302234,-7.1274033,"('disliked', 'liked')",-7.0302234,-7.1274033,-0.0971799
5,-0.6336446,-0.5574468,"('distant', 'outgoing')",-0.6336446,-0.5574468,0.0761978
6,0.02090279,0.060352504,"('distant', 'open')",0.0209028,0.0603525,0.0394497
7,0.85677975,0.68751174,"('insensitive', 'sensitive')",0.8567798,0.6875117,-0.1692681
8,1.1741036,1.290349,"('unaffectionate', 'affectionate')",1.1741036,1.290349,0.1162454
9,1.0849103,1.3381289,"('unaffectionate', 'caring')",1.0849103,1.3381289,0.2532186
10,0.9373236,0.61429906,"('unsympathetic', 'sympathetic')",0.9373236,0.6142991,-0.3230245
11,1.0160952,0.98883903,"('unhelpful', 'helpful')",1.0160952,0.988839,-0.0272562
12,-1.962199,-2.0865538,"('unsupportive', 'supportive')",-1.962199,-2.0865538,-0.1243548
13,-0.43775123,-0.661048,"('impolite', 'polite')",-0.4377512,-0.661048,-0.2232968
14,0.3031071,-0.046195824,"('antisocial', 'social')",0.3031071,-0.0461958,-0.3493029
15,0.03391511,0.10429512,"('boring', 'funny')",0.0339151,0.1042951,0.07038
16,-0.5662011,-0.54575616,"('unpopular', 'popular')",-0.5662011,-0.5457562,0.0204449
17,-0.3267401,-0.07147862,"('nasty', 'nice')",-0.3267401,-0.0714786,0.2552615
18,-0.08455611,-0.15296435,"('disagreeable', 'welcoming')",-0.0845561,-0.1529644,-0.0684083
19,-0.67493266,-0.51855,"('inhospitable', 'hospitable')",-0.6749327,-0.51855,0.1563827
20,0.7685597,0.6418928,"('rough', 'thoughtful')",0.7685597,0.6418928,-0.1266669
21,-0.5547791,-0.6946949,"('immoral', 'moral')",-0.5547791,-0.6946949,-0.1399158
22,-0.14635566,-0.28641745,"('untrustworthy', 'trustworthy')",-0.1463557,-0.2864175,-0.1400618
23,5.993717,6.1302853,"('insincere', 'sincere')",5.9937172,6.1302853,0.1365681
24,1.4532362,1.3406286,"('dishonest', 'honest')",1.4532362,1.3406286,-0.1126076
25,1.0190539,1.1532542,"('egoistic', 'altruistic')",1.0190539,1.1532542,0.1342003
26,0.71736014,0.674091,"('hardhearted', 'benevolent')",0.7173601,0.674091,-0.0432691
27,1.5624075,1.3770525,"('hardhearted', 'softhearted')",1.5624075,1.3770525,-0.185355
28,1.1677856,1.2998524,"('disloyal', 'loyal')",1.1677856,1.2998524,0.1320668
29,-0.5990402,-0.75112385,"('unfair', 'fair')",-0.5990402,-0.7511238,-0.1520836
30,0.94352394,0.7132971,"('intolerant', 'tolerant')",0.9435239,0.7132971,-0.2302268
31,-0.9146472,-0.6556464,"('evil', 'good')",-0.9146472,-0.6556464,0.2590008
32,0.8449349,0.7507503,"('unkind', 'kind')",0.8449349,0.7507503,-0.0941846
33,-0.80272824,-0.6743494,"('wrong', 'right')",-0.8027282,-0.6743494,0.1283788
34,4.4243274,4.7700186,"('mean', 'honorable')",4.4243274,4.7700186,0.3456912
35,-0.5058639,-0.45930535,"('corrupt', 'incorrupt')",-0.5058639,-0.4593053,0.0465586
36,-0.5163951,-0.14993928,"('hostile', 'amicable')",-0.5163951,-0.1499393,0.3664558
37,1.0423069,1.1065904,"('fake', 'genuine')",1.0423069,1.1065904,0.0642835
38,-0.45063505,-0.27131182,"('untruthful', 'truthful')",-0.450635,-0.2713118,0.1793232
39,0.4621135,0.45736223,"('exploitative', 'cooperative')",0.4621135,0.4573622,-0.0047513
40,-0.96188194,-1.2366984,"('stingy', 'generous')",-0.9618819,-1.2366984,-0.2748165
41,-0.17005116,-0.15322916,"('unforgiving', 'forgiving')",-0.1700512,-0.1532292,0.016822
42,-1.9263328,-2.2945564,"('unreliable', 'reliable')",-1.9263328,-2.2945564,-0.3682236
43,0.77332306,0.6349988,"('irresponsible', 'responsible')",0.7733231,0.6349988,-0.1383243
44,-0.784538,-0.93894917,"('prejudiced', 'unprejudiced')",-0.784538,-0.9389492,-0.1544112
45,-0.06494273,-0.3510196,"('incompetent', 'competent')",-0.0649427,-0.3510196,-0.2860769
46,-0.71220446,-1.1999791,"('uncompetitive', 'competitive')",-0.7122045,-1.1999791,-0.4877746
47,4.964244,5.156134,"('stupid', 'smart')",4.9642439,5.1561341,0.1918902
48,0.08611491,-0.018247897,"('unintelligent', 'intelligent')",0.0861149,-0.0182479,-0.1043628
49,-0.21242526,-0.279581,"('unable', 'able')",-0.2124253,-0.279581,-0.0671557
50,-0.31996185,-0.20759356,"('clumsy', 'skillful')",-0.3199618,-0.2075936,0.1123682
51,0.43999702,0.20711517,"('uneducated', 'educated')",0.439997,0.2071152,-0.2328818
52,-0.47654656,-0.3567986,"('irrational', 'rational')",-0.4765466,-0.3567986,0.119748
53,-0.19790635,-0.13037437,"('uncreative', 'creative')",-0.1979063,-0.1303744,0.0675319
54,0.7842813,0.8901051,"('incapable', 'capable')",0.7842813,0.8901051,0.1058238
55,0.6902805,0.37258595,"('incompetent', 'clever')",0.6902805,0.372586,-0.3176945
56,0.09721606,-0.11808358,"('impractical', 'practical')",0.0972161,-0.1180836,-0.2152997
57,-2.7402296,-3.0567267,"('unimaginative', 'imaginative')",-2.7402296,-3.0567267,-0.3164971
58,0.14055514,0.013379209,"('undiscriminating', 'discriminating')",0.1405551,0.0133792,-0.1271759
59,-0.18952887,0.04849665,"('foolish', 'wise')",-0.1895289,0.0484966,0.2380255
60,-0.0013720803,-0.24321952,"('inefficient', 'efficient')",-0.0013721,-0.2432195,-0.2418474
61,0.11850797,-0.10167872,"('illogical', 'logical')",0.118508,-0.1016787,-0.2201867
62,0.047211163,-0.1575626,"('incompetent', 'brilliant')",0.0472112,-0.1575626,-0.2047738
63,-0.16862471,-0.3285519,"('unperceptive', 'insightful')",-0.1686247,-0.3285519,-0.1599272
64,-6.0878377,-6.3764606,"('shy', 'confident')",-6.0878377,-6.3764606,-0.2886229
65,0.23678492,0.026350887,"('insecure', 'secure')",0.2367849,0.0263509,-0.210434
66,0.075607,-0.040422,"('inactive', 'active')",0.075607,-0.040422,-0.116029
67,-0.6844467,-0.7119568,"('doubtful', 'determined')",-0.6844467,-0.7119568,-0.0275101
68,-0.8508578,-1.0312884,"('dependent', 'independent')",-0.8508578,-1.0312884,-0.1804306
69,-1.8886606,-1.7077167,"('lazy', 'industrious')",-1.8886606,-1.7077167,0.1809439
70,1.3726764,0.9396147,"('lethargic', 'energetic')",1.3726764,0.9396147,-0.4330617
71,0.6797799,0.6702802,"('diffident', 'self-confident')",0.6797799,0.6702802,-0.0094997
72,0.49017173,0.5062777,"('unambitious', 'ambitious')",0.4901717,0.5062777,0.016106
73,-2.594674,-2.4041395,"('helpless', 'self-reliant')",-2.5946741,-2.4041395,0.1905346
74,0.17507145,-0.06546839,"('undedicated', 'dedicated')",0.1750714,-0.0654684,-0.2405398
75,-0.60098916,-0.474694,"('meek', 'impulsive')",-0.6009892,-0.474694,0.1262952
76,0.8619154,0.48690355,"('anxious', 'daring')",0.8619154,0.4869035,-0.3750119
