,cancer_male,cancer_female,tuple,average_male,average_female,female-male
0,-0.38882107,-0.51741564,"('unsociable', 'sociable')",-0.3888211,-0.5174156,-0.1285945
1,1.679115,1.7064447,"('unfriendly', 'friendly')",1.6791151,1.7064447,0.0273296
2,0.39775237,0.5015306,"('unlikable', 'likable')",0.3977524,0.5015306,0.1037782
3,0.01775929,-0.091530606,"('repellent', 'pleasant')",0.0177593,-0.0915306,-0.1092899
4,-7.0403914,-7.1519847,"('disliked', 'liked')",-7.0403914,-7.1519847,-0.1115933
5,-0.4644714,-0.44909832,"('distant', 'outgoing')",-0.4644714,-0.4490983,0.0153731
6,0.01697646,0.04263506,"('distant', 'open')",0.0169765,0.0426351,0.0256586
7,0.40069535,0.40506,"('insensitive', 'sensitive')",0.4006954,0.40506,0.0043646
8,1.7818395,1.761963,"('unaffectionate', 'affectionate')",1.7818395,1.761963,-0.0198765
9,2.2030904,2.3102925,"('unaffectionate', 'caring')",2.2030904,2.3102925,0.1072021
10,0.6280345,0.5708709,"('unsympathetic', 'sympathetic')",0.6280345,0.5708709,-0.0571636
11,1.6396761,1.7824074,"('unhelpful', 'helpful')",1.6396761,1.7824074,0.1427313
12,-1.219145,-1.175313,"('unsupportive', 'supportive')",-1.2191451,-1.175313,0.0438321
13,-0.39701366,-0.46295142,"('impolite', 'polite')",-0.3970137,-0.4629514,-0.0659377
14,-0.29840347,-0.35711762,"('antisocial', 'social')",-0.2984035,-0.3571176,-0.0587141
15,-0.018823609,-0.07167916,"('boring', 'funny')",-0.0188236,-0.0716792,-0.0528556
16,-0.520334,-0.5279614,"('unpopular', 'popular')",-0.520334,-0.5279614,-0.0076274
17,-0.21663809,-0.21802102,"('nasty', 'nice')",-0.2166381,-0.218021,-0.0013829
18,-0.60770863,-0.5614799,"('disagreeable', 'welcoming')",-0.6077086,-0.5614799,0.0462287
19,-0.5574418,-0.5100407,"('inhospitable', 'hospitable')",-0.5574418,-0.5100407,0.0474011
20,0.6100287,0.5100976,"('rough', 'thoughtful')",0.6100287,0.5100976,-0.0999311
21,-0.67564756,-0.6140169,"('immoral', 'moral')",-0.6756476,-0.6140169,0.0616307
22,-0.55041695,-0.59135795,"('untrustworthy', 'trustworthy')",-0.5504169,-0.5913579,-0.040941
23,6.0153465,6.137105,"('insincere', 'sincere')",6.0153465,6.137105,0.1217585
