,rectangle_male,rectangle_female,tuple,average_male,average_female,female-male
0,0.12852474,-0.018532686,"('unsociable', 'sociable')",0.1285247,-0.0185327,-0.1470574
1,0.707023,0.5729336,"('unfriendly', 'friendly')",0.707023,0.5729336,-0.1340894
2,0.48392436,0.5646858,"('unlikable', 'likable')",0.4839244,0.5646858,0.0807614
3,-0.06954657,-0.0021211272,"('repellent', 'pleasant')",-0.0695466,-0.0021211,0.0674255
4,-3.8200119,-3.8780773,"('disliked', 'liked')",-3.8200119,-3.8780773,-0.0580654
5,-0.12536895,-0.12033799,"('distant', 'outgoing')",-0.125369,-0.120338,0.005031
6,-0.19089642,-0.1886743,"('distant', 'open')",-0.1908964,-0.1886743,0.0022221
7,0.64864707,0.7452107,"('insensitive', 'sensitive')",0.6486471,0.7452107,0.0965636
8,0.3784444,0.34057754,"('unaffectionate', 'affectionate')",0.3784444,0.3405775,-0.0378669
9,0.9147256,0.9475372,"('unaffectionate', 'caring')",0.9147256,0.9475372,0.0328116
10,0.07906818,0.17557481,"('unsympathetic', 'sympathetic')",0.0790682,0.1755748,0.0965066
11,1.3919613,1.5190413,"('unhelpful', 'helpful')",1.3919613,1.5190413,0.12708
12,-0.9798566,-0.90272516,"('unsupportive', 'supportive')",-0.9798566,-0.9027252,0.0771314
13,-0.12919417,-0.14548373,"('impolite', 'polite')",-0.1291942,-0.1454837,-0.0162895
14,0.26241907,0.22701839,"('antisocial', 'social')",0.2624191,0.2270184,-0.0354007
15,0.070719086,-0.0056265197,"('boring', 'funny')",0.0707191,-0.0056265,-0.0763456
16,-0.23103409,-0.24634023,"('unpopular', 'popular')",-0.2310341,-0.2463402,-0.0153061
17,0.07953465,0.09664138,"('nasty', 'nice')",0.0795346,0.0966414,0.0171068
18,-0.4601672,-0.5460719,"('disagreeable', 'welcoming')",-0.4601672,-0.5460719,-0.0859047
19,-1.0337383,-0.99588674,"('inhospitable', 'hospitable')",-1.0337383,-0.9958867,0.0378516
20,0.6882487,0.69129187,"('rough', 'thoughtful')",0.6882487,0.6912919,0.0030432
21,0.034921993,0.12505735,"('immoral', 'moral')",0.034922,0.1250574,0.0901354
22,-0.21597345,-0.19552852,"('untrustworthy', 'trustworthy')",-0.2159735,-0.1955285,0.020445
23,3.6602874,3.7407932,"('insincere', 'sincere')",3.6602874,3.7407932,0.0805058
24,0.8499908,0.8269098,"('dishonest', 'honest')",0.8499908,0.8269098,-0.023081
25,0.4371183,0.3102051,"('egoistic', 'altruistic')",0.4371183,0.3102051,-0.1269132
26,0.38055786,0.26212847,"('hardhearted', 'benevolent')",0.3805579,0.2621285,-0.1184294
27,1.0906563,1.0405473,"('hardhearted', 'softhearted')",1.0906563,1.0405473,-0.050109
28,0.3315295,0.29852518,"('disloyal', 'loyal')",0.3315295,0.2985252,-0.0330043
29,-0.12437883,-0.15000816,"('unfair', 'fair')",-0.1243788,-0.1500082,-0.0256294
30,1.0462654,1.0101852,"('intolerant', 'tolerant')",1.0462654,1.0101852,-0.0360802
31,-1.1358529,-1.2392817,"('evil', 'good')",-1.1358529,-1.2392817,-0.1034288
32,0.8334796,0.8038232,"('unkind', 'kind')",0.8334796,0.8038232,-0.0296564
33,-0.024479123,-0.06729842,"('wrong', 'right')",-0.0244791,-0.0672984,-0.0428193
34,3.0273054,3.136847,"('mean', 'honorable')",3.0273054,3.136847,0.1095416
35,-0.3771998,-0.46606773,"('corrupt', 'incorrupt')",-0.3771998,-0.4660677,-0.0888679
36,-0.3734987,-0.46903232,"('hostile', 'amicable')",-0.3734987,-0.4690323,-0.0955336
37,0.5654242,0.5939214,"('fake', 'genuine')",0.5654242,0.5939214,0.0284972
38,0.80657524,0.881637,"('untruthful', 'truthful')",0.8065752,0.881637,0.0750618
39,1.2391489,1.2227948,"('exploitative', 'cooperative')",1.2391489,1.2227948,-0.0163541
40,-1.2502235,-1.3415893,"('stingy', 'generous')",-1.2502235,-1.3415893,-0.0913658
41,0.6076483,0.5826336,"('unforgiving', 'forgiving')",0.6076483,0.5826336,-0.0250147
42,-1.3990747,-1.2937633,"('unreliable', 'reliable')",-1.3990747,-1.2937633,0.1053114
43,0.41533315,0.48389274,"('irresponsible', 'responsible')",0.4153332,0.4838927,0.0685595
44,-0.26774752,-0.3156062,"('prejudiced', 'unprejudiced')",-0.2677475,-0.3156062,-0.0478587
45,0.022473224,0.08247309,"('incompetent', 'competent')",0.0224732,0.0824731,0.0599999
46,-0.39687702,-0.3590042,"('uncompetitive', 'competitive')",-0.396877,-0.3590042,0.0378728
47,3.3911476,3.5308197,"('stupid', 'smart')",3.3911476,3.5308197,0.1396721
48,0.34154058,0.30794942,"('unintelligent', 'intelligent')",0.3415406,0.3079494,-0.0335912
49,0.30216792,0.45075303,"('unable', 'able')",0.3021679,0.450753,0.1485851
50,-0.15643683,-0.08407425,"('clumsy', 'skillful')",-0.1564368,-0.0840743,0.0723625
51,-0.305503,-0.323241,"('uneducated', 'educated')",-0.305503,-0.323241,-0.017738
52,-0.26906416,-0.38217932,"('irrational', 'rational')",-0.2690642,-0.3821793,-0.1131151
