,xerox_male,xerox_female,tuple,holdings_male,holdings_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.9416491,-2.155184,"('unsociable', 'sociable')",0.18415445,-0.22211343,-0.22554882,-0.37466317,-0.6610145,-0.9173202,-0.2563057
1,0.1468519,-0.19343644,"('unfriendly', 'friendly')",-0.31179523,-0.43687493,0.5221284,0.3878105,0.1190617,-0.0808336,-0.1998953
2,0.2981196,0.2320519,"('unlikable', 'likable')",1.6180055,1.7478855,0.7132419,0.79886335,0.8764556,0.9262669,0.0498113
3,-1.6544275,-1.67789,"('repellent', 'pleasant')",0.69696873,0.60434496,1.0445291,0.92242336,0.0290234,-0.0503739,-0.0793973
4,-0.14744477,-0.25742778,"('disliked', 'liked')",0.12896,0.20025559,-6.881647,-6.985359,-2.3000439,-2.3475105,-0.0474666
5,0.47552037,0.43935093,"('distant', 'outgoing')",-0.7953436,-0.5199612,-0.82350326,-0.6556115,-0.3811088,-0.2454073,0.1357015
6,1.1158439,0.98708004,"('distant', 'open')",-0.9121503,-0.64932215,-0.5731652,-0.4637927,-0.1231572,-0.0420116,0.0811456
7,-1.3347127,-1.42306,"('insensitive', 'sensitive')",0.17242265,-0.018612323,0.0080740545,-0.05930527,-0.3847387,-0.5003259,-0.1155872
8,0.4317841,0.3331097,"('unaffectionate', 'affectionate')",-0.59962934,-0.62669903,0.09222976,0.14333273,-0.0252052,-0.0500855,-0.0248803
9,-0.081661634,-0.32091781,"('unaffectionate', 'caring')",-0.036230635,-0.13073356,0.9569377,1.0187064,0.2796818,0.1890183,-0.0906635
10,-2.7027442,-2.872468,"('unsympathetic', 'sympathetic')",-0.06638033,-0.4335087,-0.05322752,-0.12544474,-0.940784,-1.1438071,-0.2030231
11,-1.3399332,-1.365387,"('unhelpful', 'helpful')",-1.1484196,-1.2082441,1.9558026,2.028632,-0.1775167,-0.1816664,-0.0041497
12,-1.6387621,-1.7383577,"('unsupportive', 'supportive')",-0.17768672,-0.03318478,-2.2878728,-2.2650793,-1.3681072,-1.3455405,0.0225667
13,-1.9759276,-2.0837398,"('impolite', 'polite')",-0.18873656,-0.37196323,-0.47887513,-0.5365694,-0.8811798,-0.9974241,-0.1162443
14,-1.9592291,-1.9839349,"('antisocial', 'social')",2.1210384,1.9300475,-0.04151109,-0.16971575,0.0400994,-0.0745344,-0.1146338
15,0.5718265,0.5487463,"('boring', 'funny')",-1.3938258,-1.4679931,-0.1702706,-0.19623707,-0.3307566,-0.371828,-0.0410714
16,0.5363137,0.46022514,"('unpopular', 'popular')",-0.80106145,-0.5750054,0.13035649,0.13349766,-0.0447971,0.0062391,0.0510362
17,0.11040106,0.1287755,"('nasty', 'nice')",-1.1451142,-0.97903913,-0.59370947,-0.5688191,-0.5428075,-0.4730275,0.06978
