,nordstrom_male,nordstrom_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.46879908,-0.5032287,"('unsociable', 'sociable')",-0.60420394,-0.71273696,-0.5365015,-0.6079829,-0.0714814
1,-0.30856967,-0.48979998,"('unfriendly', 'friendly')",1.900373,1.7626854,0.7959017,0.6364427,-0.159459
2,-0.15234427,-0.023058262,"('unlikable', 'likable')",0.5670463,0.7154737,0.207351,0.3462077,0.1388567
3,-0.9012513,-0.7445166,"('repellent', 'pleasant')",0.12439103,0.18217991,-0.3884301,-0.2811683,0.1072618
4,-0.18236288,-0.3284181,"('disliked', 'liked')",-6.344187,-6.4565606,-3.2632749,-3.3924894,-0.1292145
5,-0.06102615,-0.15216362,"('distant', 'outgoing')",-0.09833898,-0.114108495,-0.0796826,-0.1331361,-0.0534535
6,-0.080749586,-0.15265018,"('distant', 'open')",0.4246052,0.40493375,0.1719278,0.1261418,-0.045786
7,-0.9170081,-0.74646765,"('insensitive', 'sensitive')",0.19497679,0.28594327,-0.3610156,-0.2302622,0.1307534
8,0.254525,0.19689667,"('unaffectionate', 'affectionate')",1.2677804,1.1413077,0.7611527,0.6691022,-0.0920505
9,-0.12407998,-0.1702176,"('unaffectionate', 'caring')",1.1240728,1.048112,0.4999964,0.4389472,-0.0610492
10,-1.7110952,-1.6029661,"('unsympathetic', 'sympathetic')",-0.851864,-0.8148442,-1.2814796,-1.2089051,0.0725745
11,-1.0541289,-0.94450647,"('unhelpful', 'helpful')",1.1574492,1.235954,0.0516602,0.1457238,0.0940636
12,-0.61798894,-0.49085477,"('unsupportive', 'supportive')",-1.957349,-1.9564304,-1.2876689,-1.2236426,0.0640263
13,-0.97507113,-0.8301228,"('impolite', 'polite')",-1.0252686,-0.96157616,-1.0001699,-0.8958495,0.1043204
14,-0.6628486,-0.570213,"('antisocial', 'social')",-0.7299759,-0.8123148,-0.6964122,-0.6912639,0.0051483
15,-0.0901492,-0.22729313,"('boring', 'funny')",0.4512066,0.42970064,0.1805287,0.1012038,-0.0793249
16,-0.2158893,-0.17872845,"('unpopular', 'popular')",0.58668494,0.6154735,0.1853978,0.2183725,0.0329747
17,-0.81431365,-0.74789906,"('nasty', 'nice')",-0.6582139,-0.63431513,-0.7362638,-0.6911071,0.0451567
18,0.03676822,0.08747721,"('disagreeable', 'welcoming')",-0.41454786,-0.48323303,-0.1888898,-0.1978779,-0.0089881
19,-0.07950855,-0.03992665,"('inhospitable', 'hospitable')",0.103506655,0.27261496,0.0119991,0.1163442,0.1043451
20,0.5954107,0.6960672,"('rough', 'thoughtful')",1.270622,1.1836398,0.9330164,0.9398535,0.0068371
21,-1.3594068,-1.3017017,"('immoral', 'moral')",-0.991977,-0.92204213,-1.1756918,-1.111872,0.0638198
22,-1.1155429,-1.0198601,"('untrustworthy', 'trustworthy')",-1.0508516,-1.0940673,-1.0831972,-1.0569637,0.0262335
23,-0.3373035,-0.26552853,"('insincere', 'sincere')",5.2195144,5.1551895,2.4411054,2.4448304,0.003725
24,-0.97369313,-0.8439483,"('dishonest', 'honest')",0.35538435,0.311868,-0.3091544,-0.2660401,0.0431143
25,0.30677944,0.183488,"('egoistic', 'altruistic')",1.5300071,1.464262,0.9183933,0.823875,-0.0945183
26,0.6495984,0.52192014,"('hardhearted', 'benevolent')",1.9361436,1.8246235,1.292871,1.1732718,-0.1195992
27,-0.6552253,-0.6124471,"('hardhearted', 'softhearted')",1.4230794,1.3164833,0.383927,0.3520181,-0.0319089
28,0.01564597,-0.15000239,"('disloyal', 'loyal')",0.98067105,0.8550583,0.4981585,0.352528,-0.1456305
29,-0.7022376,-0.6961686,"('unfair', 'fair')",-0.39833665,-0.5366723,-0.5502871,-0.6164204,-0.0661333
30,-0.42417672,-0.39648953,"('intolerant', 'tolerant')",0.796269,0.7694164,0.1860461,0.1864634,0.0004173
31,-0.47823933,-0.46056792,"('evil', 'good')",-0.46713224,-0.56935656,-0.4726858,-0.5149623,-0.0422765
32,-0.4223176,-0.48399064,"('unkind', 'kind')",0.702081,0.5360182,0.1398817,0.0260138,-0.1138679
33,0.9439973,0.8071618,"('wrong', 'right')",-0.20762622,-0.29705843,0.3681855,0.2550517,-0.1131338
34,-0.43951383,-0.19957429,"('mean', 'honorable')",5.4471207,5.6716084,2.5038035,2.736017,0.2322135
35,0.41340894,0.22824742,"('corrupt', 'incorrupt')",0.1764786,0.021385191,0.2949437,0.1248163,-0.1701274
36,0.13588995,-0.068848364,"('hostile', 'amicable')",0.65565443,0.44016713,0.3957722,0.1856594,-0.2101128
37,-0.2209178,-0.094185606,"('fake', 'genuine')",0.43024302,0.4628945,0.1046626,0.1843545,0.0796919
38,-0.5573775,-0.503144,"('untruthful', 'truthful')",-0.2791299,-0.263466,-0.4182537,-0.383305,0.0349487
39,1.4008147,1.4688833,"('exploitative', 'cooperative')",0.29810333,0.28954053,0.849459,0.8792119,0.0297529
40,0.31771287,0.20859638,"('stingy', 'generous')",-1.3890144,-1.5298655,-0.5356507,-0.6606346,-0.1249839
41,-0.04466205,-0.014254561,"('unforgiving', 'forgiving')",-0.027310744,-0.15195239,-0.0359864,-0.0831035,-0.0471171
42,0.17458291,0.37426037,"('unreliable', 'reliable')",-3.138842,-2.9783356,-1.4821296,-1.3020376,0.180092
43,-0.46819323,-0.20177594,"('irresponsible', 'responsible')",0.21661755,0.31199503,-0.1257878,0.0551095,0.1808973
44,-0.4545369,-0.36724997,"('prejudiced', 'unprejudiced')",-1.5732323,-1.5406716,-1.0138845,-0.9539608,0.0599237
45,-0.49780318,-0.40466717,"('incompetent', 'competent')",-0.117113695,-0.14349988,-0.3074584,-0.2740835,0.0333749
46,-0.68914807,-0.48194826,"('uncompetitive', 'competitive')",-0.9753159,-0.9054392,-0.832232,-0.6936938,0.1385382
47,0.055515207,0.25133997,"('stupid', 'smart')",5.151141,5.2805963,2.6033282,2.7659681,0.1626399
48,-0.40270022,-0.45281413,"('unintelligent', 'intelligent')",0.16317144,0.19730881,-0.1197644,-0.1277527,-0.0079883
49,-0.39495283,-0.23543273,"('unable', 'able')",-0.36842057,-0.26001805,-0.3816867,-0.2477254,0.1339613
50,0.40227765,0.39510044,"('clumsy', 'skillful')",0.25277364,0.23425612,0.3275256,0.3146783,-0.0128473
51,-0.4700572,-0.6046683,"('uneducated', 'educated')",-0.024314329,-0.045692295,-0.2471858,-0.3251803,-0.0779945
52,0.47170344,0.19270204,"('irrational', 'rational')",0.85750514,0.6604144,0.6646043,0.4265582,-0.2380461
53,-0.46042395,-0.47100154,"('uncreative', 'creative')",0.6641143,0.6989727,0.1018452,0.1139856,0.0121404
54,-0.14086056,-0.22361825,"('incapable', 'capable')",1.0743573,1.1741424,0.4667484,0.475262,0.0085136
55,-0.36227453,-0.20065859,"('incompetent', 'clever')",-0.2522498,-0.2477743,-0.3072622,-0.2242164,0.0830458
56,0.5195297,0.616676,"('impractical', 'practical')",-0.29830205,-0.21944879,0.1106138,0.1986136,0.0879998
57,-1.2203444,-1.2881706,"('unimaginative', 'imaginative')",-2.6596537,-2.6683083,-1.9399991,-1.9782394,-0.0382403
