,ambassador_male,ambassador_female,tuple,average_male,average_female,female-male
0,0.37298918,0.32920697,"('unsociable', 'sociable')",0.3729892,0.329207,-0.0437822
1,1.0487713,1.0980461,"('unfriendly', 'friendly')",1.0487713,1.0980461,0.0492748
2,0.009067036,0.05941771,"('unlikable', 'likable')",0.009067,0.0594177,0.0503507
3,0.17806797,0.24472515,"('repellent', 'pleasant')",0.178068,0.2447252,0.0666572
4,-7.9192395,-7.977543,"('disliked', 'liked')",-7.9192395,-7.9775429,-0.0583034
5,-1.1969765,-1.1970074,"('distant', 'outgoing')",-1.1969765,-1.1970074,-3.09e-05
6,-0.64031035,-0.63017225,"('distant', 'open')",-0.6403103,-0.6301723,0.010138
7,1.4352925,1.5131426,"('insensitive', 'sensitive')",1.4352925,1.5131426,0.0778501
8,1.0921661,1.0031524,"('unaffectionate', 'affectionate')",1.0921661,1.0031524,-0.0890137
9,2.0833242,2.1158519,"('unaffectionate', 'caring')",2.0833242,2.1158519,0.0325277
10,1.3085458,1.3427907,"('unsympathetic', 'sympathetic')",1.3085458,1.3427907,0.0342449
11,2.4919188,2.6396823,"('unhelpful', 'helpful')",2.4919188,2.6396823,0.1477635
12,-1.0528331,-0.9857161,"('unsupportive', 'supportive')",-1.0528331,-0.9857161,0.067117
13,0.2529278,0.27206796,"('impolite', 'polite')",0.2529278,0.272068,0.0191402
14,0.25673017,0.15033214,"('antisocial', 'social')",0.2567302,0.1503321,-0.1063981
15,0.050604217,0.003358908,"('boring', 'funny')",0.0506042,0.0033589,-0.0472453
16,-0.7905422,-0.7662677,"('unpopular', 'popular')",-0.7905422,-0.7662677,0.0242745
17,-0.40980974,-0.42328343,"('nasty', 'nice')",-0.4098097,-0.4232834,-0.0134737
18,-0.27157274,-0.33014402,"('disagreeable', 'welcoming')",-0.2715727,-0.330144,-0.0585713
19,-0.7995765,-0.726537,"('inhospitable', 'hospitable')",-0.7995765,-0.726537,0.0730395
20,1.0574092,1.0897877,"('rough', 'thoughtful')",1.0574092,1.0897877,0.0323785
21,-0.14775242,-0.051579885,"('immoral', 'moral')",-0.1477524,-0.0515799,0.0961725
22,-0.21634315,-0.22676995,"('untrustworthy', 'trustworthy')",-0.2163431,-0.22677,-0.0104269
23,7.306959,7.4090066,"('insincere', 'sincere')",7.3069592,7.4090066,0.1020474
24,1.8210398,1.708259,"('dishonest', 'honest')",1.8210398,1.708259,-0.1127808
25,0.51075935,0.41807005,"('egoistic', 'altruistic')",0.5107594,0.41807,-0.0926894
26,1.1814634,1.1644806,"('hardhearted', 'benevolent')",1.1814634,1.1644806,-0.0169828
27,1.6525294,1.5475757,"('hardhearted', 'softhearted')",1.6525294,1.5475757,-0.1049537
28,1.8265616,1.8025395,"('disloyal', 'loyal')",1.8265616,1.8025395,-0.0240221
29,-0.8943759,-1.0066986,"('unfair', 'fair')",-0.8943759,-1.0066986,-0.1123227
30,1.4103003,1.3976332,"('intolerant', 'tolerant')",1.4103003,1.3976332,-0.0126671
31,-1.9274776,-1.9074082,"('evil', 'good')",-1.9274776,-1.9074082,0.0200694
32,1.5428098,1.5243666,"('unkind', 'kind')",1.5428098,1.5243666,-0.0184432
33,-0.3793318,-0.43690464,"('wrong', 'right')",-0.3793318,-0.4369046,-0.0575728
34,5.405395,5.5654483,"('mean', 'honorable')",5.405395,5.5654483,0.1600533
35,-0.6594699,-0.8186199,"('corrupt', 'incorrupt')",-0.6594699,-0.8186199,-0.15915
36,-0.8597642,-0.8656911,"('hostile', 'amicable')",-0.8597642,-0.8656911,-0.0059269
37,0.72337437,0.6696024,"('fake', 'genuine')",0.7233744,0.6696024,-0.053772
38,0.6780036,0.7811269,"('untruthful', 'truthful')",0.6780036,0.7811269,0.1031233
