,clorox_male,clorox_female,tuple,co_male,co_female,average_male,average_female,female-male
0,-0.8162854,-0.8341914,"('unsociable', 'sociable')",-0.085843384,-0.15937799,-0.4510644,-0.4967847,-0.0457203
1,-1.0044171,-1.1600907,"('unfriendly', 'friendly')",1.0343336,0.95544165,0.0149583,-0.1023245,-0.1172828
2,0.5392794,0.51627487,"('unlikable', 'likable')",1.0968758,1.2210345,0.8180776,0.8686547,0.0505771
3,-0.79020095,-0.64450514,"('repellent', 'pleasant')",0.47913322,0.5315906,-0.1555339,-0.0564573,0.0990766
4,0.1226989,0.089562975,"('disliked', 'liked')",-6.5945687,-6.582627,-3.235935,-3.246532,-0.010597
5,-0.83794624,-0.870502,"('distant', 'outgoing')",-0.9397684,-0.78930795,-0.8888573,-0.829905,0.0589523
6,-1.1593667,-1.1707306,"('distant', 'open')",-0.7225339,-0.58408225,-0.9409503,-0.8774064,0.0635439
7,-0.7933079,-0.66411525,"('insensitive', 'sensitive')",-0.29490602,-0.2611695,-0.544107,-0.4626424,0.0814646
8,-0.8230838,-0.96668494,"('unaffectionate', 'affectionate')",0.3588497,0.32785878,-0.2321171,-0.3194131,-0.087296
9,-1.2843294,-1.3750291,"('unaffectionate', 'caring')",0.77973217,0.75825745,-0.2522986,-0.3083858,-0.0560872
10,-0.58977944,-0.5190674,"('unsympathetic', 'sympathetic')",-0.25434732,-0.31933674,-0.4220634,-0.4192021,0.0028613
11,-0.36114916,-0.3181981,"('unhelpful', 'helpful')",1.7431339,1.7333333,0.6909924,0.7075676,0.0165752
12,-0.75395375,-0.66212755,"('unsupportive', 'supportive')",-2.18854,-2.0725696,-1.4712468,-1.3673486,0.1038982
13,-0.8013056,-0.7290654,"('impolite', 'polite')",-0.48974916,-0.4901537,-0.6455274,-0.6096095,0.0359179
14,0.25402737,0.31160948,"('antisocial', 'social')",0.023350054,-0.056934077,0.1386887,0.1273377,-0.011351
15,-0.026580047,-0.16439006,"('boring', 'funny')",0.5226277,0.47825092,0.2480238,0.1569304,-0.0910934
16,-0.47806877,-0.49660295,"('unpopular', 'popular')",0.277857,0.12739038,-0.1001059,-0.1846063,-0.0845004
17,-0.35220116,-0.27088794,"('nasty', 'nice')",-0.27017725,-0.26492047,-0.3111892,-0.2679042,0.043285
18,-0.7090683,-0.64039105,"('disagreeable', 'welcoming')",-1.1346267,-1.0721742,-0.9218475,-0.8562826,0.0655649
19,-1.6893781,-1.6421498,"('inhospitable', 'hospitable')",-0.79073,-0.6738603,-1.2400541,-1.158005,0.0820491
20,-0.124663815,-0.09470901,"('rough', 'thoughtful')",0.6635124,0.61563885,0.2694243,0.2604649,-0.0089594
21,-0.023098234,0.07129126,"('immoral', 'moral')",-0.56154996,-0.5276926,-0.2923241,-0.2282007,0.0641234
22,0.1610772,0.233544,"('untrustworthy', 'trustworthy')",-0.3667428,-0.3772286,-0.1028328,-0.0718423,0.0309905
23,-1.0066673,-0.97535384,"('insincere', 'sincere')",5.3281684,5.235569,2.1607506,2.1301076,-0.030643
24,-0.24452859,-0.2860391,"('dishonest', 'honest')",0.86244595,0.8224309,0.3089587,0.2681959,-0.0407628
25,-0.4731979,-0.4980938,"('egoistic', 'altruistic')",1.1170018,1.0162747,0.3219019,0.2590904,-0.0628115
26,-0.058275096,-0.18705736,"('hardhearted', 'benevolent')",1.9635799,1.8214527,0.9526524,0.8171977,-0.1354547
27,-0.28179708,-0.27496782,"('hardhearted', 'softhearted')",0.5937766,0.528282,0.1559898,0.1266571,-0.0293327
28,-0.8109002,-0.9132966,"('disloyal', 'loyal')",1.0663588,0.86007273,0.1277293,-0.0266119,-0.1543412
29,-0.30229488,-0.3937868,"('unfair', 'fair')",-0.5437967,-0.61243117,-0.4230458,-0.503109,-0.0800632
30,0.28814477,0.35342762,"('intolerant', 'tolerant')",0.6245876,0.7613022,0.4563662,0.5573649,0.1009987
31,-1.0458026,-0.94606656,"('evil', 'good')",-1.2431308,-1.1759593,-1.1444666,-1.061013,0.0834536
32,-0.21970193,-0.29550895,"('unkind', 'kind')",1.1516302,0.9232414,0.4659641,0.3138662,-0.1520979
33,0.07367816,0.009980194,"('wrong', 'right')",-0.6776824,-0.7004852,-0.3020021,-0.3452525,-0.0432504
34,-0.23666453,-0.09043627,"('mean', 'honorable')",4.7989516,4.970865,2.2811437,2.4402142,0.1590705
35,0.06762041,-0.08179152,"('corrupt', 'incorrupt')",-0.6192161,-0.7372626,-0.2757978,-0.4095271,-0.1337293
36,-0.99313015,-1.103349,"('hostile', 'amicable')",-0.15491176,-0.29202896,-0.574021,-0.6976889,-0.1236679
37,-0.44469666,-0.42408368,"('fake', 'genuine')",-0.03439495,0.020856429,-0.2395458,-0.2016136,0.0379322
38,-0.82094955,-0.84072787,"('untruthful', 'truthful')",-0.22506064,-0.13176107,-0.5230051,-0.4862445,0.0367606
39,0.3581439,0.40148655,"('exploitative', 'cooperative')",0.7554662,0.82627636,0.5568051,0.6138815,0.0570764
40,0.008278597,0.012243312,"('stingy', 'generous')",-2.4632156,-2.4552686,-1.2274685,-1.2215127,0.0059558
41,-0.17272995,-0.090578705,"('unforgiving', 'forgiving')",0.27866584,0.25692564,0.0529679,0.0831735,0.0302056
42,0.43168476,0.56653786,"('unreliable', 'reliable')",-2.5422885,-2.442093,-1.0553019,-0.9377775,0.1175244
43,-0.61644435,-0.5244596,"('irresponsible', 'responsible')",0.44958103,0.6033451,-0.0834317,0.0394427,0.1228744
44,0.86868453,0.84412456,"('prejudiced', 'unprejudiced')",-0.8996074,-0.87020993,-0.0154614,-0.0130427,0.0024187
45,-0.85691243,-0.6997767,"('incompetent', 'competent')",0.082693875,0.08202176,-0.3871093,-0.3088775,0.0782318
46,-0.5085291,-0.34271437,"('uncompetitive', 'competitive')",-0.84983915,-0.77951527,-0.6791841,-0.5611148,0.1180693
47,0.06441373,0.111530095,"('stupid', 'smart')",5.070882,5.1497498,2.5676477,2.63064,0.0629923
48,-0.31489214,-0.3089063,"('unintelligent', 'intelligent')",-0.037667543,-0.0601385,-0.1762798,-0.1845224,-0.0082426
49,-0.23343468,-0.086987466,"('unable', 'able')",-0.5482401,-0.39691162,-0.3908374,-0.2419495,0.1488879
50,0.052155323,-0.045515765,"('clumsy', 'skillful')",-0.3175799,-0.39534235,-0.1327123,-0.2204291,-0.0877168
51,-0.9586673,-1.013252,"('uneducated', 'educated')",0.07084803,-0.124675505,-0.4439096,-0.5689638,-0.1250542
52,-0.28032708,-0.5755297,"('irrational', 'rational')",-0.09882812,-0.211439,-0.1895776,-0.3934844,-0.2039068
53,-1.6625477,-1.7170656,"('uncreative', 'creative')",0.41757908,0.4078024,-0.6224843,-0.6546316,-0.0321473
54,-0.7215196,-0.8816678,"('incapable', 'capable')",0.67330587,0.55961645,-0.0241069,-0.1610257,-0.1369188
55,-0.21080676,-0.053151317,"('incompetent', 'clever')",0.5074102,0.56281245,0.1483017,0.2548306,0.1065289
56,0.062522516,0.15703556,"('impractical', 'practical')",0.10854435,0.19917238,0.0855334,0.178104,0.0925706
57,-0.45959145,-0.4378725,"('unimaginative', 'imaginative')",-3.0201707,-3.0101733,-1.739881,-1.7240229,0.0158581
58,-0.15029044,-0.15259646,"('undiscriminating', 'discriminating')",0.24125946,0.2814641,0.0454845,0.0644338,0.0189493
59,0.1653235,0.07683873,"('foolish', 'wise')",-0.02022723,-0.003131425,0.0725481,0.0368537,-0.0356944
60,0.13203977,0.31644547,"('inefficient', 'efficient')",-0.10372847,0.20235659,0.0141556,0.259401,0.2452454
61,-0.62075627,-0.74390715,"('illogical', 'logical')",0.10216911,-0.031449404,-0.2592936,-0.3876783,-0.1283847
62,-0.006441474,0.14647639,"('incompetent', 'brilliant')",0.071671754,0.25563645,0.0326151,0.2010564,0.1684413
63,-0.78440833,-0.6200398,"('unperceptive', 'insightful')",-0.17698151,-0.022590667,-0.4806949,-0.3213152,0.1593797
64,0.021127827,0.041243248,"('shy', 'confident')",-5.391478,-5.263464,-2.6851752,-2.6111104,0.0740648
65,-0.07251778,-0.12369618,"('insecure', 'secure')",0.39941823,0.3983735,0.1634502,0.1373387,-0.0261115
66,-0.6330812,-0.7638532,"('inactive', 'active')",0.13387553,0.0517466,-0.2496028,-0.3560533,-0.1064505
67,0.16384695,0.20062885,"('doubtful', 'determined')",-0.32478875,-0.27323842,-0.0804709,-0.0363048,0.0441661
68,-0.4389387,-0.4410662,"('dependent', 'independent')",-1.6198192,-1.5661271,-1.0293789,-1.0035967,0.0257822
69,0.35321406,0.31516507,"('lazy', 'industrious')",-1.1956214,-1.0657715,-0.4212037,-0.3753032,0.0459005
70,-0.30992982,-0.20342991,"('lethargic', 'energetic')",0.29029557,0.31111863,-0.0098171,0.0538444,0.0636615
71,-0.15292645,-0.16691993,"('diffident', 'self-confident')",0.24832806,0.23936616,0.0477008,0.0362231,-0.0114777
72,-0.55375904,-0.5941338,"('unambitious', 'ambitious')",-0.36238492,-0.34560287,-0.458072,-0.4698683,-0.0117963
73,0.94238555,0.8019241,"('helpless', 'self-reliant')",-2.932731,-2.845358,-0.9951727,-1.0217168,-0.0265441
74,-0.2002925,-0.15546778,"('undedicated', 'dedicated')",0.18178737,0.24319163,-0.0092526,0.0438619,0.0531145
75,0.5000381,0.4665521,"('meek', 'impulsive')",-0.6238436,-0.59779555,-0.0619028,-0.0656217,-0.0037189
76,0.7454518,0.8517843,"('anxious', 'daring')",0.088354036,0.12583208,0.4169029,0.4888082,0.0719053
77,-0.891763,-0.74373865,"('unmotivated', 'motivated')",-1.348637,-1.2447517,-1.1201999,-0.9942452,0.1259547
78,-0.4489338,-0.37467995,"('nonresilient', 'resilient')",-0.31839573,-0.25825545,-0.3836648,-0.3164677,0.0671971
79,-0.7555345,-0.8298461,"('wavering', 'unwavering')",-0.6186881,-0.6394832,-0.6871113,-0.7346647,-0.0475534
80,0.08816538,0.081746474,"('dominated', 'dominating')",-0.5288657,-0.60929406,-0.2203502,-0.2637738,-0.0434236
81,0.38295153,0.36977425,"('submissive', 'aggressive')",-0.6750374,-0.75353503,-0.1460429,-0.1918804,-0.0458375
82,-0.25121444,-0.23490085,"('poor', 'rich')",5.783272,5.594057,2.7660286,2.6795781,-0.0864505
