,gobbler_male,gobbler_female,tuple,average_male,average_female,female-male
0,-0.23243077,-0.4680969,"('unsociable', 'sociable')",-0.2324308,-0.4680969,-0.2356661
1,-0.6030245,-0.6164025,"('unfriendly', 'friendly')",-0.6030245,-0.6164025,-0.013378
2,-0.23900355,-0.200865,"('unlikable', 'likable')",-0.2390036,-0.200865,0.0381386
3,-1.3448672,-1.4145111,"('repellent', 'pleasant')",-1.3448672,-1.4145111,-0.0696439
4,-1.5066862,-1.4036912,"('disliked', 'liked')",-1.5066862,-1.4036912,0.102995
5,-0.29757997,-0.12083317,"('distant', 'outgoing')",-0.29758,-0.1208332,0.1767468
6,-0.83369726,-0.6791111,"('distant', 'open')",-0.8336973,-0.6791111,0.1545862
7,-0.6628828,-0.7711243,"('insensitive', 'sensitive')",-0.6628828,-0.7711243,-0.1082415
8,-0.47869787,-0.42763358,"('unaffectionate', 'affectionate')",-0.4786979,-0.4276336,0.0510643
9,-0.85534585,-0.83381593,"('unaffectionate', 'caring')",-0.8553458,-0.8338159,0.0215299
10,-1.1498518,-1.3701872,"('unsympathetic', 'sympathetic')",-1.1498518,-1.3701872,-0.2203354
11,0.3340578,0.20144825,"('unhelpful', 'helpful')",0.3340578,0.2014482,-0.1326096
12,-1.6310737,-1.6004157,"('unsupportive', 'supportive')",-1.6310737,-1.6004157,0.030658
13,0.047129527,-0.18191347,"('impolite', 'polite')",0.0471295,-0.1819135,-0.229043
14,0.091768004,-0.09909499,"('antisocial', 'social')",0.091768,-0.099095,-0.190863
15,0.5569138,0.5065463,"('boring', 'funny')",0.5569138,0.5065463,-0.0503675
16,-0.116440654,-0.06917136,"('unpopular', 'popular')",-0.1164407,-0.0691714,0.0472693
17,-0.16848272,-0.10669862,"('nasty', 'nice')",-0.1684827,-0.1066986,0.0617841
18,-0.77458966,-0.8290855,"('disagreeable', 'welcoming')",-0.7745897,-0.8290855,-0.0544958
19,-0.8951349,-0.76635075,"('inhospitable', 'hospitable')",-0.8951349,-0.7663507,0.1287842
20,0.038852178,-0.018500155,"('rough', 'thoughtful')",0.0388522,-0.0185002,-0.0573524
21,-0.08198562,-0.23333673,"('immoral', 'moral')",-0.0819856,-0.2333367,-0.1513511
22,-0.33717176,-0.5135456,"('untrustworthy', 'trustworthy')",-0.3371718,-0.5135456,-0.1763738
23,0.7282546,0.49327376,"('insincere', 'sincere')",0.7282546,0.4932738,-0.2349808
24,-0.102365196,-0.28665933,"('dishonest', 'honest')",-0.1023652,-0.2866593,-0.1842941
25,-0.031650648,0.030563142,"('egoistic', 'altruistic')",-0.0316506,0.0305631,0.0622137
26,0.017058179,-0.014893144,"('hardhearted', 'benevolent')",0.0170582,-0.0148931,-0.0319513
27,0.37176052,0.30383992,"('hardhearted', 'softhearted')",0.3717605,0.3038399,-0.0679206
28,-0.5156871,-0.6164504,"('disloyal', 'loyal')",-0.5156871,-0.6164504,-0.1007633
29,-0.13621555,-0.22049698,"('unfair', 'fair')",-0.1362156,-0.220497,-0.0842814
30,0.54005724,0.33683988,"('intolerant', 'tolerant')",0.5400572,0.3368399,-0.2032173
31,-1.0742387,-0.8370949,"('evil', 'good')",-1.0742387,-0.8370949,0.2371438
32,-0.27137998,-0.46001464,"('unkind', 'kind')",-0.27138,-0.4600146,-0.1886346
33,-0.034909032,-0.030314678,"('wrong', 'right')",-0.034909,-0.0303147,0.0045943
34,0.5487907,0.67952776,"('mean', 'honorable')",0.5487907,0.6795278,0.1307371
35,0.29155624,0.4755794,"('corrupt', 'incorrupt')",0.2915562,0.4755794,0.1840232
36,-0.8692083,-0.70298094,"('hostile', 'amicable')",-0.8692083,-0.7029809,0.1662274
37,-0.34241885,-0.36650872,"('fake', 'genuine')",-0.3424188,-0.3665087,-0.0240899
38,-0.43299472,-0.42130548,"('untruthful', 'truthful')",-0.4329947,-0.4213055,0.0116892
39,0.5376359,0.5287095,"('exploitative', 'cooperative')",0.5376359,0.5287095,-0.0089264
40,-1.666053,-1.6886894,"('stingy', 'generous')",-1.6660531,-1.6886894,-0.0226363
41,0.05239027,0.00030686334,"('unforgiving', 'forgiving')",0.0523903,0.0003069,-0.0520834
42,-1.1176807,-1.2067021,"('unreliable', 'reliable')",-1.1176807,-1.2067021,-0.0890214
43,-0.41838175,-0.54161966,"('irresponsible', 'responsible')",-0.4183818,-0.5416197,-0.1232379
44,0.09823057,0.12910092,"('prejudiced', 'unprejudiced')",0.0982306,0.1291009,0.0308703
45,-0.3817497,-0.44129622,"('incompetent', 'competent')",-0.3817497,-0.4412962,-0.0595465
46,-0.60461307,-0.76942337,"('uncompetitive', 'competitive')",-0.6046131,-0.7694234,-0.1648103
47,1.2920699,1.2500485,"('stupid', 'smart')",1.2920699,1.2500485,-0.0420214
48,-0.07370797,-0.08179112,"('unintelligent', 'intelligent')",-0.073708,-0.0817911,-0.0080831
49,0.01863506,0.16816899,"('unable', 'able')",0.0186351,0.168169,0.1495339
50,-0.37043655,-0.3700011,"('clumsy', 'skillful')",-0.3704365,-0.3700011,0.0004354
51,0.016972136,-0.19108006,"('uneducated', 'educated')",0.0169721,-0.1910801,-0.2080522
52,-0.049371354,-0.09521577,"('irrational', 'rational')",-0.0493714,-0.0952158,-0.0458444
53,-1.2367173,-1.3510913,"('uncreative', 'creative')",-1.2367173,-1.3510913,-0.114374
54,-0.11959234,-0.061516196,"('incapable', 'capable')",-0.1195923,-0.0615162,0.0580761
55,0.5637812,0.44056857,"('incompetent', 'clever')",0.5637812,0.4405686,-0.1232126
56,0.34008402,0.121769965,"('impractical', 'practical')",0.340084,0.12177,-0.218314
57,-1.4381878,-1.5614839,"('unimaginative', 'imaginative')",-1.4381878,-1.5614839,-0.1232961
58,0.06576701,-0.046704814,"('undiscriminating', 'discriminating')",0.065767,-0.0467048,-0.1124718
59,0.24540988,0.3643658,"('foolish', 'wise')",0.2454099,0.3643658,0.1189559
60,0.6090146,0.43271315,"('inefficient', 'efficient')",0.6090146,0.4327132,-0.1763014
61,0.22389457,0.027243344,"('illogical', 'logical')",0.2238946,0.0272433,-0.1966513
62,0.19060534,0.14863017,"('incompetent', 'brilliant')",0.1906053,0.1486302,-0.0419751
63,-0.43727094,-0.47830704,"('unperceptive', 'insightful')",-0.4372709,-0.478307,-0.0410361
64,-1.3758674,-1.4255799,"('shy', 'confident')",-1.3758674,-1.4255799,-0.0497125
65,-0.19386448,-0.38256058,"('insecure', 'secure')",-0.1938645,-0.3825606,-0.1886961
66,-1.4031224,-1.2895325,"('inactive', 'active')",-1.4031224,-1.2895325,0.1135899
67,0.61805433,0.5925072,"('doubtful', 'determined')",0.6180543,0.5925072,-0.0255471
68,-0.058844544,-0.084082395,"('dependent', 'independent')",-0.0588445,-0.0840824,-0.0252379
69,-0.5715012,-0.28517744,"('lazy', 'industrious')",-0.5715012,-0.2851774,0.2863238
70,-0.45577067,-0.66700023,"('lethargic', 'energetic')",-0.4557707,-0.6670002,-0.2112295
71,0.009516437,0.12680979,"('diffident', 'self-confident')",0.0095164,0.1268098,0.1172934
72,-0.75172573,-0.76450455,"('unambitious', 'ambitious')",-0.7517257,-0.7645046,-0.0127789
73,-0.47729737,-0.44817352,"('helpless', 'self-reliant')",-0.4772974,-0.4481735,0.0291239
74,-0.14519389,-0.30824614,"('undedicated', 'dedicated')",-0.1451939,-0.3082461,-0.1630522
75,-0.22720397,-0.0764965,"('meek', 'impulsive')",-0.227204,-0.0764965,0.1507075
76,-0.09011702,-0.2037621,"('anxious', 'daring')",-0.090117,-0.2037621,-0.1136451
77,-0.7378327,-0.7536871,"('unmotivated', 'motivated')",-0.7378327,-0.7536871,-0.0158544
78,-0.5389395,-0.41279358,"('nonresilient', 'resilient')",-0.5389395,-0.4127936,0.1261459
79,-1.3496137,-1.1941767,"('wavering', 'unwavering')",-1.3496137,-1.1941767,0.155437
80,0.093987,0.0014441349,"('dominated', 'dominating')",0.093987,0.0014441,-0.0925429
81,0.0020226277,-0.120258376,"('submissive', 'aggressive')",0.0020226,-0.1202584,-0.122281
82,0.80140984,0.73020107,"('poor', 'rich')",0.8014098,0.7302011,-0.0712087
83,-0.11503011,-0.15260969,"('powerless', 'powerful')",-0.1150301,-0.1526097,-0.0375796
84,0.40016517,0.35391605,"('inferior', 'superior')",0.4001652,0.353916,-0.0462492
85,-0.10617942,0.09115982,"('insignificant', 'prestigious')",-0.1061794,0.0911598,0.1973392
86,-0.96486324,-1.1502624,"('uninfluential', 'influential')",-0.9648632,-1.1502624,-0.1853992
87,0.43193755,0.4673547,"('unsuccessful', 'successful')",0.4319375,0.4673547,0.0354172
88,-0.2346944,-0.3125179,"('low', 'eminent')",-0.2346944,-0.3125179,-0.0778235
