,reactant_male,reactant_female,tuple,average_male,average_female,female-male
0,-0.06772317,-0.20378992,"('unsociable', 'sociable')",-0.0677232,-0.2037899,-0.1360667
1,-0.659418,-0.73089087,"('unfriendly', 'friendly')",-0.659418,-0.7308909,-0.0714729
2,0.065970205,0.053818554,"('unlikable', 'likable')",0.0659702,0.0538186,-0.0121516
3,-0.65675735,-0.49499428,"('repellent', 'pleasant')",-0.6567574,-0.4949943,0.1617631
4,-3.9537654,-4.30094,"('disliked', 'liked')",-3.9537654,-4.30094,-0.3471746
5,-0.8810395,-0.95325804,"('distant', 'outgoing')",-0.8810395,-0.953258,-0.0722185
6,-1.0977609,-1.1410235,"('distant', 'open')",-1.0977609,-1.1410235,-0.0432626
7,0.30702093,0.5138775,"('insensitive', 'sensitive')",0.3070209,0.5138775,0.2068566
8,-1.2970532,-1.3776971,"('unaffectionate', 'affectionate')",-1.2970532,-1.3776971,-0.0806439
9,-0.34149924,-0.3638025,"('unaffectionate', 'caring')",-0.3414992,-0.3638025,-0.0223033
10,0.32782647,0.47731775,"('unsympathetic', 'sympathetic')",0.3278265,0.4773178,0.1494913
11,1.9163885,2.0181227,"('unhelpful', 'helpful')",1.9163885,2.0181227,0.1017342
12,-0.56882334,-0.58084357,"('unsupportive', 'supportive')",-0.5688233,-0.5808436,-0.0120203
13,0.19264658,0.13838953,"('impolite', 'polite')",0.1926466,0.1383895,-0.0542571
14,0.10690089,0.04827354,"('antisocial', 'social')",0.1069009,0.0482735,-0.0586274
15,0.43726426,0.37203732,"('boring', 'funny')",0.4372643,0.3720373,-0.065227
16,-0.50275475,-0.62160605,"('unpopular', 'popular')",-0.5027547,-0.6216061,-0.1188514
17,-0.399836,-0.43672338,"('nasty', 'nice')",-0.399836,-0.4367234,-0.0368874
18,-1.083844,-1.1452645,"('disagreeable', 'welcoming')",-1.0838439,-1.1452645,-0.0614206
19,-1.3156667,-1.2985375,"('inhospitable', 'hospitable')",-1.3156667,-1.2985375,0.0171292
20,1.0014665,0.92494047,"('rough', 'thoughtful')",1.0014665,0.9249405,-0.076526
21,0.34346902,0.39598563,"('immoral', 'moral')",0.343469,0.3959856,0.0525166
