,total_male,total_female,tuple,system_male,system_female,services_male,services_female,inc_male,inc_female,average_male,average_female,female-male
0,0.18652779,0.09743199,"('unsociable', 'sociable')",-0.16428918,-0.36993453,1.1741492,0.97355425,-0.21941322,-0.428303,0.2442436,0.0681872,-0.1760564
1,-0.21489315,-0.44710797,"('unfriendly', 'friendly')",0.24652277,0.14930981,-0.10796032,-0.31272867,1.6616665,1.5465609,0.396334,0.2340085,-0.1623255
2,0.5589717,0.6044719,"('unlikable', 'likable')",1.3513136,1.388614,1.6128248,1.6930845,0.7940902,0.9339218,1.0793,1.1550231,0.0757231
3,-0.42938247,-0.29264113,"('repellent', 'pleasant')",-0.26933193,-0.17984673,0.8179017,0.9552771,0.41299638,0.4934774,0.1330459,0.2440667,0.1110208
4,-1.0904186,-1.2583557,"('disliked', 'liked')",-0.51868224,-0.6127999,-0.43081638,-0.48048863,-5.5440803,-5.596983,-1.8959994,-1.9871569,-0.0911575
5,-1.211013,-1.3271086,"('distant', 'outgoing')",-0.1171065,-0.117335364,-1.1573018,-1.0689836,-0.33244053,-0.22304402,-0.7044654,-0.6841179,0.0203475
6,-1.371085,-1.5320419,"('distant', 'open')",-0.17817648,-0.19966245,-1.8823301,-1.7911617,0.27192226,0.3779478,-0.7899173,-0.7862296,0.0036877
7,0.51629174,0.43435702,"('insensitive', 'sensitive')",0.25416487,0.26886305,0.8814007,0.9118714,0.4569872,0.4066851,0.5272111,0.5054442,-0.0217669
8,-1.252857,-1.3918322,"('unaffectionate', 'affectionate')",-0.56724626,-0.59747803,-0.8700372,-0.8498018,0.5752164,0.568423,-0.528731,-0.5676723,-0.0389413
9,-0.44635326,-0.60032254,"('unaffectionate', 'caring')",-0.5706159,-0.64697975,0.06328949,0.033687305,0.9681339,0.9613974,0.0036136,-0.0630544,-0.066668
10,-0.39218447,-0.43166003,"('unsympathetic', 'sympathetic')",-0.9508109,-1.0481359,0.5922427,0.68767524,-0.1797806,-0.25753993,-0.2326333,-0.2624152,-0.0297819
11,0.16181046,0.21120986,"('unhelpful', 'helpful')",0.14097431,0.10730966,2.1157708,2.177541,2.1825004,2.1408978,1.150264,1.1592395,0.0089755
12,1.2102365,1.216029,"('unsupportive', 'supportive')",0.19405884,0.25491536,0.8751383,1.089893,-2.0970302,-2.0618834,0.0456009,0.1247385,0.0791376
13,0.50661504,0.5049866,"('impolite', 'polite')",-0.30537626,-0.3045884,0.73279405,0.74195755,-0.44332504,-0.51213306,0.1226769,0.1075557,-0.0151212
14,1.0629605,1.0854936,"('antisocial', 'social')",0.61665845,0.6289823,1.8169922,1.7866755,-0.38079488,-0.49444357,0.778954,0.7516769,-0.0272771
15,0.42260334,0.25581682,"('boring', 'funny')",0.73735416,0.6534469,0.11363,-0.07326603,0.967587,0.8888926,0.5602936,0.4312226,-0.129071
16,-2.3605814,-2.4688916,"('unpopular', 'popular')",-0.5277264,-0.59173775,-0.1178038,-0.13621871,0.8441347,0.90989876,-0.5404942,-0.5717373,-0.0312431
17,-0.61376804,-0.6326302,"('nasty', 'nice')",0.42493302,0.53953874,0.68363,0.7031827,-0.0559945,-0.04095512,0.1097001,0.142284,0.0325839
18,-0.24334173,-0.30276248,"('disagreeable', 'welcoming')",-0.30403712,-0.1818198,0.16846502,0.31156254,-0.31757748,-0.16957256,-0.1741228,-0.0856481,0.0884747
19,-0.31036636,-0.4075235,"('inhospitable', 'hospitable')",-0.1644175,-0.18736763,-0.6505338,-0.67903805,0.21279408,0.30818817,-0.2281309,-0.2414352,-0.0133043
20,0.18170755,0.2708214,"('rough', 'thoughtful')",0.5696319,0.5976219,0.62554014,0.64348686,0.57860756,0.5846329,0.4888718,0.5241408,0.035269
21,0.92091596,0.95304835,"('immoral', 'moral')",0.6197719,0.58109945,1.4927734,1.5505785,-0.5903177,-0.56738335,0.6107858,0.6293358,0.01855
22,0.6595376,0.61294097,"('untrustworthy', 'trustworthy')",0.46154866,0.41830057,0.93315935,0.8244724,-0.869246,-0.9310748,0.2962499,0.2311598,-0.0650901
23,1.3634108,1.3104057,"('insincere', 'sincere')",0.30280048,0.27586147,1.7429273,1.7410203,5.601837,5.5058947,2.252744,2.2082956,-0.0444484
24,1.2889903,1.286028,"('dishonest', 'honest')",-0.4744132,-0.44965845,0.44163233,0.51507723,1.0180413,1.0224034,0.5685626,0.5934626,0.0249
25,0.32467628,0.2487812,"('egoistic', 'altruistic')",0.865679,0.8246994,1.01474,0.9233706,1.5381216,1.5099417,0.9358042,0.8766983,-0.0591059
26,1.4461383,1.3023068,"('hardhearted', 'benevolent')",1.0424083,0.99292815,1.52742,1.442587,1.7886666,1.7493324,1.4511583,1.3717886,-0.0793697
27,-1.4490616,-1.4006395,"('hardhearted', 'softhearted')",-0.5245432,-0.37789476,0.3865006,0.47294936,1.2913467,1.3299832,-0.0739394,0.0060996,0.080039
28,0.27012384,0.07849306,"('disloyal', 'loyal')",0.5894412,0.41497234,0.7039152,0.56011564,1.3557585,1.2073694,0.7298096,0.5652376,-0.164572
29,-0.42573214,-0.4309333,"('unfair', 'fair')",0.15684341,0.11130911,-0.7047205,-0.8515846,-0.7824069,-0.92575926,-0.439004,-0.524242,-0.085238
30,0.9560486,0.95532805,"('intolerant', 'tolerant')",1.0852234,1.0455551,1.5185435,1.5130088,1.3233898,1.295287,1.2208014,1.2022947,-0.0185067
31,-1.8290945,-1.8991537,"('evil', 'good')",-0.9371686,-0.8547214,-2.0753937,-2.154894,-1.1205816,-1.0906819,-1.4905596,-1.4998629,-0.0093033
32,0.88284713,0.80481046,"('unkind', 'kind')",-0.1864194,-0.22828135,1.1728982,1.1544188,1.3467771,1.2201658,0.8040258,0.7377784,-0.0662474
33,0.91299915,0.7529635,"('wrong', 'right')",0.9246147,0.9383103,-0.10923916,-0.15561107,-0.7603264,-0.81177956,0.2420121,0.1809708,-0.0610413
34,-0.038433276,0.00754885,"('mean', 'honorable')",-0.09492956,-0.0256629,0.46045175,0.5535084,6.053669,6.297035,1.5951895,1.7081074,0.1129179
35,-0.27366954,-0.37873578,"('corrupt', 'incorrupt')",-0.15419558,-0.18147743,-1.8038397,-1.920932,0.07194283,-0.03339599,-0.5399405,-0.6286353,-0.0886948
36,-1.2949169,-1.5805243,"('hostile', 'amicable')",-0.7473758,-0.95791924,-1.7432476,-2.0282357,0.5080388,0.45134205,-0.8193753,-1.0288342,-0.2094589
37,0.7148592,0.63265526,"('fake', 'genuine')",0.307889,0.24778111,0.50802016,0.52470106,0.16975892,0.15040171,0.4251318,0.3888848,-0.036247
38,0.74616987,0.6905944,"('untruthful', 'truthful')",0.34014663,0.28022632,0.16345845,0.18627521,0.118279055,0.18347724,0.3420135,0.3351433,-0.0068702
39,1.7514621,1.8528723,"('exploitative', 'cooperative')",1.3755227,1.5201241,1.4171559,1.4794044,0.123559415,0.1335879,1.1669251,1.2464972,0.0795721
40,0.3378067,0.2358825,"('stingy', 'generous')",0.011804305,0.061706733,0.0014058799,0.09271177,-1.7902321,-1.7745109,-0.3598038,-0.3460525,0.0137513
41,0.29514793,0.1945214,"('unforgiving', 'forgiving')",-0.39248157,-0.37474436,1.1556312,1.1853343,0.57161784,0.5257854,0.4074788,0.3827242,-0.0247546
42,1.3315825,1.2902595,"('unreliable', 'reliable')",0.42941058,0.46588406,0.7772087,0.9918301,-2.8390222,-2.6969652,-0.0752051,0.0127521,0.0879572
43,0.6282829,0.6330309,"('irresponsible', 'responsible')",-0.5510663,-0.4852703,0.43571556,0.5750445,0.23387098,0.23110478,0.1867008,0.2384775,0.0517767
44,-0.18184963,-0.12167924,"('prejudiced', 'unprejudiced')",-0.688844,-0.527846,0.1334562,0.22419567,-1.5750164,-1.5081843,-0.5780635,-0.4833785,0.094685
45,-0.09207395,-0.20143566,"('incompetent', 'competent')",-0.35295436,-0.43088537,1.6622773,1.6382613,0.043982968,-0.13324535,0.315308,0.2181737,-0.0971343
46,0.2035971,0.2026942,"('uncompetitive', 'competitive')",0.20018256,0.13965632,1.6386439,1.724156,-0.36049965,-0.38514787,0.420481,0.4203397,-0.0001413
47,0.7256865,0.73629504,"('stupid', 'smart')",0.76671535,0.7382585,1.6155009,1.5602268,5.4221716,5.48444,2.1325185,2.1298051,-0.0027134
48,0.8065398,0.8448027,"('unintelligent', 'intelligent')",-0.112003475,-0.11895775,-0.080671415,-0.04873945,0.30315778,0.2964803,0.2292557,0.2433964,0.0141407
49,-0.87657833,-0.8631405,"('unable', 'able')",-0.26190287,-0.20271519,0.22249836,0.29252613,-0.029795453,0.0857549,-0.2364446,-0.1718937,0.0645509
50,0.044416234,0.0132844485,"('clumsy', 'skillful')",-0.017126083,-0.034466688,0.20995331,0.25968656,-0.11250597,-0.0337461,0.0311844,0.0511896,0.0200052
51,-0.9223157,-0.9182936,"('uneducated', 'educated')",-0.867315,-1.0705061,0.70973146,0.60906446,0.28393275,0.1648936,-0.1989916,-0.3037104,-0.1047188
52,-0.06915036,-0.3016264,"('irrational', 'rational')",0.5151216,0.3300287,-0.099609,-0.39028752,-0.01783903,-0.18511462,0.0821308,-0.13675,-0.2188808
53,-0.31334007,-0.42230868,"('uncreative', 'creative')",-0.48139745,-0.5707022,-0.008696228,-0.08059087,0.9090715,0.8893283,0.0264094,-0.0460684,-0.0724778
54,0.28446054,0.12017683,"('incapable', 'capable')",-0.0012376178,-0.1682167,0.29084376,0.1868382,1.3075372,1.299486,0.470401,0.3595711,-0.1108299
55,-0.27872378,-0.20862544,"('incompetent', 'clever')",-0.6838723,-0.65690583,0.96280664,1.0751206,-0.13593127,-0.14924818,-0.0339302,0.0150853,0.0490155
56,2.8951068,2.8299217,"('impractical', 'practical')",1.0821397,1.0880902,1.4766662,1.5275722,0.14665952,0.048213433,1.400143,1.3734494,-0.0266936
57,-0.6807183,-0.8363577,"('unimaginative', 'imaginative')",-0.20331794,-0.3625704,-0.18110159,-0.2696672,-2.2336376,-2.3415823,-0.8246939,-0.9525444,-0.1278505
58,0.5565439,0.39988434,"('undiscriminating', 'discriminating')",0.8966665,0.7773732,0.8315406,0.79019755,0.13780835,0.15370844,0.6056398,0.5302909,-0.0753489
59,0.29807717,0.23104021,"('foolish', 'wise')",0.76991695,0.7398403,-0.51171625,-0.5851819,0.063314095,0.08286542,0.154898,0.117141,-0.037757
60,0.5055717,0.61073875,"('inefficient', 'efficient')",0.26120993,0.36275554,2.1289675,2.29024,-0.2934775,-0.23984832,0.6505679,0.7559715,0.1054036
61,1.5131959,1.3881059,"('illogical', 'logical')",1.1823273,1.0746305,1.1155391,0.93862236,0.15925574,0.05516398,0.9925795,0.8641306,-0.1284489
62,0.79278857,0.8847704,"('incompetent', 'brilliant')",0.3012582,0.3553609,1.208498,1.4150807,-0.17708567,-0.14406906,0.5313648,0.6277857,0.0964209
63,0.39130923,0.31457072,"('unperceptive', 'insightful')",0.22189355,0.15550008,1.8441696,1.8834273,0.7869287,0.83710307,0.8110753,0.7976503,-0.013425
64,0.238738,0.20144638,"('shy', 'confident')",0.6339085,0.6587842,0.38481995,0.4322086,-6.380952,-6.456574,-1.2808714,-1.2910337,-0.0101623
65,1.2170026,1.336333,"('insecure', 'secure')",0.06710389,0.045549944,0.8714269,0.856135,-0.50329536,-0.49303386,0.4130595,0.436246,0.0231865
