,brain_male,brain_female,tuple,average_male,average_female,female-male
0,0.11520307,0.0912291,"('unsociable', 'sociable')",0.1152031,0.0912291,-0.023974
1,1.0040033,0.8271567,"('unfriendly', 'friendly')",1.0040033,0.8271567,-0.1768466
2,0.07911858,0.20081717,"('unlikable', 'likable')",0.0791186,0.2008172,0.1216986
3,0.64588296,0.7315329,"('repellent', 'pleasant')",0.645883,0.7315329,0.0856499
4,-7.198653,-7.4293528,"('disliked', 'liked')",-7.1986532,-7.4293528,-0.2306996
5,-0.70291555,-0.7921145,"('distant', 'outgoing')",-0.7029155,-0.7921145,-0.089199
6,-0.19608757,-0.39585787,"('distant', 'open')",-0.1960876,-0.3958579,-0.1997703
7,1.0315058,1.1170073,"('insensitive', 'sensitive')",1.0315058,1.1170073,0.0855015
8,1.1469063,0.8813971,"('unaffectionate', 'affectionate')",1.1469063,0.8813971,-0.2655092
9,1.7412579,1.6541301,"('unaffectionate', 'caring')",1.7412579,1.6541301,-0.0871278
10,1.1900082,1.3008386,"('unsympathetic', 'sympathetic')",1.1900082,1.3008386,0.1108304
11,1.8430538,1.9564981,"('unhelpful', 'helpful')",1.8430538,1.9564981,0.1134443
12,-1.5669019,-1.5744847,"('unsupportive', 'supportive')",-1.5669019,-1.5744847,-0.0075828
13,-0.060350545,0.11095958,"('impolite', 'polite')",-0.0603505,0.1109596,0.1713101
14,0.17888586,0.21152012,"('antisocial', 'social')",0.1788859,0.2115201,0.0326342
15,0.14479545,0.026509771,"('boring', 'funny')",0.1447954,0.0265098,-0.1182856
16,-0.44084436,-0.47923386,"('unpopular', 'popular')",-0.4408444,-0.4792339,-0.0383895
17,-0.07580745,-0.04534203,"('nasty', 'nice')",-0.0758075,-0.045342,0.0304655
18,-0.34112394,-0.36038232,"('disagreeable', 'welcoming')",-0.3411239,-0.3603823,-0.0192584
19,-0.86929846,-0.99453866,"('inhospitable', 'hospitable')",-0.8692985,-0.9945387,-0.1252402
20,1.0650266,1.0033389,"('rough', 'thoughtful')",1.0650266,1.0033389,-0.0616877
21,-0.12818906,0.076624766,"('immoral', 'moral')",-0.1281891,0.0766248,0.2048139
22,-0.35393706,-0.3270001,"('untrustworthy', 'trustworthy')",-0.3539371,-0.3270001,0.026937
23,5.8641005,6.016769,"('insincere', 'sincere')",5.8641005,6.0167689,0.1526684
24,1.4444238,1.3813293,"('dishonest', 'honest')",1.4444238,1.3813293,-0.0630945
25,0.34385788,0.27753076,"('egoistic', 'altruistic')",0.3438579,0.2775308,-0.0663271
26,0.6943337,0.48809472,"('hardhearted', 'benevolent')",0.6943337,0.4880947,-0.206239
27,1.8537881,1.6389178,"('hardhearted', 'softhearted')",1.8537881,1.6389178,-0.2148703
28,1.166629,1.0946205,"('disloyal', 'loyal')",1.166629,1.0946205,-0.0720085
29,-0.44058242,-0.62165976,"('unfair', 'fair')",-0.4405824,-0.6216598,-0.1810774
30,0.80612725,0.86301243,"('intolerant', 'tolerant')",0.8061273,0.8630124,0.0568851
31,-1.6091499,-1.8006839,"('evil', 'good')",-1.6091499,-1.8006839,-0.191534
32,1.2277906,1.2127692,"('unkind', 'kind')",1.2277906,1.2127692,-0.0150214
33,-0.44782537,-0.54183877,"('wrong', 'right')",-0.4478254,-0.5418388,-0.0940134
34,4.2207413,4.438278,"('mean', 'honorable')",4.2207413,4.4382782,0.2175369
35,-1.0936073,-1.4734241,"('corrupt', 'incorrupt')",-1.0936073,-1.4734241,-0.3798168
36,-0.80738753,-1.1355028,"('hostile', 'amicable')",-0.8073875,-1.1355028,-0.3281153
37,0.89478993,0.87387186,"('fake', 'genuine')",0.8947899,0.8738719,-0.020918
38,-0.2481806,-0.18665835,"('untruthful', 'truthful')",-0.2481806,-0.1866584,0.0615222
39,0.22407769,0.27326563,"('exploitative', 'cooperative')",0.2240777,0.2732656,0.0491879
40,-1.4117203,-1.6098069,"('stingy', 'generous')",-1.4117203,-1.6098069,-0.1980866
41,0.45832047,0.39205274,"('unforgiving', 'forgiving')",0.4583205,0.3920527,-0.0662678
42,-2.086575,-2.049826,"('unreliable', 'reliable')",-2.086575,-2.0498259,0.0367491
43,1.0539352,1.2167753,"('irresponsible', 'responsible')",1.0539352,1.2167753,0.1628401
44,-0.8615221,-0.79310155,"('prejudiced', 'unprejudiced')",-0.8615221,-0.7931015,0.0684206
45,0.13954744,0.11777589,"('incompetent', 'competent')",0.1395474,0.1177759,-0.0217715
46,-0.56751573,-0.44538528,"('uncompetitive', 'competitive')",-0.5675157,-0.4453853,0.1221304
47,4.6564493,4.8405814,"('stupid', 'smart')",4.6564493,4.8405814,0.1841321
48,0.7461316,0.7026494,"('unintelligent', 'intelligent')",0.7461316,0.7026494,-0.0434822
49,0.0393962,0.13065177,"('unable', 'able')",0.0393962,0.1306518,0.0912556
50,-0.18480575,-0.27109823,"('clumsy', 'skillful')",-0.1848058,-0.2710982,-0.0862924
51,0.21319586,0.17681581,"('uneducated', 'educated')",0.2131959,0.1768158,-0.0363801
52,-0.49858832,-0.79714537,"('irrational', 'rational')",-0.4985883,-0.7971454,-0.2985571
53,-0.00426169,-0.13489887,"('uncreative', 'creative')",-0.0042617,-0.1348989,-0.1306372
54,0.74741995,0.79230624,"('incapable', 'capable')",0.74742,0.7923062,0.0448862
55,0.82312155,0.929611,"('incompetent', 'clever')",0.8231215,0.929611,0.1064895
56,0.26214322,0.35164788,"('impractical', 'practical')",0.2621432,0.3516479,0.0895047
57,-2.3896606,-2.4252827,"('unimaginative', 'imaginative')",-2.3896606,-2.4252827,-0.0356221
58,0.06142454,-0.008927159,"('undiscriminating', 'discriminating')",0.0614245,-0.0089272,-0.0703517
59,-0.1445235,-0.24569003,"('foolish', 'wise')",-0.1445235,-0.24569,-0.1011665
60,0.6553033,1.0263863,"('inefficient', 'efficient')",0.6553033,1.0263863,0.371083
61,0.50545424,0.3323171,"('illogical', 'logical')",0.5054542,0.3323171,-0.1731371
62,0.8910692,1.0911995,"('incompetent', 'brilliant')",0.8910692,1.0911995,0.2001303
63,0.11418743,0.20461453,"('unperceptive', 'insightful')",0.1141874,0.2046145,0.0904271
64,-6.055672,-5.953557,"('shy', 'confident')",-6.0556722,-5.953557,0.1021152
65,0.2718353,0.4659756,"('insecure', 'secure')",0.2718353,0.4659756,0.1941403
66,-0.13271493,-0.289241,"('inactive', 'active')",-0.1327149,-0.289241,-0.1565261
67,-0.529739,-0.39645988,"('doubtful', 'determined')",-0.529739,-0.3964599,0.1332791
68,-0.90372825,-0.8681163,"('dependent', 'independent')",-0.9037282,-0.8681163,0.0356119
69,-2.1614215,-2.236776,"('lazy', 'industrious')",-2.1614215,-2.2367761,-0.0753546
70,1.2778046,1.3560262,"('lethargic', 'energetic')",1.2778046,1.3560262,0.0782216
71,0.28563884,0.21616557,"('diffident', 'self-confident')",0.2856388,0.2161656,-0.0694732
72,0.97356313,1.1546727,"('unambitious', 'ambitious')",0.9735631,1.1546727,0.1811096
