,intercontinentalexchange_male,intercontinentalexchange_female,tuple,grp_male,grp_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.1456269,-1.2492301,"('unsociable', 'sociable')",-0.10526709,-0.26776063,-0.20942035,-0.35868716,-0.4867714,-0.625226,-0.1384546
1,-1.5452262,-1.6888651,"('unfriendly', 'friendly')",-1.22039,-1.3381449,1.7876782,1.6929122,-0.3259793,-0.4446992,-0.1187199
2,0.8420863,0.92710406,"('unlikable', 'likable')",1.344618,1.4838369,0.93798816,1.1106005,1.0415641,1.1738471,0.132283
3,-0.7584546,-0.6881033,"('repellent', 'pleasant')",0.22091472,0.31069106,0.35509342,0.4119931,-0.0608155,0.0115269,0.0723424
4,-0.49511775,-0.5753067,"('disliked', 'liked')",-0.63504165,-0.6161147,-5.9145336,-5.9511757,-2.348231,-2.3808657,-0.0326347
5,-0.7380496,-0.66126984,"('distant', 'outgoing')",-1.6193134,-1.5370595,-0.41878262,-0.349218,-0.9253819,-0.8491824,0.0761995
6,-0.48414776,-0.43024015,"('distant', 'open')",-1.7691289,-1.6606904,0.1479634,0.20999523,-0.7017711,-0.6269784,0.0747927
7,-0.10694779,-0.04181321,"('insensitive', 'sensitive')",-0.011114273,0.007994071,0.50262916,0.60583663,0.128189,0.1906725,0.0624835
8,-1.6995286,-1.7557312,"('unaffectionate', 'affectionate')",-1.6551272,-1.6530895,0.8003719,0.7679815,-0.851428,-0.8802797,-0.0288517
9,-1.63385,-1.6735005,"('unaffectionate', 'caring')",-1.305549,-1.3089908,1.2193546,1.2246052,-0.5733481,-0.5859621,-0.012614
10,-1.9700198,-1.9545947,"('unsympathetic', 'sympathetic')",-0.28141925,-0.3419619,-0.031136677,-0.08042288,-0.7608586,-0.7923265,-0.0314679
11,-0.65723354,-0.5978414,"('unhelpful', 'helpful')",0.26382828,0.25600675,1.9172872,1.9082416,0.5079606,0.5221357,0.0141751
12,-1.0436871,-0.893234,"('unsupportive', 'supportive')",-0.6764276,-0.6080339,-1.7988076,-1.7377875,-1.1729741,-1.0796851,0.093289
13,0.04927157,0.09228578,"('impolite', 'polite')",0.36182797,0.38455468,-0.33234006,-0.30435863,0.0262532,0.0574939,0.0312407
14,-0.022018978,-0.02857869,"('antisocial', 'social')",1.1542346,1.0939122,-0.39567667,-0.44761664,0.245513,0.2059057,-0.0396073
15,0.8740308,0.75436044,"('boring', 'funny')",0.62305206,0.59158784,0.65837306,0.65726036,0.7184854,0.6677362,-0.0507492
16,-0.17698076,-0.28854412,"('unpopular', 'popular')",-0.47036833,-0.4701581,0.7357015,0.73973864,0.0294508,-0.0063212,-0.035772
17,-0.43044785,-0.32548168,"('nasty', 'nice')",-0.3098626,-0.20470288,-0.4563345,-0.46921507,-0.3988816,-0.3331332,0.0657484
18,-0.34244898,-0.26552787,"('disagreeable', 'welcoming')",-1.2199392,-1.1158515,-0.34339377,-0.32973194,-0.6352607,-0.5703704,0.0648903
19,-1.3366442,-1.2654319,"('inhospitable', 'hospitable')",-1.0162592,-0.8974019,-0.13890725,0.014581687,-0.8306035,-0.716084,0.1145195
