,southwest_male,southwest_female,tuple,airlines_male,airlines_female,co_male,co_female,average_male,average_female,female-male
0,-0.99912375,-1.1497338,"('unsociable', 'sociable')",-0.46346802,-0.47980502,-0.31994691,-0.46552676,-0.5941796,-0.6983552,-0.1041756
1,0.13763142,0.21424422,"('unfriendly', 'friendly')",1.3443328,1.4522585,1.3995073,1.4036441,0.9604905,1.0233823,0.0628918
2,0.83492863,0.9248518,"('unlikable', 'likable')",0.43468538,0.61020213,0.9309817,1.1252009,0.7335319,0.8867517,0.1532198
3,-0.39916807,-0.36525372,"('repellent', 'pleasant')",-0.5974161,-0.50355786,0.6176413,0.70025575,-0.1263143,-0.0561853,0.070129
4,-0.5995747,-0.538278,"('disliked', 'liked')",0.61384207,0.6105612,-7.0723867,-7.029681,-2.3527064,-2.3191326,0.0335738
5,-0.38551393,-0.2456308,"('distant', 'outgoing')",0.59315157,0.74981296,-0.7982644,-0.5989034,-0.1968756,-0.0315738,0.1653018
6,-0.20149931,-0.014585316,"('distant', 'open')",0.31270054,0.5054725,-0.39843518,-0.18645263,-0.0957446,0.1014782,0.1972228
7,0.77310365,0.7587859,"('insensitive', 'sensitive')",0.16756713,0.2498879,-0.0056286454,0.06149035,0.3116807,0.3567214,0.0450407
8,0.07514099,0.19313183,"('unaffectionate', 'affectionate')",0.42736387,0.34481826,0.3559864,0.41096133,0.2861638,0.3163038,0.03014
9,0.80861276,0.8626739,"('unaffectionate', 'caring')",0.47791424,0.46720874,0.97641265,1.0233573,0.7543132,0.7844133,0.0301001
10,0.4444775,0.44831902,"('unsympathetic', 'sympathetic')",-1.1665729,-1.1125742,-0.16881911,-0.2059792,-0.2969715,-0.2900781,0.0068934
11,0.19439963,0.10796593,"('unhelpful', 'helpful')",-0.00010057818,0.098812684,2.1195266,2.1034834,0.7712752,0.7700873,-0.0011879
12,0.6343777,0.7589362,"('unsupportive', 'supportive')",-0.015904805,0.16066332,-2.3761966,-2.187651,-0.5859079,-0.4226838,0.1632241
13,-0.3150602,-0.55304694,"('impolite', 'polite')",-0.028419618,-0.04014743,-0.09174903,-0.20284186,-0.1450763,-0.2653454,-0.1202691
14,-0.24506062,-0.3619675,"('antisocial', 'social')",-0.38076037,-0.45524317,-0.30751455,-0.4067145,-0.3111118,-0.407975,-0.0968632
15,0.010422093,-0.08145685,"('boring', 'funny')",0.18325046,0.0851413,0.49849197,0.4949945,0.2307215,0.1662263,-0.0644952
16,-1.0812504,-1.1003652,"('unpopular', 'popular')",0.0055440906,0.05641147,0.28817558,0.2865082,-0.2625103,-0.2524818,0.0100285
17,-0.41170612,-0.42298782,"('nasty', 'nice')",0.10888177,0.11702794,-0.100267656,-0.116007894,-0.134364,-0.1406559,-0.0062919
18,0.24928215,0.39423004,"('disagreeable', 'welcoming')",0.28702655,0.43756038,-0.90322995,-0.756459,-0.1223071,0.0251105,0.1474176
19,0.27575117,0.42812118,"('inhospitable', 'hospitable')",-0.16239744,-0.06666971,-0.42805952,-0.28381264,-0.1049019,0.0258796,0.1307815
20,0.38919443,0.42676497,"('rough', 'thoughtful')",-0.4266188,-0.4308758,0.50195974,0.48460355,0.1548451,0.1601642,0.0053191
21,0.36449242,0.23850408,"('immoral', 'moral')",-0.4502155,-0.40213764,-0.7511796,-0.69059885,-0.2789675,-0.2847441,-0.0057766
22,-0.45601606,-0.50230175,"('untrustworthy', 'trustworthy')",-0.3987382,-0.37682065,-0.5210306,-0.55599654,-0.458595,-0.478373,-0.019778
23,0.89972097,0.8119919,"('insincere', 'sincere')",-0.3976621,-0.2859992,5.8872976,5.8022943,2.1297855,2.109429,-0.0203565
24,1.0673168,1.0646517,"('dishonest', 'honest')",0.03256107,0.0744936,1.1560742,1.1104875,0.751984,0.7498776,-0.0021064
