,slavery_male,slavery_female,tuple,average_male,average_female,female-male
0,0.15688682,0.16177733,"('unsociable', 'sociable')",0.1568868,0.1617773,0.0048905
1,1.1761364,1.0698488,"('unfriendly', 'friendly')",1.1761364,1.0698488,-0.1062876
2,0.45349756,0.58865654,"('unlikable', 'likable')",0.4534976,0.5886565,0.1351589
3,0.8028751,1.0749108,"('repellent', 'pleasant')",0.8028751,1.0749108,0.2720357
4,-7.7593346,-7.6343813,"('disliked', 'liked')",-7.7593346,-7.6343813,0.1249533
5,-0.1363048,-0.12084832,"('distant', 'outgoing')",-0.1363048,-0.1208483,0.0154565
6,0.26292875,0.16342688,"('distant', 'open')",0.2629288,0.1634269,-0.0995019
7,0.6240059,0.8402525,"('insensitive', 'sensitive')",0.6240059,0.8402525,0.2162466
8,1.22352,0.98039454,"('unaffectionate', 'affectionate')",1.22352,0.9803945,-0.2431255
9,1.6643189,1.6242359,"('unaffectionate', 'caring')",1.6643189,1.6242359,-0.040083
10,1.3738049,1.6256182,"('unsympathetic', 'sympathetic')",1.3738049,1.6256182,0.2518133
11,1.8868842,2.0322223,"('unhelpful', 'helpful')",1.8868842,2.0322223,0.1453381
12,-1.4214883,-1.3605907,"('unsupportive', 'supportive')",-1.4214883,-1.3605907,0.0608976
13,0.3495608,0.4651184,"('impolite', 'polite')",0.3495608,0.4651184,0.1155576
14,-0.104508534,-0.048922926,"('antisocial', 'social')",-0.1045085,-0.0489229,0.0555856
15,0.19872998,0.10599568,"('boring', 'funny')",0.19873,0.1059957,-0.0927343
16,-0.48511302,-0.46485052,"('unpopular', 'popular')",-0.485113,-0.4648505,0.0202625
17,-0.13502257,-0.09724664,"('nasty', 'nice')",-0.1350226,-0.0972466,0.037776
18,-0.34699732,-0.4704056,"('disagreeable', 'welcoming')",-0.3469973,-0.4704056,-0.1234083
19,-0.3530007,-0.41472968,"('inhospitable', 'hospitable')",-0.3530007,-0.4147297,-0.061729
20,0.4981845,0.40087867,"('rough', 'thoughtful')",0.4981845,0.4008787,-0.0973058
21,0.08579233,0.43878892,"('immoral', 'moral')",0.0857923,0.4387889,0.3529966
22,-0.47253466,-0.28604817,"('untrustworthy', 'trustworthy')",-0.4725347,-0.2860482,0.1864865
23,6.609167,6.597733,"('insincere', 'sincere')",6.6091671,6.597733,-0.0114341
24,1.7676013,1.8399599,"('dishonest', 'honest')",1.7676013,1.8399599,0.0723586
25,0.35221523,0.16955502,"('egoistic', 'altruistic')",0.3522152,0.169555,-0.1826602
26,0.38752416,0.12087968,"('hardhearted', 'benevolent')",0.3875242,0.1208797,-0.2666445
27,1.7420491,1.5599861,"('hardhearted', 'softhearted')",1.7420491,1.5599861,-0.182063
28,1.1294732,1.1806875,"('disloyal', 'loyal')",1.1294732,1.1806875,0.0512143
29,-0.36330563,-0.57632834,"('unfair', 'fair')",-0.3633056,-0.5763283,-0.2130227
30,1.0549062,1.0934902,"('intolerant', 'tolerant')",1.0549062,1.0934902,0.038584
31,-1.4252821,-1.651821,"('evil', 'good')",-1.4252821,-1.651821,-0.2265389
32,1.421844,1.4274092,"('unkind', 'kind')",1.421844,1.4274092,0.0055652
33,-0.42516464,-0.4264173,"('wrong', 'right')",-0.4251646,-0.4264173,-0.0012527
34,5.031431,5.072762,"('mean', 'honorable')",5.0314312,5.072762,0.0413308
35,-1.05962,-1.4507812,"('corrupt', 'incorrupt')",-1.05962,-1.4507812,-0.3911612
36,-1.0492558,-1.3040054,"('hostile', 'amicable')",-1.0492558,-1.3040054,-0.2547496
37,0.9473052,0.9762878,"('fake', 'genuine')",0.9473052,0.9762878,0.0289826
38,-0.18656397,-0.098587856,"('untruthful', 'truthful')",-0.186564,-0.0985879,0.0879761
39,-0.0010955036,0.0040045567,"('exploitative', 'cooperative')",-0.0010955,0.0040046,0.0051001
40,-1.7078965,-1.7844355,"('stingy', 'generous')",-1.7078965,-1.7844355,-0.076539
41,0.0045545697,0.10097708,"('unforgiving', 'forgiving')",0.0045546,0.1009771,0.0964225
42,-2.3404992,-2.1072662,"('unreliable', 'reliable')",-2.3404992,-2.1072662,0.233233
43,1.384097,1.5178033,"('irresponsible', 'responsible')",1.384097,1.5178033,0.1337063
44,-1.1647311,-1.2143133,"('prejudiced', 'unprejudiced')",-1.1647311,-1.2143133,-0.0495822
45,0.23446824,0.41210505,"('incompetent', 'competent')",0.2344682,0.4121051,0.1776369
46,-0.4279596,-0.12381879,"('uncompetitive', 'competitive')",-0.4279596,-0.1238188,0.3041408
47,5.6232314,5.7345166,"('stupid', 'smart')",5.6232314,5.7345166,0.1112852
48,0.5341124,0.55898464,"('unintelligent', 'intelligent')",0.5341124,0.5589846,0.0248722
49,0.37168956,0.53852123,"('unable', 'able')",0.3716896,0.5385212,0.1668316
50,-0.41478184,-0.39921913,"('clumsy', 'skillful')",-0.4147818,-0.3992191,0.0155627
51,0.45253932,0.5808851,"('uneducated', 'educated')",0.4525393,0.5808851,0.1283458
52,-0.26753366,-0.53013325,"('irrational', 'rational')",-0.2675337,-0.5301332,-0.2625995
53,0.092633575,-0.046732612,"('uncreative', 'creative')",0.0926336,-0.0467326,-0.1393662
54,1.0415297,1.2822635,"('incapable', 'capable')",1.0415297,1.2822635,0.2407338
55,0.7999383,0.94792336,"('incompetent', 'clever')",0.7999383,0.9479234,0.1479851
56,0.49520442,0.76705974,"('impractical', 'practical')",0.4952044,0.7670597,0.2718553
