,conocophillips_male,conocophillips_female,tuple,average_male,average_female,female-male
36,0.9272227,0.80605316,"('hostile', 'amicable')",0.9272227,0.8060532,-0.1211695
37,-0.17176479,-0.16366103,"('fake', 'genuine')",-0.1717648,-0.163661,0.0081038
38,-0.24070667,-0.26383063,"('untruthful', 'truthful')",-0.2407067,-0.2638306,-0.0231239
39,0.49889812,0.5513806,"('exploitative', 'cooperative')",0.4988981,0.5513806,0.0524825
40,0.04854717,-0.006851852,"('stingy', 'generous')",0.0485472,-0.0068519,-0.0553991
41,-0.44420406,-0.47200328,"('unforgiving', 'forgiving')",-0.4442041,-0.4720033,-0.0277992
42,-0.47126743,-0.3949612,"('unreliable', 'reliable')",-0.4712674,-0.3949612,0.0763062
43,-1.2966603,-1.2254916,"('irresponsible', 'responsible')",-1.2966603,-1.2254916,0.0711687
44,0.37906182,0.44051358,"('prejudiced', 'unprejudiced')",0.3790618,0.4405136,0.0614518
45,-1.7971877,-1.7191186,"('incompetent', 'competent')",-1.7971877,-1.7191186,0.0780691
46,-2.155042,-2.0182626,"('uncompetitive', 'competitive')",-2.1550419,-2.0182626,0.1367793
47,0.7047895,0.782227,"('stupid', 'smart')",0.7047895,0.782227,0.0774375
48,-1.31567,-1.3045759,"('unintelligent', 'intelligent')",-1.31567,-1.3045759,0.0110941
49,-0.46756804,-0.35737023,"('unable', 'able')",-0.467568,-0.3573702,0.1101978
50,0.25744873,0.21925913,"('clumsy', 'skillful')",0.2574487,0.2192591,-0.0381896
51,-1.2538915,-1.2399243,"('uneducated', 'educated')",-1.2538915,-1.2399243,0.0139672
52,0.42394114,0.23817079,"('irrational', 'rational')",0.4239411,0.2381708,-0.1857703
53,-0.07427525,-0.17098951,"('uncreative', 'creative')",-0.0742752,-0.1709895,-0.0967143
54,0.24825011,0.20001018,"('incapable', 'capable')",0.2482501,0.2000102,-0.0482399
55,-1.924869,-1.8051847,"('incompetent', 'clever')",-1.9248689,-1.8051847,0.1196842
56,-0.8098134,-0.768466,"('impractical', 'practical')",-0.8098134,-0.768466,0.0413474
57,-1.799191,-1.7745464,"('unimaginative', 'imaginative')",-1.799191,-1.7745464,0.0246446
58,-0.6851094,-0.71207595,"('undiscriminating', 'discriminating')",-0.6851094,-0.7120759,-0.0269665
59,0.6970253,0.63389343,"('foolish', 'wise')",0.6970253,0.6338934,-0.0631319
60,-1.0998,-0.97471267,"('inefficient', 'efficient')",-1.0998,-0.9747127,0.1250873
61,-0.35681945,-0.42038652,"('illogical', 'logical')",-0.3568195,-0.4203865,-0.063567
62,-1.1799713,-1.0415367,"('incompetent', 'brilliant')",-1.1799713,-1.0415367,0.1384346
63,-1.003224,-0.9430223,"('unperceptive', 'insightful')",-1.003224,-0.9430223,0.0602017
64,-1.3961642,-1.3337255,"('shy', 'confident')",-1.3961642,-1.3337255,0.0624387
65,-1.2105106,-1.1440837,"('insecure', 'secure')",-1.2105106,-1.1440837,0.0664269
66,0.5084616,0.48699248,"('inactive', 'active')",0.5084616,0.4869925,-0.0214691
67,0.30954176,0.3239798,"('doubtful', 'determined')",0.3095418,0.3239798,0.014438
68,-0.32874936,-0.31568787,"('dependent', 'independent')",-0.3287494,-0.3156879,0.0130615
69,2.1938267,2.1539714,"('lazy', 'industrious')",2.1938267,2.1539714,-0.0398553
70,-1.5725988,-1.4977498,"('lethargic', 'energetic')",-1.5725988,-1.4977498,0.074849
71,0.4310102,0.41195795,"('diffident', 'self-confident')",0.4310102,0.4119579,-0.0190523
72,-0.32447803,-0.36206472,"('unambitious', 'ambitious')",-0.324478,-0.3620647,-0.0375867
73,0.19474809,0.19040458,"('helpless', 'self-reliant')",0.1947481,0.1904046,-0.0043435
74,-0.2663944,-0.2859469,"('undedicated', 'dedicated')",-0.2663944,-0.2859469,-0.0195525
75,0.5216223,0.53634566,"('meek', 'impulsive')",0.5216223,0.5363457,0.0147234
76,-0.90323853,-0.78591406,"('anxious', 'daring')",-0.9032385,-0.7859141,0.1173244
77,-0.71074,-0.6752536,"('unmotivated', 'motivated')",-0.71074,-0.6752536,0.0354864
78,-0.7136418,-0.67282486,"('nonresilient', 'resilient')",-0.7136418,-0.6728249,0.0408169
79,0.9344935,0.8545408,"('wavering', 'unwavering')",0.9344935,0.8545408,-0.0799527
80,-0.87725204,-0.7480704,"('dominated', 'dominating')",-0.877252,-0.7480704,0.1291816
81,-1.351301,-1.2152841,"('submissive', 'aggressive')",-1.351301,-1.2152841,0.1360169
82,0.4299896,0.46645775,"('poor', 'rich')",0.4299896,0.4664578,0.0364682
83,-0.6664614,-0.669592,"('powerless', 'powerful')",-0.6664614,-0.669592,-0.0031306
84,-0.4482989,-0.5539538,"('inferior', 'superior')",-0.4482989,-0.5539538,-0.1056549
85,1.7331101,1.6192161,"('insignificant', 'prestigious')",1.7331101,1.6192161,-0.113894
86,-1.4783638,-1.5347267,"('uninfluential', 'influential')",-1.4783638,-1.5347267,-0.0563629
87,0.23073933,0.33764583,"('unsuccessful', 'successful')",0.2307393,0.3376458,0.1069065
88,-0.20376787,-0.23254111,"('low', 'eminent')",-0.2037679,-0.2325411,-0.0287732
