,tin_male,tin_female,tuple,average_male,average_female,female-male
0,0.18905084,0.2869502,"('unsociable', 'sociable')",0.1890508,0.2869502,0.0978994
1,1.3047991,1.1144753,"('unfriendly', 'friendly')",1.3047991,1.1144753,-0.1903238
2,0.3779376,0.5466397,"('unlikable', 'likable')",0.3779376,0.5466397,0.1687021
3,0.66006684,0.9140894,"('repellent', 'pleasant')",0.6600668,0.9140894,0.2540226
4,-7.199581,-7.1111393,"('disliked', 'liked')",-7.1995811,-7.1111393,0.0884418
5,-0.44311142,-0.4862286,"('distant', 'outgoing')",-0.4431114,-0.4862286,-0.0431172
6,0.099394836,-0.077067986,"('distant', 'open')",0.0993948,-0.077068,-0.1764628
7,1.3320665,1.4003133,"('insensitive', 'sensitive')",1.3320665,1.4003133,0.0682468
8,1.2783562,1.0186198,"('unaffectionate', 'affectionate')",1.2783562,1.0186198,-0.2597364
9,1.4974893,1.3733705,"('unaffectionate', 'caring')",1.4974893,1.3733705,-0.1241188
10,1.6101575,1.6040351,"('unsympathetic', 'sympathetic')",1.6101575,1.6040351,-0.0061224
11,1.8233852,1.9104344,"('unhelpful', 'helpful')",1.8233852,1.9104344,0.0870492
12,-1.146366,-1.0280995,"('unsupportive', 'supportive')",-1.146366,-1.0280995,0.1182665
13,0.033117674,0.18458399,"('impolite', 'polite')",0.0331177,0.184584,0.1514663
14,-0.00838647,0.23680635,"('antisocial', 'social')",-0.0083865,0.2368063,0.2451928
15,0.32039332,0.2840741,"('boring', 'funny')",0.3203933,0.2840741,-0.0363192
16,-0.7424902,-0.65032756,"('unpopular', 'popular')",-0.7424902,-0.6503276,0.0921626
17,0.18940577,0.09074077,"('nasty', 'nice')",0.1894058,0.0907408,-0.098665
18,-0.6542355,-0.5539608,"('disagreeable', 'welcoming')",-0.6542355,-0.5539608,0.1002747
19,-0.3272784,-0.44771338,"('inhospitable', 'hospitable')",-0.3272784,-0.4477134,-0.120435
20,0.75493884,0.65703976,"('rough', 'thoughtful')",0.7549388,0.6570398,-0.097899
21,-0.025260217,0.31432116,"('immoral', 'moral')",-0.0252602,0.3143212,0.3395814
22,-0.003695339,0.20638952,"('untrustworthy', 'trustworthy')",-0.0036953,0.2063895,0.2100848
23,6.2543554,6.316959,"('insincere', 'sincere')",6.2543554,6.3169589,0.0626035
24,1.6604234,1.7495108,"('dishonest', 'honest')",1.6604234,1.7495108,0.0890874
25,0.26728675,0.1999683,"('egoistic', 'altruistic')",0.2672867,0.1999683,-0.0673184
26,0.9059372,0.5313252,"('hardhearted', 'benevolent')",0.9059372,0.5313252,-0.374612
27,1.833945,1.5838906,"('hardhearted', 'softhearted')",1.833945,1.5838906,-0.2500544
28,1.1321701,0.95992243,"('disloyal', 'loyal')",1.1321701,0.9599224,-0.1722477
29,-0.24960639,-0.4295749,"('unfair', 'fair')",-0.2496064,-0.4295749,-0.1799685
30,0.9120552,1.0223141,"('intolerant', 'tolerant')",0.9120552,1.0223141,0.1102589
31,-1.0437123,-1.1986051,"('evil', 'good')",-1.0437123,-1.1986051,-0.1548928
32,1.4392292,1.325953,"('unkind', 'kind')",1.4392292,1.325953,-0.1132762
33,-0.8722125,-0.8235884,"('wrong', 'right')",-0.8722125,-0.8235884,0.0486241
34,4.0350943,4.22274,"('mean', 'honorable')",4.0350943,4.2227402,0.1876459
35,-0.9625216,-1.3442897,"('corrupt', 'incorrupt')",-0.9625216,-1.3442897,-0.3817681
36,-0.5827637,-0.9346803,"('hostile', 'amicable')",-0.5827637,-0.9346803,-0.3519166
37,0.94902146,0.91103095,"('fake', 'genuine')",0.9490215,0.9110309,-0.0379906
38,-0.2722621,-0.18996668,"('untruthful', 'truthful')",-0.2722621,-0.1899667,0.0822954
39,-0.031989723,0.05123988,"('exploitative', 'cooperative')",-0.0319897,0.0512399,0.0832296
40,-0.93432707,-1.0013397,"('stingy', 'generous')",-0.9343271,-1.0013397,-0.0670126
41,0.2812419,0.14910343,"('unforgiving', 'forgiving')",0.2812419,0.1491034,-0.1321385
42,-1.5710537,-1.4821378,"('unreliable', 'reliable')",-1.5710537,-1.4821378,0.0889159
43,1.4075357,1.5055624,"('irresponsible', 'responsible')",1.4075357,1.5055624,0.0980267
44,-1.0783927,-1.181075,"('prejudiced', 'unprejudiced')",-1.0783927,-1.181075,-0.1026823
45,0.41161355,0.444456,"('incompetent', 'competent')",0.4116136,0.444456,0.0328424
46,-0.4978798,-0.33028856,"('uncompetitive', 'competitive')",-0.4978798,-0.3302886,0.1675912
47,5.4912324,5.636924,"('stupid', 'smart')",5.4912324,5.6369238,0.1456914
48,0.8856667,0.89105105,"('unintelligent', 'intelligent')",0.8856667,0.8910511,0.0053844
49,-0.2947236,-0.13809976,"('unable', 'able')",-0.2947236,-0.1380998,0.1566238
50,-0.12104103,-0.2063816,"('clumsy', 'skillful')",-0.121041,-0.2063816,-0.0853406
51,0.22963047,0.388606,"('uneducated', 'educated')",0.2296305,0.388606,0.1589755
52,-0.19749138,-0.45052457,"('irrational', 'rational')",-0.1974914,-0.4505246,-0.2530332
53,0.43579853,0.26988304,"('uncreative', 'creative')",0.4357985,0.269883,-0.1659155
54,1.0564336,1.0836077,"('incapable', 'capable')",1.0564336,1.0836077,0.0271741
55,0.75009614,1.0355242,"('incompetent', 'clever')",0.7500961,1.0355242,0.2854281
56,0.5830225,0.8321538,"('impractical', 'practical')",0.5830225,0.8321538,0.2491313
57,-2.0368555,-2.0425954,"('unimaginative', 'imaginative')",-2.0368555,-2.0425954,-0.0057399
58,0.13166113,-0.00036694482,"('undiscriminating', 'discriminating')",0.1316611,-0.0003669,-0.132028
59,0.11133833,0.07292397,"('foolish', 'wise')",0.1113383,0.072924,-0.0384143
60,0.058083896,0.5297161,"('inefficient', 'efficient')",0.0580839,0.5297161,0.4716322
61,0.45521048,0.34980127,"('illogical', 'logical')",0.4552105,0.3498013,-0.1054092
62,1.0382972,1.4019241,"('incompetent', 'brilliant')",1.0382972,1.4019241,0.3636269
63,0.779471,0.9624677,"('unperceptive', 'insightful')",0.779471,0.9624677,0.1829967
64,-5.7933183,-5.4109387,"('shy', 'confident')",-5.7933183,-5.4109387,0.3823796
65,1.0658641,1.2112423,"('insecure', 'secure')",1.0658641,1.2112423,0.1453782
66,-0.06077577,-0.20788273,"('inactive', 'active')",-0.0607758,-0.2078827,-0.1471069
67,-1.0556753,-0.9030703,"('doubtful', 'determined')",-1.0556753,-0.9030703,0.152605
68,-0.69608533,-0.5108015,"('dependent', 'independent')",-0.6960853,-0.5108015,0.1852838
69,-1.836276,-1.8506993,"('lazy', 'industrious')",-1.8362761,-1.8506993,-0.0144232
70,1.5134883,1.7184532,"('lethargic', 'energetic')",1.5134883,1.7184532,0.2049649
71,0.39258644,0.4633839,"('diffident', 'self-confident')",0.3925864,0.4633839,0.0707975
72,1.0325072,1.1807194,"('unambitious', 'ambitious')",1.0325072,1.1807194,0.1482122
73,-2.8741136,-2.7490792,"('helpless', 'self-reliant')",-2.8741136,-2.7490792,0.1250344
74,0.08374064,0.06908095,"('undedicated', 'dedicated')",0.0837406,0.0690809,-0.0146597
75,-0.8338125,-0.8360717,"('meek', 'impulsive')",-0.8338125,-0.8360717,-0.0022592
76,0.91078955,0.9696854,"('anxious', 'daring')",0.9107895,0.9696854,0.0588959
77,-1.4044857,-1.1876624,"('unmotivated', 'motivated')",-1.4044857,-1.1876624,0.2168233
78,-0.34407708,-0.39740583,"('nonresilient', 'resilient')",-0.3440771,-0.3974058,-0.0533287
79,0.050949685,-0.23617807,"('wavering', 'unwavering')",0.0509497,-0.2361781,-0.2871278
80,0.01803501,0.09554441,"('dominated', 'dominating')",0.018035,0.0955444,0.0775094
81,0.054883573,0.35495985,"('submissive', 'aggressive')",0.0548836,0.3549598,0.3000762
82,6.146536,6.2304826,"('poor', 'rich')",6.1465359,6.2304826,0.0839467
83,-0.5932937,-0.506811,"('powerless', 'powerful')",-0.5932937,-0.506811,0.0864827
84,0.15978444,0.03769051,"('inferior', 'superior')",0.1597844,0.0376905,-0.1220939
85,-1.3007152,-1.5953202,"('insignificant', 'prestigious')",-1.3007152,-1.5953202,-0.294605
86,0.3280815,0.4214307,"('uninfluential', 'influential')",0.3280815,0.4214307,0.0933492
87,-0.042385638,0.105515964,"('unsuccessful', 'successful')",-0.0423856,0.105516,0.1479016
88,-0.27442002,-0.18787114,"('low', 'eminent')",-0.27442,-0.1878711,0.0865489
